#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
P4_82_NODE_156_length_9766_cov_49.606806	1	9766	28513	9766	100	400.094	35.8	59.5
P4_82_NODE_157_length_9691_cov_2.227624	1	9691	1184	9691	100	16.7647	35.9	58.3
P4_82_NODE_158_length_9623_cov_2.161542	1	9623	1188	9623	100	16.6451	36.1	58.1
P4_82_NODE_159_length_9618_cov_5.828574	1	9618	3090	9618	100	44.7112	35.9	59.6
P4_82_NODE_160_length_9592_cov_1.189118	1	9592	873	9592	100	10.7129	35.5	54.5
P4_82_NODE_161_length_9443_cov_58.328736	1	9443	30044	9443	100	445.805	35.9	60
P4_82_NODE_162_length_9409_cov_1.666236	1	9409	860	9409	100	12.7222	36.1	59.8
P4_82_NODE_163_length_9385_cov_8.151329	1	9385	5694	9385	100	70.8684	34.6	46.1
P4_82_NODE_164_length_9294_cov_3.585470	1	9294	1911	9294	100	27.6362	36	55.7
P4_82_NODE_165_length_9224_cov_5.834451	1	9224	2921	9224	100	44.0102	35.8	58.6
P4_82_NODE_166_length_9115_cov_3.756564	1	9115	1958	9115	100	29.4639	35.7	59.4
P4_82_NODE_167_length_9038_cov_1.320839	1	9038	779	9038	100	11.0119	35.9	52.9
P4_82_NODE_168_length_8875_cov_1.735597	1	8875	975	8875	100	14.0872	35.8	54.1
P4_82_NODE_169_length_8866_cov_23.836251	1	8866	11499	8866	100	179.818	36	55.9
P4_82_NODE_170_length_8845_cov_1.854898	1	8845	994	8823	99.7513	15.2407	35.9	57.2
P4_82_NODE_171_length_8803_cov_1.942716	1	8803	987	8803	100	15.1464	35.7	57.9
P4_82_NODE_172_length_8783_cov_2.043785	1	8783	1283	8783	100	17.9105	35.2	54.4
P4_82_NODE_173_length_8775_cov_1.679232	1	8775	804	8775	100	12.5813	35.9	59.1
P4_82_NODE_174_length_8718_cov_2.015831	1	8718	1116	8718	100	15.9615	35.7	54.4
P4_82_NODE_175_length_8683_cov_2.349696	1	8683	1126	8683	100	17.8474	36	59.5
P4_82_NODE_176_length_8632_cov_2.085597	1	8632	1091	8632	100	16.4439	35.6	57.4
P4_82_NODE_177_length_8611_cov_1.702263	1	8611	924	8611	100	14.0454	35.5	56
P4_82_NODE_178_length_8583_cov_1.503548	1	8583	801	8583	100	11.6579	35.9	52.9
P4_82_NODE_179_length_8512_cov_1.298629	1	8512	1136	8512	100	11.5634	35.6	49.5
P4_82_NODE_180_length_8510_cov_3.138137	1	8510	1553	8501	99.8942	24.8459	35.7	59.7
P4_82_NODE_181_length_8508_cov_36.199618	1	8508	17574	8508	100	282.929	35.8	59.9
P4_82_NODE_182_length_8486_cov_1.267616	1	8486	684	8486	100	10.3552	35.7	55.5
P4_82_NODE_183_length_8467_cov_1.034892	1	8467	603	8467	100	8.87717	35.8	56.2
P4_82_NODE_184_length_8405_cov_2.973665	1	8405	2012	8405	100	30.8905	35.4	54.1
P4_82_NODE_185_length_8402_cov_2.168097	1	8402	1995	8395	99.9167	23.2472	34.4	33.4
P4_82_NODE_186_length_8359_cov_1.735666	1	8359	816	8355	99.9521	13.2584	35.8	58.8
P4_82_NODE_187_length_8295_cov_0.982248	1	8295	481	8295	100	7.74816	35.6	57.4
P4_82_NODE_188_length_8223_cov_3.573617	1	8223	2910	8223	100	45.0968	35.5	52.2
P4_82_NODE_189_length_8210_cov_16.345293	1	8210	7766	8210	100	129.513	35.8	58.3
P4_82_NODE_190_length_8169_cov_2.519647	1	8169	1399	8169	100	21.1405	34.8	51.4
P4_82_NODE_191_length_8147_cov_1.938030	1	8147	1019	8147	100	16.1197	35.5	56.7
P4_82_NODE_192_length_8140_cov_1.524273	1	8140	701	8140	100	11.8123	36	59.3
P4_82_NODE_193_length_8093_cov_2.178634	1	8093	963	8093	100	16.6089	36	59.7
P4_82_NODE_194_length_8015_cov_0.895664	1	8015	431	8015	100	7.17305	35.9	59
P4_82_NODE_195_length_7958_cov_7.984038	1	7958	3252	7958	100	53.4724	36	48.8
P4_82_NODE_196_length_7914_cov_1.015796	1	7914	483	7914	100	7.96462	36	56.7
P4_82_NODE_197_length_7885_cov_1.973189	1	7885	858	7878	99.9112	14.959	35.8	58
P4_82_NODE_198_length_7825_cov_127.222785	1	7825	55179	7825	100	982.138	35.9	58.3
P4_82_NODE_199_length_7793_cov_2.004566	1	7793	884	7793	100	15.4291	35.8	58.8
P4_82_NODE_200_length_7698_cov_103.487540	1	7698	46341	7698	100	826.507	36.1	59.9
P4_82_NODE_201_length_7685_cov_52.135561	1	7685	23605	7685	100	411.815	35.9	59.9
P4_82_NODE_202_length_7674_cov_1.429972	1	7674	715	7674	100	12.2697	35.9	55.5
P4_82_NODE_203_length_7615_cov_1.873531	1	7615	820	7615	100	14.5991	35.6	58.3
P4_82_NODE_204_length_7537_cov_1.181511	1	7537	502	7537	100	8.96298	35.8	57.8
P4_82_NODE_205_length_7451_cov_4.151966	1	7451	2388	7451	100	36.0121	35.5	44.5
P4_82_NODE_206_length_7373_cov_12.318659	1	7373	5245	7371	99.9729	94.7784	35.9	53.6
P4_82_NODE_207_length_7277_cov_1.359860	1	7277	561	7277	100	10.4374	35.9	58.4
P4_82_NODE_208_length_7248_cov_0.762252	1	7248	357	7248	100	6.36258	35.7	56.3
P4_82_NODE_209_length_7245_cov_1.023321	1	7245	450	7245	100	8.17888	35.9	58.6
P4_82_NODE_210_length_7237_cov_11.220261	1	7237	4702	7237	100	88.438	35.9	59.8
P4_82_NODE_211_length_7107_cov_1.371490	1	7107	758	7008	98.607	13.3444	35.5	52.6
P4_82_NODE_212_length_7091_cov_1.134836	1	7091	490	7091	100	9.03187	35.9	58.7
P4_82_NODE_213_length_7088_cov_1.179141	1	7088	604	7088	100	9.98293	35.4	51.8
P4_82_NODE_214_length_7074_cov_879.434662	1	7074	347072	7074	100	6900.75	35.8	60
P4_82_NODE_215_length_7005_cov_3.558469	1	7005	1431	7005	100	27.8397	35.8	59.3
P4_82_NODE_216_length_6995_cov_9.752038	1	6995	4388	6995	100	80.965	36	52.2
P4_82_NODE_217_length_6928_cov_1.443170	1	6928	617	6928	100	11.6594	35.6	57.4
P4_82_NODE_218_length_6772_cov_1.196539	1	6772	464	6772	100	8.93916	36	56.5
P4_82_NODE_219_length_6756_cov_1.125962	1	6756	482	6756	100	9.08008	35.7	56.2
P4_82_NODE_220_length_6751_cov_1.354167	1	6751	612	6751	100	11.5958	35.3	55.5
P4_82_NODE_221_length_6741_cov_1.697309	1	6741	726	6741	100	13.8889	35.5	55.8
P4_82_NODE_222_length_6700_cov_1.905675	1	6700	754	6700	100	15.2493	35.5	58.5
P4_82_NODE_223_length_6610_cov_28.760296	1	6610	10630	6610	100	222.23	36	59.6
P4_82_NODE_224_length_6610_cov_1.986889	1	6610	769	6610	100	15.7445	36	59.5
P4_82_NODE_225_length_6598_cov_4.960284	1	6598	1770	6598	100	37.314	36	57.9
P4_82_NODE_226_length_6528_cov_2.496016	1	6528	1068	6528	100	21.9638	35.5	53.7
P4_82_NODE_227_length_6516_cov_1.518391	1	6516	540	6516	100	11.6229	35.9	59.9
P4_82_NODE_228_length_6452_cov_3.177708	1	6452	1522	6452	100	30.287	36	43.5
P4_82_NODE_229_length_6426_cov_2.556120	1	6426	2218	6426	100	29.7454	33.9	26.3
P4_82_NODE_230_length_6423_cov_1.439168	1	6423	690	6423	100	13.0959	35.7	48.8
P4_82_NODE_231_length_6396_cov_1.264476	1	6396	474	6386	99.8437	9.67605	35.8	56
P4_82_NODE_232_length_6387_cov_0.972843	1	6387	383	6387	100	7.78879	35.2	55.3
P4_82_NODE_233_length_6269_cov_1.145555	1	6269	564	6269	100	10.0227	34.4	46.8
P4_82_NODE_234_length_6211_cov_7.413695	1	6211	2537	6211	100	56.7735	35.8	59.5
P4_82_NODE_235_length_6192_cov_1.120363	1	6192	368	6192	100	8.30798	36.2	59.3
P4_82_NODE_236_length_6156_cov_1.980428	1	6156	730	6156	100	15.666	35.7	57.2
P4_82_NODE_237_length_6152_cov_1.272033	1	6152	443	6121	99.4961	10.0343	35.8	59.3
P4_82_NODE_238_length_6139_cov_2.799401	1	6139	1020	6139	100	22.181	35.8	58.1
P4_82_NODE_239_length_6133_cov_1.029471	1	6133	463	6133	100	8.90559	35.5	53.3
P4_82_NODE_240_length_6107_cov_1.686789	1	6107	588	6107	100	13.1353	36.1	59.7
P4_82_NODE_241_length_6095_cov_1.302949	1	6095	730	6095	100	12.4596	33.8	42.5
P4_82_NODE_242_length_6075_cov_3.144082	1	6075	1153	6075	100	25.4117	35.8	58.7
P4_82_NODE_243_length_6058_cov_1.172989	1	6058	384	6058	100	8.81397	36.1	59.3
P4_82_NODE_244_length_5977_cov_11.007179	1	5977	3810	5977	100	86.5434	36	58.4
P4_82_NODE_245_length_5963_cov_1.285298	1	5963	414	5953	99.8323	9.44894	35.6	57.7
P4_82_NODE_246_length_5940_cov_2100.831756	1	5940	726508	5940	100	17207.9	35.7	59.9
P4_82_NODE_247_length_5821_cov_1.148929	1	5821	410	5821	100	8.9945	36.2	54.8
P4_82_NODE_248_length_5814_cov_7.262880	1	5814	6649	5814	100	119.687	34.3	21.4
P4_82_NODE_249_length_5804_cov_10.547294	1	5804	3376	5804	100	80.8932	36.1	59.9
P4_82_NODE_250_length_5763_cov_1.506210	1	5763	527	5763	100	12.1003	35.7	58.3
P4_82_NODE_251_length_5749_cov_1.598897	1	5749	574	5749	100	13.0282	35.7	56.1
P4_82_NODE_252_length_5706_cov_12.498371	1	5706	4092	5706	100	98.8025	35.8	59.7
P4_82_NODE_253_length_5686_cov_14.470669	1	5686	4540	5686	100	110.583	36	59.9
P4_82_NODE_254_length_5640_cov_1.919463	1	5640	652	5582	98.9716	15.1264	35.7	58
P4_82_NODE_255_length_5629_cov_0.849328	1	5629	341	5629	100	7.28424	35.6	54
P4_82_NODE_256_length_5607_cov_1.770985	1	5607	541	5607	100	13.2549	36	59.5
P4_82_NODE_257_length_5546_cov_0.905702	1	5546	327	5546	100	7.2921	35.4	53.4
P4_82_NODE_258_length_5492_cov_0.865797	1	5492	310	5492	100	6.99964	35.7	55.2
P4_82_NODE_259_length_5465_cov_1.278381	1	5465	389	5465	100	9.75682	35.9	58.4
P4_82_NODE_260_length_5440_cov_1.127800	1	5440	343	5440	100	8.69522	35.9	59.3
P4_82_NODE_261_length_5427_cov_0.943208	1	5427	316	5427	100	7.87931	36.1	58.8
P4_82_NODE_262_length_5425_cov_1.359947	1	5425	541	5419	99.8894	11.993	35.1	54.1
P4_82_NODE_263_length_5415_cov_38.673601	1	5415	12292	5415	100	307.511	36.1	58.7
P4_82_NODE_264_length_5377_cov_1.238476	1	5377	403	5377	100	9.99033	35.7	56.9
P4_82_NODE_265_length_5349_cov_1.292800	1	5349	474	5349	100	11.5728	36.1	55.9
P4_82_NODE_266_length_5347_cov_1.639655	1	5347	501	5328	99.6447	12.4316	35.6	56.5
P4_82_NODE_267_length_5266_cov_1.282934	1	5266	619	5266	100	13.0116	34.8	50.2
P4_82_NODE_268_length_5249_cov_1.669465	1	5249	551	5249	100	13.7702	35.9	51.9
P4_82_NODE_269_length_5239_cov_5.122848	1	5239	1486	5239	100	37.7828	35.6	41.9
P4_82_NODE_270_length_5178_cov_1.129083	1	5178	390	5178	100	9.0392	35.6	54.1
P4_82_NODE_271_length_5132_cov_1.827373	1	5132	521	5132	100	13.9283	36	59.4
P4_82_NODE_272_length_5106_cov_0.795742	1	5106	272	5106	100	6.6134	35.8	53.5
P4_82_NODE_273_length_5040_cov_0.916751	1	5040	286	5040	100	7.4246	35.6	58.7
P4_82_NODE_274_length_5038_cov_2.458766	1	5038	759	5036	99.9603	20.0028	35.5	57.3
P4_82_NODE_275_length_5005_cov_1.522550	1	5005	483	5005	100	12.5854	35.7	56.4
P4_82_NODE_276_length_5004_cov_1.410293	1	5004	430	5004	100	11.1497	35.6	55.5
P4_82_NODE_277_length_5001_cov_0.997948	1	5001	300	5001	100	7.58868	35.5	55.5
P4_82_NODE_278_length_4981_cov_1.292336	1	4981	399	4981	100	10.5029	35.5	57.6
P4_82_NODE_279_length_4946_cov_1.239884	1	4946	372	4946	100	9.9725	35.7	58.5
P4_82_NODE_280_length_4934_cov_16.227030	1	4934	4376	4934	100	123.121	36.1	59.9
P4_82_NODE_281_length_4898_cov_2.120729	1	4898	743	4898	100	18.342	35.6	53.2
