#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
P4_19_NODE_66_length_24196_cov_4.409115	1	24196	5831	24196	100	33.7593	35.7	59.8
P4_19_NODE_67_length_24159_cov_27.306841	1	24159	35048	24159	100	205.632	35.7	59.9
P4_19_NODE_68_length_24091_cov_2.077241	1	24091	2745	24091	100	16.1876	35.8	59
P4_19_NODE_69_length_23681_cov_1.379384	1	23681	1789	23681	100	10.5456	35.7	59.6
P4_19_NODE_70_length_23628_cov_2.141909	1	23628	2659	23628	100	15.8752	35.7	59.6
P4_19_NODE_71_length_23602_cov_2.860362	1	23602	3617	23592	99.9576	21.6133	35.6	59.7
P4_19_NODE_72_length_23417_cov_3.463933	1	23417	4450	23417	100	26.5891	35.8	59.3
P4_19_NODE_73_length_23414_cov_7.916606	1	23414	10484	23414	100	63.3291	35.6	58
P4_19_NODE_74_length_23242_cov_3.924724	1	23242	4804	23242	100	29.3927	35.7	59.7
P4_19_NODE_75_length_23148_cov_2.074367	1	23148	2634	23148	100	15.8827	35.8	59.6
P4_19_NODE_76_length_23120_cov_3.997999	1	23120	4984	23120	100	30.2964	35.7	59.6
P4_19_NODE_77_length_22820_cov_3.215309	1	22820	3866	22820	100	23.9521	35.7	59.2
P4_19_NODE_78_length_22802_cov_22.427431	1	22802	26836	22802	100	167.327	35.7	59.8
P4_19_NODE_79_length_22696_cov_3.350747	1	22696	4115	22696	100	25.5487	35.7	59.4
P4_19_NODE_80_length_22609_cov_2.560849	1	22609	3103	22609	100	19.3177	35.8	59.2
P4_19_NODE_81_length_22585_cov_2.078369	1	22585	2497	22585	100	15.5332	35.8	59.1
P4_19_NODE_82_length_22475_cov_2.419903	1	22475	2933	22475	100	18.3569	35.7	59.9
P4_19_NODE_83_length_22404_cov_4.405800	1	22404	5272	22304	99.5537	33.1345	35.7	58.9
P4_19_NODE_84_length_22402_cov_5.184198	1	22402	6046	22392	99.9554	38.3931	35.7	59.8
P4_19_NODE_85_length_22318_cov_2.343743	1	22318	2912	22318	100	18.2312	35.7	58.7
P4_19_NODE_86_length_22247_cov_12.699864	1	22247	15189	22247	100	96.4913	35.7	59.6
P4_19_NODE_87_length_22173_cov_1.973737	1	22173	2351	22173	100	14.8656	35.7	58.9
P4_19_NODE_88_length_22146_cov_6.895363	1	22146	8210	22146	100	52.3361	35.8	59.6
P4_19_NODE_89_length_21999_cov_6.000274	1	21999	7021	21999	100	45.0795	35.7	59.5
P4_19_NODE_90_length_21789_cov_3.432370	1	21789	4344	21789	100	27.9885	35.6	58.2
P4_19_NODE_91_length_21721_cov_8.487126	1	21721	9865	21721	100	64.131	35.7	59.5
P4_19_NODE_92_length_21642_cov_2.935115	1	21642	3606	21642	100	23.4381	35.6	55.9
P4_19_NODE_93_length_21592_cov_4.497228	1	21592	5281	21592	100	34.1845	35.8	58.8
P4_19_NODE_94_length_21436_cov_3.905580	1	21436	4506	21436	100	29.6072	35.8	59.6
P4_19_NODE_95_length_21278_cov_4.433644	1	21278	4958	21278	100	32.9927	35.7	59.5
P4_19_NODE_96_length_20607_cov_1.976465	1	20607	2282	20607	100	15.5052	35.7	59.1
P4_19_NODE_97_length_20522_cov_6.969257	1	20522	7556	20522	100	52.2311	35.6	58.8
P4_19_NODE_98_length_20394_cov_3.258006	1	20394	3664	20394	100	25.0098	35.7	58.8
P4_19_NODE_99_length_20217_cov_2.549577	1	20217	2895	20217	100	19.9676	35.6	58
P4_19_NODE_100_length_20115_cov_3.834501	1	20115	4216	20115	100	29.362	35.6	59.2
P4_19_NODE_101_length_19822_cov_1.962782	1	19822	2080	19822	100	14.7625	35.7	59.4
P4_19_NODE_102_length_19769_cov_4.753386	1	19769	5014	19769	100	35.8015	35.8	59.5
P4_19_NODE_103_length_19634_cov_2.769980	1	19634	2980	19634	100	21.3347	35.7	59.2
P4_19_NODE_104_length_19612_cov_1.908648	1	19612	2047	19567	99.7705	14.5943	35.6	59.2
P4_19_NODE_105_length_19547_cov_1.480278	1	19547	1538	19547	100	11.1132	35.8	59.9
P4_19_NODE_106_length_19506_cov_12.789514	1	19506	13167	19506	100	95.7818	35.7	60
P4_19_NODE_107_length_19040_cov_2.696769	1	19040	2792	19040	100	20.8585	35.7	59.4
P4_19_NODE_108_length_18940_cov_14.017913	1	18940	14136	18940	100	105.646	35.7	59.4
P4_19_NODE_109_length_18910_cov_3.091253	1	18910	3095	18910	100	23.0722	35.7	59.3
P4_19_NODE_110_length_18483_cov_11.619253	1	18483	11414	18483	100	87.3057	35.7	59.8
P4_19_NODE_111_length_18230_cov_3.396785	1	18230	3417	18230	100	26.512	35.7	57.8
P4_19_NODE_112_length_18131_cov_3.631138	1	18131	3687	18131	100	28.1114	35.7	59.9
P4_19_NODE_113_length_17951_cov_3.519917	1	17951	3748	17951	100	28.5452	35.7	56.9
P4_19_NODE_114_length_17941_cov_3.024644	1	17941	2899	17941	100	22.8003	35.6	59.3
P4_19_NODE_115_length_17871_cov_2.960775	1	17871	2741	17871	100	21.7999	35.8	59.5
P4_19_NODE_116_length_17772_cov_1.493114	1	17772	1439	17762	99.9437	11.3687	35.7	59.9
P4_19_NODE_117_length_17606_cov_1.589450	1	17606	1493	17597	99.9489	11.9971	35.7	60
P4_19_NODE_118_length_17315_cov_2.273388	1	17315	2154	17315	100	17.4988	35.8	59.9
P4_19_NODE_119_length_17119_cov_1.619409	1	17119	1532	17119	100	12.4199	35.7	58.4
P4_19_NODE_120_length_17031_cov_10.069155	1	17031	9174	16932	99.4187	75.7571	35.7	59.3
P4_19_NODE_121_length_17029_cov_1.432612	1	17029	1312	17019	99.9413	10.8265	35.8	59.9
P4_19_NODE_122_length_16710_cov_2.615269	1	16710	2358	16710	100	19.8265	35.8	59.8
P4_19_NODE_123_length_16567_cov_1.465876	1	16567	1291	16557	99.9396	10.9433	35.8	59.7
P4_19_NODE_124_length_16531_cov_7.226286	1	16531	6454	16531	100	55.0674	35.7	59.3
P4_19_NODE_125_length_16479_cov_1.450893	1	16479	1341	16470	99.9454	11.3376	35.5	58.8
P4_19_NODE_126_length_16289_cov_2.632719	1	16289	2233	16289	100	19.4855	35.7	59.7
P4_19_NODE_127_length_16278_cov_31.548263	1	16278	27652	16278	100	239.987	35.6	59.5
P4_19_NODE_128_length_16233_cov_3.192226	1	16233	3184	16133	99.384	27.4151	35.7	56.6
P4_19_NODE_129_length_16202_cov_1.319502	1	16202	1154	16202	100	9.95457	35.8	58.9
P4_19_NODE_130_length_16176_cov_3.398779	1	16176	3206	16176	100	27.7386	35.7	55.9
P4_19_NODE_131_length_16118_cov_16.336064	1	16118	13799	16118	100	121.891	35.6	59.8
P4_19_NODE_132_length_15827_cov_5.305223	1	15827	4487	15827	100	39.986	35.7	59.9
P4_19_NODE_133_length_15765_cov_2.245748	1	15765	1937	15765	100	17.1017	35.7	59.1
P4_19_NODE_134_length_15750_cov_1.729309	1	15750	1410	15750	100	12.7377	35.8	59.8
P4_19_NODE_135_length_15617_cov_16.336411	1	15617	13677	15617	100	123.355	35.7	59.8
P4_19_NODE_136_length_15576_cov_6.949835	1	15576	6111	15576	100	54.7746	35.7	59.2
P4_19_NODE_137_length_15507_cov_1.381925	1	15507	1112	15498	99.942	10.1845	35.8	59.9
P4_19_NODE_138_length_15140_cov_1.245987	1	15140	975	15130	99.9339	9.07391	35.8	59
P4_19_NODE_139_length_15028_cov_16.963090	1	15028	13868	15028	100	130.194	35.7	58.7
P4_19_NODE_140_length_14684_cov_1.629319	1	14684	1297	14684	100	12.3372	35.8	57.9
P4_19_NODE_141_length_14612_cov_2.957197	1	14612	2253	14612	100	21.9626	35.7	59.8
P4_19_NODE_142_length_14545_cov_4.770495	1	14545	3722	14545	100	35.972	35.7	59.8
P4_19_NODE_143_length_14517_cov_2.443919	1	14517	1994	14517	100	18.8524	35.9	57.3
P4_19_NODE_144_length_14495_cov_2.730930	1	14495	2146	14485	99.931	20.7212	35.7	58.7
P4_19_NODE_145_length_14434_cov_2.229119	1	14434	1719	14434	100	16.7755	35.8	59.5
P4_19_NODE_146_length_14165_cov_2.186209	1	14165	1705	14163	99.9859	16.9195	35.7	59
P4_19_NODE_147_length_14107_cov_2.260801	1	14107	1795	14107	100	17.6059	35.7	58.8
P4_19_NODE_148_length_14106_cov_6.833035	1	14106	5368	14106	100	52.9582	35.8	59.3
P4_19_NODE_149_length_14071_cov_2.055006	1	14071	1562	14062	99.936	15.5074	35.7	59.2
P4_19_NODE_150_length_14042_cov_4.343945	1	14042	3550	14042	100	35.1107	35.8	57.1
P4_19_NODE_151_length_14023_cov_5.782815	1	14023	4323	14023	100	43.5077	35.7	59.7
P4_19_NODE_152_length_13922_cov_10.584995	1	13922	7944	13922	100	80.3584	35.6	56.9
P4_19_NODE_153_length_13861_cov_1.630916	1	13861	1223	13853	99.9423	12.4093	35.6	58.8
P4_19_NODE_154_length_13605_cov_1.997997	1	13605	1445	13605	100	14.9902	35.8	59.8
P4_19_NODE_155_length_13597_cov_5.112769	1	13597	3851	13597	100	39.7457	35.8	58.7
P4_19_NODE_156_length_13320_cov_1.266884	1	13320	892	13320	100	9.41839	35.7	59.7
P4_19_NODE_157_length_13318_cov_1.338413	1	13318	935	13308	99.9249	9.94556	35.7	59.8
P4_19_NODE_158_length_13216_cov_2.098250	1	13216	1479	13216	100	15.7753	35.6	59.5
P4_19_NODE_159_length_13216_cov_1.367179	1	13216	945	13206	99.9243	10.1029	35.8	59.3
P4_19_NODE_160_length_13052_cov_2.240077	1	13052	1712	13052	100	18.154	35.7	58.2
P4_19_NODE_161_length_12832_cov_16.903188	1	12832	11460	12832	100	126.41	35.7	58.8
P4_19_NODE_162_length_12831_cov_1.873741	1	12831	1263	12831	100	13.903	35.5	59.6
P4_19_NODE_163_length_12761_cov_1.786608	1	12761	1252	12761	100	13.773	35.7	58.9
P4_19_NODE_164_length_12565_cov_3.492764	1	12565	2316	12565	100	25.9732	35.8	59.8
P4_19_NODE_165_length_12449_cov_1.491803	1	12449	994	12449	100	11.223	35.7	58.9
P4_19_NODE_166_length_12430_cov_3.652280	1	12430	2470	12430	100	28.1795	35.6	57.7
P4_19_NODE_167_length_12384_cov_2.236844	1	12384	1849	12384	100	20.4934	35.2	53.6
P4_19_NODE_168_length_12261_cov_2.378935	1	12261	1645	12261	100	18.5614	35.6	58.8
P4_19_NODE_169_length_12098_cov_1.215187	1	12098	794	12098	100	9.20838	35.7	60
P4_19_NODE_170_length_12084_cov_3.803630	1	12084	2676	12084	100	30.4255	35.9	60
P4_19_NODE_171_length_12031_cov_233.948429	1	12031	155533	12031	100	1806.1	35.9	59.9
P4_19_NODE_172_length_11913_cov_4.305702	1	11913	2853	11913	100	33.2559	35.8	59.9
P4_19_NODE_173_length_11833_cov_2.044422	1	11833	1302	11833	100	15.3713	35.8	59.5
P4_19_NODE_174_length_11675_cov_1.040267	1	11675	707	11665	99.9143	8.29242	35.6	55.7
P4_19_NODE_175_length_11605_cov_1.533891	1	11605	1027	11599	99.9483	12.1028	35.8	57.9
P4_19_NODE_176_length_11464_cov_1.269648	1	11464	813	11464	100	9.83479	35.5	58.4
P4_19_NODE_177_length_11369_cov_2.306173	1	11369	1566	11366	99.9736	18.7502	35.8	56.1
P4_19_NODE_178_length_11353_cov_2.098967	1	11353	1287	11353	100	15.9044	35.8	58.5
P4_19_NODE_179_length_11260_cov_3.332615	1	11260	2216	11260	100	27.2489	35.6	56.3
P4_19_NODE_180_length_11195_cov_3.590712	1	11195	2159	11191	99.9643	27.192	35.8	59.8
P4_19_NODE_181_length_11167_cov_0.918931	1	11167	559	11158	99.9194	6.88573	35.7	58.9
P4_19_NODE_182_length_11104_cov_1.707570	1	11104	1347	11095	99.9189	16.4325	35.5	56.4
P4_19_NODE_183_length_11103_cov_3.178298	1	11103	1857	11103	100	23.7117	35.7	59.1
P4_19_NODE_184_length_11019_cov_1.104756	1	11019	684	11019	100	8.55304	35.7	57.6
P4_19_NODE_185_length_10966_cov_1.462220	1	10966	849	10959	99.9362	10.9577	35.9	59.9
P4_19_NODE_186_length_10856_cov_1.435642	1	10856	857	10841	99.8618	11.0203	35.8	59.2
P4_19_NODE_187_length_10813_cov_5.910256	1	10813	3675	10717	99.1122	45.9276	35.7	57.1
P4_19_NODE_188_length_10707_cov_2.548960	1	10707	1550	10707	100	20.1042	35.7	58
P4_19_NODE_189_length_10635_cov_1.570042	1	10635	896	10635	100	11.7635	35.8	58.9
P4_19_NODE_190_length_10612_cov_4.233190	1	10612	2385	10612	100	31.642	35.8	59.7
P4_19_NODE_191_length_10525_cov_3.173206	1	10525	1937	10515	99.905	25.4488	35.6	59.8
P4_19_NODE_192_length_10462_cov_2.276826	1	10462	1223	10462	100	16.6391	35.9	59.9
P4_19_NODE_193_length_10423_cov_1.665016	1	10423	935	10423	100	12.5656	35.8	59.6
P4_19_NODE_194_length_10403_cov_1.150545	1	10403	651	10403	100	8.75017	35.9	59.4
P4_19_NODE_195_length_10381_cov_1.614199	1	10381	877	10372	99.9133	11.9933	35.8	59.5
P4_19_NODE_196_length_10372_cov_5.649780	1	10372	3270	10372	100	43.7948	35.6	58.1
P4_19_NODE_197_length_10365_cov_1.597285	1	10365	905	10365	100	12.1446	35.6	59.5
P4_19_NODE_198_length_10048_cov_3.738534	1	10048	2077	10048	100	28.6835	35.8	59.1
P4_19_NODE_199_length_10032_cov_1.218778	1	10032	690	10032	100	9.61433	35.5	59.6
P4_19_NODE_200_length_9968_cov_1.303933	1	9968	772	9958	99.8997	10.4963	35.7	58
P4_19_NODE_201_length_9872_cov_1.367163	1	9872	745	9862	99.8987	10.4588	35.7	59.2
P4_19_NODE_202_length_9856_cov_2.342790	1	9856	1510	9856	100	20.7133	35.8	57
P4_19_NODE_203_length_9842_cov_2.055069	1	9842	1139	9842	100	16.0037	35.7	59.6
P4_19_NODE_204_length_9841_cov_2.080502	1	9841	1243	9841	100	17.3783	35.6	58.9
P4_19_NODE_205_length_9837_cov_1.046653	1	9837	534	9827	99.8983	7.67165	35.6	59
P4_19_NODE_206_length_9739_cov_2.164690	1	9739	1198	9735	99.9589	17.0119	35.8	58.2
P4_19_NODE_207_length_9726_cov_3.205438	1	9726	1631	9726	100	23.716	35.6	59.5
P4_19_NODE_208_length_9709_cov_1.126278	1	9709	615	9709	100	8.80245	35.8	59.5
P4_19_NODE_209_length_9665_cov_2.495282	1	9665	1574	9665	100	22.3318	35.8	56.4
P4_19_NODE_210_length_9562_cov_3.992581	1	9562	2202	9562	100	31.919	35.5	59
P4_19_NODE_211_length_9521_cov_2.594103	1	9521	1366	9501	99.7899	20.147	35.7	58.3
P4_19_NODE_212_length_9415_cov_2.033376	1	9415	1046	9415	100	15.5157	35.6	57.7
P4_19_NODE_213_length_9304_cov_3.359050	1	9304	1472	9304	100	21.5346	35.7	52.2
P4_19_NODE_214_length_9223_cov_48.549198	1	9223	24847	9223	100	374.701	35.9	60
P4_19_NODE_215_length_8986_cov_4.729879	1	8986	2221	8986	100	35.1792	35.7	59.5
P4_19_NODE_216_length_8967_cov_2.894344	1	8967	1428	8967	100	22.343	35.7	58.8
P4_19_NODE_217_length_8962_cov_3.012903	1	8962	1396	8960	99.9777	22.1022	35.6	59.1
P4_19_NODE_218_length_8890_cov_1.449275	1	8890	730	8890	100	11.2669	35.8	59.3
P4_19_NODE_219_length_8890_cov_1.369508	1	8890	672	8872	99.7975	10.526	35.6	59.5
P4_19_NODE_220_length_8851_cov_1.744269	1	8851	868	8841	99.887	13.5573	35.6	58.9
P4_19_NODE_221_length_8804_cov_1.390688	1	8804	628	8804	100	10.1675	35.8	59.1
P4_19_NODE_222_length_8684_cov_0.906743	1	8684	418	8674	99.8848	6.77959	35.7	60
P4_19_NODE_223_length_8661_cov_2.200492	1	8661	1023	8661	100	16.4749	35.7	59.7
P4_19_NODE_224_length_8633_cov_1.197508	1	8633	539	8633	100	8.6884	35.9	59.5
P4_19_NODE_225_length_8630_cov_1.559097	1	8630	717	8630	100	11.6592	35.5	58.6
P4_19_NODE_226_length_8629_cov_0.776406	1	8629	356	8629	100	5.73867	36	59.6
P4_19_NODE_227_length_8617_cov_1.443110	1	8617	682	8617	100	11.0542	35.6	58.4
P4_19_NODE_228_length_8492_cov_1.890018	1	8492	856	8492	100	14.1028	35.8	59.1
P4_19_NODE_229_length_8415_cov_1.470560	1	8415	641	8415	100	10.7962	35.7	59.1
P4_19_NODE_230_length_8410_cov_0.986358	1	8410	457	8410	100	7.55838	35.8	58.4
P4_19_NODE_231_length_8316_cov_2.344120	1	8316	1114	8316	100	18.5874	35.8	58.4
P4_19_NODE_232_length_8286_cov_3.579238	1	8286	1612	8286	100	27.3543	35.6	59.1
P4_19_NODE_233_length_8251_cov_1.224397	1	8251	533	8251	100	9.09611	35.6	59.9
P4_19_NODE_234_length_8250_cov_2.219500	1	8250	1040	8250	100	17.3137	35.8	58.2
P4_19_NODE_235_length_8217_cov_2.223239	1	8217	985	8217	100	16.8149	35.8	59.2
P4_19_NODE_236_length_8182_cov_2.372191	1	8182	1086	8182	100	18.219	35.8	56.4
P4_19_NODE_237_length_8160_cov_4.965891	1	8160	2207	8160	100	37.8626	35.6	59.6
P4_19_NODE_238_length_8070_cov_1.425280	1	8070	640	8070	100	10.9045	35.7	59.5
P4_19_NODE_239_length_8057_cov_2.591551	1	8057	1121	8057	100	19.5687	35.7	59.2
P4_19_NODE_240_length_8050_cov_4.869873	1	8050	2144	8050	100	37.1873	35.5	56.9
P4_19_NODE_241_length_8046_cov_1.676348	1	8046	755	8027	99.7639	12.8168	35.7	56.2
P4_19_NODE_242_length_8032_cov_2.004681	1	8032	1202	8025	99.9128	20.8625	35.8	59.3
P4_19_NODE_243_length_8019_cov_3.301191	1	8019	1378	8019	100	24.5835	35.8	59.6
P4_19_NODE_244_length_8010_cov_1.086262	1	8010	519	8004	99.9251	8.89001	35.7	57.1
P4_19_NODE_245_length_7986_cov_1.735463	1	7986	734	7986	100	12.9519	35.7	59.6
P4_19_NODE_246_length_7900_cov_1.638621	1	7900	682	7900	100	12.3033	35.7	60
P4_19_NODE_247_length_7895_cov_2.718332	1	7895	1152	7895	100	20.4082	35.7	59.2
P4_19_NODE_248_length_7879_cov_1.693111	1	7879	793	7879	100	13.4546	35.5	59.1
P4_19_NODE_249_length_7703_cov_16.288939	1	7703	6630	7703	100	121.811	35.6	59.5
P4_19_NODE_250_length_7696_cov_1.890871	1	7696	873	7696	100	15.5457	35.5	57
P4_19_NODE_251_length_7677_cov_1.932053	1	7677	916	7677	100	16.5557	35.7	58.8
P4_19_NODE_252_length_7471_cov_2.767021	1	7471	1100	7471	100	20.6936	35.7	59.5
P4_19_NODE_253_length_7464_cov_2.818318	1	7464	1120	7464	100	21.2044	35.7	55.8
P4_19_NODE_254_length_7393_cov_5.573355	1	7393	2183	7393	100	41.5195	35.6	59.7
P4_19_NODE_255_length_7379_cov_1.742416	1	7379	776	7379	100	14.3003	35.5	59.3
P4_19_NODE_256_length_7341_cov_1.530080	1	7341	643	7341	100	11.9877	35.9	58.3
P4_19_NODE_257_length_7332_cov_2.154476	1	7332	854	7332	100	16.2871	35.6	58.4
P4_19_NODE_258_length_7299_cov_2.041132	1	7299	915	7299	100	17.043	35.8	59.9
P4_19_NODE_259_length_7202_cov_5.290883	1	7202	2177	7202	100	41.9407	35.7	57
P4_19_NODE_260_length_7148_cov_2.274177	1	7148	877	7121	99.6223	17.3369	35.6	59.4
P4_19_NODE_261_length_7140_cov_1.143020	1	7140	420	7126	99.8039	8.36905	35.6	59.6
P4_19_NODE_262_length_7010_cov_2.679210	1	7010	983	7010	100	19.794	35.7	59.5
P4_19_NODE_263_length_6957_cov_0.996779	1	6957	395	6957	100	7.86244	35.9	59.9
P4_19_NODE_264_length_6923_cov_2.145821	1	6923	786	6923	100	15.9775	35.9	57.9
P4_19_NODE_265_length_6883_cov_10.638247	1	6883	4381	6785	98.5762	89.693	35.7	57
P4_19_NODE_266_length_6866_cov_1.265766	1	6866	490	6866	100	9.83091	35.9	59.6
P4_19_NODE_267_length_6827_cov_2.532985	1	6827	1037	6827	100	20.8704	35.7	57.5
P4_19_NODE_268_length_6822_cov_1.014488	1	6822	374	6822	100	7.69598	35.7	59
P4_19_NODE_269_length_6784_cov_0.957639	1	6784	332	6784	100	6.97524	35.9	60
P4_19_NODE_270_length_6769_cov_1.264077	1	6769	416	6769	100	8.85079	35.8	60
P4_19_NODE_271_length_6746_cov_1.108476	1	6746	420	6746	100	8.5968	35.5	59.6
P4_19_NODE_272_length_6732_cov_1.655564	1	6732	594	6732	100	12.4765	35.5	59
P4_19_NODE_273_length_6696_cov_1.615314	1	6696	585	6696	100	12.1026	35.8	59
P4_19_NODE_274_length_6687_cov_7.806860	1	6687	2812	6684	99.9551	58.9164	35.7	59
P4_19_NODE_275_length_6664_cov_0.944164	1	6664	355	6654	99.8499	7.18307	35.7	57.3
P4_19_NODE_276_length_6630_cov_8.639243	1	6630	3146	6630	100	66.4842	35.6	56.6
P4_19_NODE_277_length_6617_cov_1.194299	1	6617	420	6617	100	8.96116	35.6	58.1
P4_19_NODE_278_length_6597_cov_1.969397	1	6597	727	6597	100	15.0887	35.7	57.5
