#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
P3_68_NODE_39_length_18791_cov_6.427668	1	18791	6576	18791	100	48.8325	35.8	58.2
P3_68_NODE_40_length_18598_cov_13.005035	1	18598	15691	18591	99.9624	104.307	35.6	50.1
P3_68_NODE_41_length_18571_cov_1451.268759	1	18571	1719241	18571	100	12869.7	35.9	57.9
P3_68_NODE_42_length_18438_cov_7.263830	1	18438	8335	18438	100	60.8805	35.4	58.2
P3_68_NODE_43_length_18385_cov_5.276755	1	18385	5602	18375	99.9456	42.0063	35.6	59.2
P3_68_NODE_44_length_18027_cov_3.117151	1	18027	3226	18023	99.9778	24.3376	35.8	58.9
P3_68_NODE_45_length_17919_cov_423.385623	1	17919	446693	17919	100	3475.43	35.7	57.7
P3_68_NODE_46_length_17687_cov_2.705923	1	17687	4316	17687	100	27.1183	34.4	43.4
P3_68_NODE_47_length_17608_cov_2.512385	1	17608	2647	17608	100	20.3354	35.8	56.9
P3_68_NODE_48_length_17573_cov_4.258569	1	17573	4250	17573	100	33.2081	35.6	58.9
P3_68_NODE_49_length_17398_cov_1674.849748	1	17398	1709377	17398	100	13442.8	35.9	55.6
P3_68_NODE_50_length_17373_cov_30.548765	1	17373	29361	17373	100	235.359	36	59.8
P3_68_NODE_51_length_17126_cov_4.509089	1	17126	4188	17126	100	34.132	35.7	59.5
P3_68_NODE_52_length_17081_cov_78.144568	1	17081	76065	17081	100	619.952	35.7	59.7
P3_68_NODE_53_length_16966_cov_7.812934	1	16966	7473	16966	100	60.7008	35.7	59.5
P3_68_NODE_54_length_16869_cov_7.260602	1	16869	6913	16869	100	56.5126	35.7	59.6
P3_68_NODE_55_length_16817_cov_4.641102	1	16817	4372	16808	99.9465	35.9979	35.8	59.8
P3_68_NODE_56_length_16682_cov_9.819148	1	16682	9253	16682	100	76.3709	35.9	59.5
P3_68_NODE_57_length_16631_cov_3.731944	1	16631	3533	16631	100	29.1184	35.7	59.2
P3_68_NODE_58_length_16558_cov_258.082953	1	16558	254840	16558	100	2136.91	35.7	59.3
P3_68_NODE_59_length_16532_cov_4.764645	1	16532	4631	16532	100	38.074	35.7	58.6
P3_68_NODE_60_length_16490_cov_13.389904	1	16490	12660	16490	100	105.211	35.7	59.4
P3_68_NODE_61_length_16317_cov_38.246572	1	16317	34575	16317	100	296.312	35.8	59.8
P3_68_NODE_62_length_16274_cov_4.031833	1	16274	3980	16274	100	32.8063	35.6	58.1
P3_68_NODE_63_length_16209_cov_23.426502	1	16209	20733	16209	100	178.382	35.9	59.3
P3_68_NODE_64_length_16064_cov_69.143377	1	16064	66730	16064	100	569.232	35.8	59.5
P3_68_NODE_65_length_16056_cov_1.738151	1	16056	1734	16056	100	13.9971	35.7	56.6
P3_68_NODE_66_length_15842_cov_2.899586	1	15842	2625	15842	100	22.6605	35.7	58.7
P3_68_NODE_67_length_15742_cov_7.784310	1	15742	6823	15711	99.8031	60.2265	35.8	59
P3_68_NODE_68_length_15679_cov_3.689815	1	15679	3488	15679	100	29.3743	35.4	57.6
P3_68_NODE_69_length_15543_cov_4.955825	1	15543	4241	15543	100	37.9409	35.9	59.6
P3_68_NODE_70_length_15467_cov_2.027184	1	15467	1918	15467	100	16.4691	35.4	57.8
P3_68_NODE_71_length_15451_cov_920.832224	1	15451	853281	15451	100	7711.32	35.6	59.9
P3_68_NODE_72_length_15382_cov_13.359882	1	15382	11683	15382	100	104.669	35.8	59.7
P3_68_NODE_73_length_15339_cov_3.893834	1	15339	3316	15339	100	29.9396	35.7	59.3
P3_68_NODE_74_length_15303_cov_3.164997	1	15303	2729	15303	100	24.6509	35.7	59.7
P3_68_NODE_75_length_15291_cov_2.795898	1	15291	2523	15285	99.9608	21.9074	35.7	57.5
P3_68_NODE_76_length_15151_cov_3.337194	1	15151	3791	15144	99.9538	29.2514	34.2	47.2
P3_68_NODE_77_length_15144_cov_1.861757	1	15144	1646	15144	100	14.6863	35.6	58.4
P3_68_NODE_78_length_14954_cov_1.697983	1	14954	1398	14954	100	12.8694	35.9	59.4
P3_68_NODE_79_length_14864_cov_12.114745	1	14864	10788	14864	100	98.6294	35.7	58.7
P3_68_NODE_80_length_14826_cov_119.920471	1	14826	101418	14826	100	948.997	35.8	59.9
P3_68_NODE_81_length_14616_cov_7.092518	1	14616	5838	14616	100	54.3766	35.8	58.9
P3_68_NODE_82_length_14499_cov_3.016769	1	14499	2475	14481	99.8759	23.6	35.7	58.9
P3_68_NODE_83_length_14388_cov_3.131477	1	14388	2823	14388	100	25.9263	35.5	57.7
P3_68_NODE_84_length_14381_cov_28.251228	1	14381	25445	14381	100	234.647	35.6	55.1
P3_68_NODE_85_length_14379_cov_5.591496	1	14379	5173	14379	100	47.5978	35.7	56.6
P3_68_NODE_86_length_14195_cov_2.234291	1	14195	2250	14096	99.3026	20.2066	35.5	55.8
P3_68_NODE_87_length_14178_cov_2.887054	1	14178	3933	14178	100	27.8525	35	37.8
P3_68_NODE_88_length_14008_cov_12.248181	1	14008	9706	14008	100	96.2455	35.6	58.4
P3_68_NODE_89_length_13725_cov_3.113767	1	13725	2586	13715	99.9271	25.2573	35.6	58
P3_68_NODE_90_length_13562_cov_5.800149	1	13562	4596	13562	100	46.1218	35.7	58.3
P3_68_NODE_91_length_13533_cov_2.724899	1	13533	2180	13533	100	21.4168	35.6	57.8
P3_68_NODE_92_length_13323_cov_2.019627	1	13323	1898	13323	100	18.2043	35.6	56.8
P3_68_NODE_93_length_13269_cov_13.365546	1	13269	11652	13269	100	112.609	35.7	54.9
P3_68_NODE_94_length_13246_cov_5.612547	1	13246	4270	13246	100	43.737	35.8	58.2
P3_68_NODE_95_length_13244_cov_21.522299	1	13244	16700	13244	100	173.624	35.6	59.5
P3_68_NODE_96_length_13061_cov_2.831143	1	13061	2313	13061	100	23.337	35.5	57.4
P3_68_NODE_97_length_13025_cov_3.088153	1	13025	2436	13025	100	25.7083	35.6	58.5
P3_68_NODE_98_length_13007_cov_4.913276	1	13007	3681	13007	100	38.4727	35.8	58
P3_68_NODE_99_length_12938_cov_58.684724	1	12938	42860	12938	100	458.465	35.9	59.9
P3_68_NODE_100_length_12921_cov_2.278021	1	12921	1659	12921	100	17.4277	35.8	58.9
P3_68_NODE_101_length_12875_cov_1.858801	1	12875	1670	12787	99.3165	15.8286	35.2	53.4
P3_68_NODE_102_length_12790_cov_2.891811	1	12790	2211	12686	99.1869	23.1238	35.6	57.1
P3_68_NODE_103_length_12787_cov_5.319589	1	12787	3772	12787	100	40.8852	35.8	59.8
P3_68_NODE_104_length_12660_cov_1.880635	1	12660	1308	12660	100	14.3575	35.9	59.5
P3_68_NODE_105_length_12619_cov_1.969260	1	12619	1371	12619	100	14.0136	35.5	52.6
P3_68_NODE_106_length_12579_cov_3.302361	1	12579	2458	12579	100	26.1944	35.6	58.1
P3_68_NODE_107_length_12537_cov_2.260999	1	12537	1845	12529	99.9362	18.5087	36	57
P3_68_NODE_108_length_12529_cov_3.525641	1	12529	2680	12519	99.9202	28.6408	35.6	58.4
P3_68_NODE_109_length_12359_cov_50.532783	1	12359	35177	12359	100	393.331	35.9	59.9
P3_68_NODE_110_length_12357_cov_24.374652	1	12357	18133	12357	100	200.715	35.5	59.3
P3_68_NODE_111_length_12341_cov_2.581055	1	12341	1789	12341	100	20.149	35.7	58.6
P3_68_NODE_112_length_12196_cov_1.025188	1	12196	773	12196	100	8.46163	35.6	58.3
P3_68_NODE_113_length_12053_cov_1.581922	1	12053	1116	12053	100	12.3053	36	57.9
P3_68_NODE_114_length_12044_cov_71.013342	1	12044	47076	12044	100	541.001	35.9	58.2
P3_68_NODE_115_length_11913_cov_10.210165	1	11913	7381	11815	99.1774	84.0311	35.7	54.5
P3_68_NODE_116_length_11879_cov_8.382063	1	11879	5785	11879	100	66.7848	35.5	59.4
P3_68_NODE_117_length_11807_cov_2.075086	1	11807	1552	11807	100	17.2376	35.6	57.9
P3_68_NODE_118_length_11704_cov_15.489332	1	11704	10440	11704	100	121.822	35.8	59.9
P3_68_NODE_119_length_11690_cov_1.840526	1	11690	9664	11690	100	47.1382	32.3	30.5
P3_68_NODE_120_length_11658_cov_2.880669	1	11658	1857	11658	100	22.0142	35.8	59.4
P3_68_NODE_121_length_11579_cov_1.606706	1	11579	1301	11567	99.8964	13.763	35.2	55.4
P3_68_NODE_122_length_11552_cov_1.506521	1	11552	1026	11552	100	11.8134	35.7	57
P3_68_NODE_123_length_11544_cov_152.248752	1	11544	98256	11544	100	1180.71	35.9	59.8
P3_68_NODE_124_length_11335_cov_4.616256	1	11335	3094	11335	100	36.2364	35.6	57.9
P3_68_NODE_125_length_11323_cov_2.713290	1	11323	1756	11323	100	21.3264	35.8	58.9
P3_68_NODE_126_length_11112_cov_1.435503	1	11112	1069	11104	99.928	12.1214	35.3	54.5
P3_68_NODE_127_length_11099_cov_2.304411	1	11099	1773	11099	100	20.0949	35.3	56.5
P3_68_NODE_128_length_11034_cov_1.732649	1	11034	1043	11034	100	13.1778	35.9	59.5
P3_68_NODE_129_length_11031_cov_3.625459	1	11031	2465	11031	100	29.0423	35.6	54.3
P3_68_NODE_130_length_11025_cov_2.020004	1	11025	1532	11025	100	17.9375	35.7	57.7
P3_68_NODE_131_length_10977_cov_3.472166	1	10977	9112	10877	99.089	56.5431	35.1	17.5
P3_68_NODE_132_length_10902_cov_2.634153	1	10902	1613	10902	100	20.4164	35.9	59.6
P3_68_NODE_133_length_10887_cov_184.231796	1	10887	119759	10887	100	1517.24	35.7	59.9
P3_68_NODE_134_length_10771_cov_1.428410	1	10771	991	10761	99.9072	11.9302	35.4	57
P3_68_NODE_135_length_10755_cov_3.757151	1	10755	2315	10755	100	29.4808	35.9	59.9
P3_68_NODE_136_length_10695_cov_2.086014	1	10695	1283	10695	100	16.542	35.8	59.5
P3_68_NODE_137_length_10666_cov_2.116425	1	10666	1470	10627	99.6344	18.1561	35.6	57.8
P3_68_NODE_138_length_10589_cov_157.885682	1	10589	91057	10589	100	1206.29	36	59.7
P3_68_NODE_139_length_10574_cov_1.403944	1	10574	860	10566	99.9243	11.0638	35.6	59.3
P3_68_NODE_140_length_10544_cov_10.333589	1	10544	6446	10544	100	83.2131	35.7	59.3
P3_68_NODE_141_length_10539_cov_1.277756	1	10539	792	10539	100	10.225	35.7	59.6
P3_68_NODE_142_length_10536_cov_3.711884	1	10536	2427	10536	100	30.7771	35.4	58.2
P3_68_NODE_143_length_10491_cov_2.241895	1	10491	1553	10491	100	19.0421	35.5	56.2
P3_68_NODE_144_length_10464_cov_2.453033	1	10464	1430	10452	99.8853	18.6755	35.9	59.2
P3_68_NODE_145_length_10439_cov_4.610260	1	10439	2780	10439	100	36.2105	35.9	58.5
P3_68_NODE_146_length_10413_cov_1.244021	1	10413	729	10413	100	9.535	35.8	58.6
P3_68_NODE_147_length_10363_cov_5.878566	1	10363	3593	10363	100	47.2287	35.7	59
P3_68_NODE_148_length_10357_cov_1.830596	1	10357	1274	10357	100	15.5412	35.2	55.8
P3_68_NODE_149_length_10304_cov_3.416724	1	10304	9309	10304	100	95.5186	35.7	55.8
P3_68_NODE_150_length_10229_cov_1.455256	1	10229	891	10229	100	11.7203	35.9	58
P3_68_NODE_151_length_10191_cov_5.882850	1	10191	3321	10191	100	45.1264	35.9	59.9
P3_68_NODE_152_length_10099_cov_1.187926	1	10099	829	10099	100	10.7074	35.4	57.1
P3_68_NODE_153_length_10049_cov_10.803064	1	10049	6452	10049	100	87.9139	35.7	58.2
P3_68_NODE_154_length_10022_cov_21.353815	1	10022	13358	10022	100	176.757	35.9	55.3
P3_68_NODE_155_length_9980_cov_3.657059	1	9980	2421	9980	100	31.3842	35.1	57.5
P3_68_NODE_156_length_9948_cov_0.996334	1	9948	593	9948	100	7.85665	35.7	58.4
P3_68_NODE_157_length_9939_cov_47.761474	1	9939	27121	9939	100	367.177	36	59
P3_68_NODE_158_length_9928_cov_40.422712	1	9928	21895	9928	100	308.07	35.8	59.4
P3_68_NODE_159_length_9883_cov_3.649241	1	9883	6305	9883	100	46.852	33.9	19.3
P3_68_NODE_160_length_9870_cov_1.608129	1	9870	2472	9870	100	20.27	31.3	23.5
P3_68_NODE_161_length_9828_cov_1.769714	1	9828	989	9828	100	13.7038	35.7	58.7
P3_68_NODE_162_length_9757_cov_2.656698	1	9757	1608	9757	100	21.5579	35.5	56.4
P3_68_NODE_163_length_9713_cov_3.804924	1	9713	2483	9713	100	34.7955	35.5	53.7
P3_68_NODE_164_length_9639_cov_9.876472	1	9639	5731	9598	99.5746	79.8957	35.7	57.6
P3_68_NODE_165_length_9609_cov_6.456022	1	9609	3440	9609	100	49.337	35.9	58.5
P3_68_NODE_166_length_9603_cov_5.198396	1	9603	3361	9603	100	42.6998	34.9	49.4
P3_68_NODE_167_length_9561_cov_4.094128	1	9561	2198	9561	100	31.4871	35.6	59.2
P3_68_NODE_168_length_9541_cov_0.971319	1	9541	558	9541	100	7.75422	35.7	58.2
P3_68_NODE_169_length_9521_cov_7.383117	1	9521	5801	9521	100	70.8768	35.3	56.7
P3_68_NODE_170_length_9518_cov_511.999468	1	9518	278425	9518	100	4069.06	36	59.7
P3_68_NODE_171_length_9484_cov_1.986855	1	9484	1143	9484	100	16.1025	35.6	56.7
P3_68_NODE_172_length_9460_cov_2.539805	1	9460	1438	9451	99.9049	20.0445	35.7	57.2
P3_68_NODE_173_length_9299_cov_5.385739	1	9299	2815	9298	99.9892	41.6722	35.7	59.3
P3_68_NODE_174_length_9298_cov_1427.818668	1	9298	787957	9298	100	11838.2	35.9	59.8
P3_68_NODE_175_length_9219_cov_36.807743	1	9219	19169	9219	100	288.652	35.7	58.3
P3_68_NODE_176_length_9190_cov_3.357718	1	9190	2106	9185	99.9456	29.8624	35.1	57
P3_68_NODE_177_length_9104_cov_2.224128	1	9104	1190	9104	100	17.7914	35.8	59
P3_68_NODE_178_length_9095_cov_2.223015	1	9095	1192	9095	100	17.555	35.7	57.9
P3_68_NODE_179_length_9081_cov_1.576390	1	9081	822	9081	100	12.5325	35.7	58.4
P3_68_NODE_180_length_9074_cov_326.069856	1	9074	182177	8976	98.92	2772.31	35.6	58.5
P3_68_NODE_181_length_9055_cov_3.136201	1	9055	1604	9055	100	24.3336	35.6	59
P3_68_NODE_182_length_8921_cov_8.448942	1	8921	4509	8921	100	68.7266	35.5	58.7
P3_68_NODE_183_length_8888_cov_6.708595	1	8888	30597	8888	100	162.836	34.5	6.58
P3_68_NODE_184_length_8878_cov_5.735345	1	8878	2899	8878	100	44.7484	35.8	59.7
P3_68_NODE_185_length_8866_cov_2.839570	1	8866	1567	8866	100	23.6596	35.4	57.6
P3_68_NODE_186_length_8838_cov_1.849271	1	8838	903	8838	100	14.2645	36	59.4
P3_68_NODE_187_length_8797_cov_1.405190	1	8797	733	8797	100	11.1026	35.6	58.2
P3_68_NODE_188_length_8782_cov_1.984287	1	8782	1066	8778	99.9545	16.1603	35.7	59.2
P3_68_NODE_189_length_8781_cov_1.221516	1	8781	613	8781	100	9.44596	35.8	58.6
P3_68_NODE_190_length_8724_cov_1.565546	1	8724	929	8724	100	13.1674	35.4	55.5
P3_68_NODE_191_length_8634_cov_2.651464	1	8634	1418	8634	100	21.5813	35.4	56.7
P3_68_NODE_192_length_8602_cov_2.951622	1	8602	1407	8602	100	22.5695	35.8	58.4
P3_68_NODE_193_length_8597_cov_1.554191	1	8597	763	8587	99.8837	12.0192	35.7	58.3
P3_68_NODE_194_length_8588_cov_3.225269	1	8588	2385	8588	100	32.2124	34.1	41.6
P3_68_NODE_195_length_8572_cov_2.475311	1	8572	1316	8572	100	20.5491	35.5	58.2
P3_68_NODE_196_length_8571_cov_2.139034	1	8571	1325	8472	98.8449	19.7682	34.9	50.5
P3_68_NODE_197_length_8516_cov_8.725951	1	8516	4293	8516	100	69.0661	35.7	59.8
P3_68_NODE_198_length_8497_cov_2.453166	1	8497	1172	8497	100	18.9337	35.9	59.4
P3_68_NODE_199_length_8480_cov_48.746602	1	8480	23206	8480	100	378.927	35.9	59.6
P3_68_NODE_200_length_8474_cov_1.355697	1	8474	647	8473	99.9882	10.4177	35.8	58
P3_68_NODE_201_length_8470_cov_3.163131	1	8470	1681	8470	100	25.3005	35.5	54.8
P3_68_NODE_202_length_8356_cov_23.589987	1	8356	11105	8356	100	183.926	35.8	59.7
P3_68_NODE_203_length_8347_cov_3.033090	1	8347	1514	8328	99.7724	24.5418	35.8	59.3
P3_68_NODE_204_length_8321_cov_1.445326	1	8321	706	8321	100	11.2781	35.9	55.5
P3_68_NODE_205_length_8301_cov_1.218131	1	8301	588	8301	100	9.42633	35.9	58
P3_68_NODE_206_length_8236_cov_33.282913	1	8236	16240	8236	100	269.339	35.7	59.7
P3_68_NODE_207_length_8159_cov_2.079681	1	8159	968	8159	100	16.2477	35.7	59.2
P3_68_NODE_208_length_8139_cov_5.673240	1	8139	2756	8139	100	44.4209	35.6	55.7
P3_68_NODE_209_length_8120_cov_3.988490	1	8120	1878	8120	100	31.5549	35.8	59.4
P3_68_NODE_210_length_8118_cov_2.032286	1	8118	888	8118	100	15.3636	35.4	59.9
P3_68_NODE_211_length_8101_cov_1.861174	1	8101	866	8101	100	14.4362	35.8	57.7
P3_68_NODE_212_length_8098_cov_1.939280	1	8098	892	8084	99.8271	15.0232	35.5	58.2
P3_68_NODE_213_length_8034_cov_1.401290	1	8034	695	8011	99.7137	11.519	35.7	58
P3_68_NODE_214_length_8016_cov_6.341766	1	8016	2799	8016	100	48.183	35.9	59.6
P3_68_NODE_215_length_7934_cov_0.945690	1	7934	411	7934	100	7.11911	36	58.9
P3_68_NODE_216_length_7910_cov_2.528716	1	7910	1299	7910	100	21.3823	35.7	56.6
P3_68_NODE_217_length_7892_cov_2.078042	1	7892	1273	7892	100	18.025	35.7	48.9
P3_68_NODE_218_length_7887_cov_1.036727	1	7887	505	7887	100	8.30861	35.8	57.5
P3_68_NODE_219_length_7836_cov_1.901803	1	7836	857	7836	100	14.786	35.8	58.7
P3_68_NODE_220_length_7833_cov_1.392941	1	7833	629	7794	99.5021	10.6963	36	57.4
P3_68_NODE_221_length_7828_cov_3.880201	1	7828	1971	7828	100	32.966	35.2	57.8
P3_68_NODE_222_length_7790_cov_47.946192	1	7790	21737	7790	100	383.175	35.6	59.8
P3_68_NODE_223_length_7765_cov_1.349437	1	7765	668	7765	100	11.3267	35.8	57.8
P3_68_NODE_224_length_7762_cov_33.921022	1	7762	15278	7762	100	270.277	35.8	59.7
P3_68_NODE_225_length_7753_cov_3.303960	1	7753	1601	7753	100	27.2687	35.6	57.9
P3_68_NODE_226_length_7753_cov_0.859035	1	7753	456	7744	99.8839	7.55566	35.3	55.9
P3_68_NODE_227_length_7740_cov_7.056614	1	7740	4183	7740	100	64.2677	34.8	47.3
P3_68_NODE_228_length_7639_cov_1.051651	1	7639	508	7639	100	8.72745	35.5	57.8
P3_68_NODE_229_length_7635_cov_1.367741	1	7635	674	7635	100	11.2124	35.6	56.5
P3_68_NODE_230_length_7571_cov_4.273509	1	7571	1835	7571	100	33.2198	35.9	57.3
P3_68_NODE_231_length_7567_cov_1.476613	1	7567	712	7567	100	12.0707	34.9	55.4
P3_68_NODE_232_length_7559_cov_1.736948	1	7559	824	7533	99.656	14.167	35.4	56.7
P3_68_NODE_233_length_7451_cov_8.147051	1	7451	2201	7451	100	39.2408	35.7	46.7
P3_68_NODE_234_length_7419_cov_2.770570	1	7419	2059	7419	100	27.9889	34.4	34.2
P3_68_NODE_235_length_7395_cov_1.252752	1	7395	487	7395	100	9.20581	35.8	58.7
P3_68_NODE_236_length_7363_cov_4.552377	1	7363	2018	7363	100	36.2897	35.9	55.1
P3_68_NODE_237_length_7342_cov_584.980873	1	7342	275984	7342	100	5133.7	35.4	59.5
P3_68_NODE_238_length_7304_cov_1.610422	1	7304	684	7304	100	12.9389	35.7	59.6
P3_68_NODE_239_length_7298_cov_1.654581	1	7298	687	7288	99.863	12.8112	35.9	58.9
P3_68_NODE_240_length_7217_cov_1.827786	1	7217	779	7190	99.6259	14.2134	35.7	57.5
P3_68_NODE_241_length_7214_cov_5.438267	1	7214	2338	7214	100	43.8398	36	59.5
P3_68_NODE_242_length_7169_cov_2.223232	1	7169	979	7169	100	17.7933	35.6	57.1
P3_68_NODE_243_length_7134_cov_1.336663	1	7134	614	7134	100	11.6674	36	58.2
P3_68_NODE_244_length_7128_cov_1.451935	1	7128	633	7128	100	11.682	35.6	57.4
P3_68_NODE_245_length_7111_cov_1.750430	1	7111	686	7091	99.7187	13.2929	35.6	59.1
P3_68_NODE_246_length_7093_cov_1.490525	1	7093	619	7091	99.9718	11.5302	35.4	56.9
P3_68_NODE_247_length_7053_cov_2.621860	1	7053	1076	7053	100	20.3932	35.6	57.9
P3_68_NODE_248_length_7049_cov_289.072378	1	7049	131660	7049	100	2557.48	35.6	54.1
P3_68_NODE_249_length_6956_cov_1.520867	1	6956	647	6925	99.5543	12.4106	35.5	57.4
P3_68_NODE_250_length_6929_cov_1.457660	1	6929	634	6929	100	11.7167	35.7	55.1
P3_68_NODE_251_length_6903_cov_20.866430	1	6903	8163	6903	100	162.831	36	60
P3_68_NODE_252_length_6895_cov_4.151596	1	6895	1676	6895	100	32.8798	35.6	58.6
P3_68_NODE_253_length_6892_cov_0.873466	1	6892	393	6892	100	7.05514	35.5	53.9
P3_68_NODE_254_length_6825_cov_3.966408	1	6825	1530	6825	100	31.1659	35.8	55.6
P3_68_NODE_255_length_6813_cov_1.441220	1	6813	623	6813	100	11.9061	35.5	57.4
P3_68_NODE_256_length_6767_cov_2.248946	1	6767	908	6767	100	17.9297	35.8	59
P3_68_NODE_257_length_6741_cov_1.614757	1	6741	1095	6741	100	16.8331	34.6	40.7
P3_68_NODE_258_length_6696_cov_1.905161	1	6696	2002	6696	100	30.8853	33.1	42.3
P3_68_NODE_259_length_6685_cov_27.610540	1	6685	10609	6685	100	217.811	35.7	59.7
P3_68_NODE_260_length_6649_cov_4.524226	1	6649	1841	6628	99.6842	37.5855	35.8	58.6
P3_68_NODE_261_length_6632_cov_1.365565	1	6632	545	6632	100	10.5665	35.5	55.5
P3_68_NODE_262_length_6608_cov_2.347477	1	6608	942	6608	100	19.0098	35.8	55.7
P3_68_NODE_263_length_6585_cov_446.964076	1	6585	180266	6585	100	3764.48	35.6	59.4
P3_68_NODE_264_length_6574_cov_28.798201	1	6574	10730	6574	100	225.002	35.6	59.4
P3_68_NODE_265_length_6560_cov_1.981346	1	6560	814	6560	100	16.5005	35.5	58
P3_68_NODE_266_length_6534_cov_9.525051	1	6534	3588	6534	100	75.0239	35.7	59.8
P3_68_NODE_267_length_6521_cov_4.990674	1	6521	1812	6521	100	38.5993	35.9	59.9
P3_68_NODE_268_length_6493_cov_1.710807	1	6493	599	6493	100	12.7748	35.7	58.8
P3_68_NODE_269_length_6476_cov_15.788471	1	6476	5920	6476	100	124.951	35.8	59.8
P3_68_NODE_270_length_6459_cov_2.953885	1	6459	3001	6443	99.7523	34.6622	34.9	22.8
P3_68_NODE_271_length_6457_cov_2.132543	1	6457	1192	6457	100	19.5069	34	41.4
P3_68_NODE_272_length_6406_cov_2.840102	1	6406	1121	6406	100	24.0233	35.5	54.7
P3_68_NODE_273_length_6401_cov_8.750460	1	6401	3387	6401	100	70.4745	35.9	58.9
P3_68_NODE_274_length_6365_cov_60.994550	1	6365	21133	6365	100	465.219	35.8	59.3
P3_68_NODE_275_length_6319_cov_1.179264	1	6319	488	6319	100	9.96265	35.5	56.6
P3_68_NODE_276_length_6313_cov_2.897826	1	6313	1068	6313	100	22.8709	35.6	59.5
P3_68_NODE_277_length_6232_cov_9.070598	1	6232	5411	6232	100	95.2651	32.7	37.5
P3_68_NODE_278_length_6218_cov_0.958463	1	6218	367	6218	100	7.71743	35.8	56.9
P3_68_NODE_279_length_6214_cov_2.685888	1	6214	934	6214	100	20.6347	35.6	59.1
