#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GC1003827_F08_NODE_23_length_12637_cov_5.789928	1	12637	4114	12637	100	45.6881	35.5	58.4
GC1003827_F08_NODE_24_length_12515_cov_7.097514	1	12515	4925	12511	99.968	56.1878	35.4	59.2
GC1003827_F08_NODE_25_length_12412_cov_12.986162	1	12412	9611	12403	99.9275	107.748	35.4	57
GC1003827_F08_NODE_26_length_12167_cov_6.736213	1	12167	4640	12167	100	53.8109	35.5	58.9
GC1003827_F08_NODE_27_length_11736_cov_5.528469	1	11736	3743	11736	100	44.3163	35.6	57.6
GC1003827_F08_NODE_28_length_11717_cov_3.549698	1	11717	2302	11717	100	27.8916	35.5	59.1
GC1003827_F08_NODE_29_length_11689_cov_7.198928	1	11689	4724	11689	100	57.3749	35.4	59.1
GC1003827_F08_NODE_30_length_11672_cov_10.223214	1	11672	6912	11663	99.9229	83.398	35.5	58.8
GC1003827_F08_NODE_31_length_11389_cov_6.819570	1	11389	4238	11389	100	53.163	35.6	59.3
GC1003827_F08_NODE_32_length_11375_cov_10.110953	1	11375	6185	11375	100	78.1758	35.6	59.4
GC1003827_F08_NODE_33_length_11350_cov_8.717812	1	11350	5707	11350	100	70.7022	35.6	58.9
GC1003827_F08_NODE_34_length_11343_cov_7.456223	1	11343	4668	11343	100	58.6336	35.6	58.8
GC1003827_F08_NODE_35_length_11259_cov_5.444844	1	11259	3532	11259	100	44.2614	35.5	59
GC1003827_F08_NODE_36_length_11090_cov_3.677096	1	11090	2323	11089	99.991	29.7012	35.5	59
GC1003827_F08_NODE_37_length_10732_cov_6.826686	1	10732	3955	10732	100	52.4322	35.5	59
GC1003827_F08_NODE_38_length_10606_cov_7.543468	1	10606	4442	10606	100	59.3708	35.5	58.9
GC1003827_F08_NODE_39_length_10567_cov_9.578831	1	10567	5530	10567	100	74.6865	35.6	59.1
GC1003827_F08_NODE_40_length_10493_cov_9.365329	1	10493	6411	10493	100	80.29	35.5	51.3
GC1003827_F08_NODE_41_length_10453_cov_10.240170	1	10453	9229	10453	100	91.9099	35.5	46.4
GC1003827_F08_NODE_42_length_10437_cov_7.371096	1	10437	4133	10424	99.8754	56.6635	35.5	59.2
GC1003827_F08_NODE_43_length_10340_cov_9.267404	1	10340	5316	10340	100	73.1467	35.6	59
GC1003827_F08_NODE_44_length_10314_cov_8.335329	1	10314	4791	10314	100	66.0356	35.5	59.1
GC1003827_F08_NODE_45_length_10232_cov_6.227610	1	10232	3602	10232	100	49.8739	35.6	59.1
GC1003827_F08_NODE_46_length_10215_cov_5.208763	1	10215	3181	10215	100	42.628	35.4	55.9
GC1003827_F08_NODE_47_length_10097_cov_6.253360	1	10097	3440	10097	100	48.6379	35.5	59.2
GC1003827_F08_NODE_48_length_10041_cov_9.471253	1	10041	5355	10041	100	75.5296	35.4	58.9
GC1003827_F08_NODE_49_length_10041_cov_5.182469	1	10041	2873	10031	99.9004	40.6865	35.6	59.3
GC1003827_F08_NODE_50_length_10025_cov_5.358052	1	10025	3017	10025	100	42.4634	35.6	58.5
GC1003827_F08_NODE_51_length_9958_cov_4.896450	1	9958	2835	9958	100	40.1322	35.5	59.1
GC1003827_F08_NODE_52_length_9864_cov_5.067064	1	9864	3002	9864	100	42.6188	35.4	59
GC1003827_F08_NODE_53_length_9842_cov_4.074215	1	9842	2218	9842	100	32.0426	35.4	59
GC1003827_F08_NODE_54_length_9771_cov_7.828183	1	9771	4303	9771	100	62.4282	35.5	59.1
GC1003827_F08_NODE_55_length_9723_cov_9.930909	1	9723	5562	9723	100	80.5297	35.4	58
GC1003827_F08_NODE_56_length_9688_cov_8.126765	1	9688	4315	9688	100	63.4297	35.5	59.2
GC1003827_F08_NODE_57_length_9609_cov_5.337271	1	9609	2969	9609	100	43.3561	35.4	58.9
GC1003827_F08_NODE_58_length_9590_cov_5.544225	1	9590	2997	9590	100	44.0891	35.5	58.9
GC1003827_F08_NODE_59_length_9578_cov_4.439530	1	9578	2529	9559	99.8016	36.6946	35.4	58.7
GC1003827_F08_NODE_60_length_9570_cov_8.714180	1	9570	4713	9570	100	69.3683	35.4	57.4
GC1003827_F08_NODE_61_length_9560_cov_6.512456	1	9560	3341	9560	100	50.1054	35.6	59.1
GC1003827_F08_NODE_62_length_9513_cov_7.562966	1	9513	4044	9511	99.979	60.0727	35.5	59
GC1003827_F08_NODE_63_length_9492_cov_7.149920	1	9492	4075	9492	100	59.6513	35.5	58.6
GC1003827_F08_NODE_64_length_9437_cov_5.348228	1	9437	2766	9437	100	41.6352	35.7	59.1
GC1003827_F08_NODE_65_length_9402_cov_10.582102	1	9402	5504	9401	99.9894	83.2023	35.6	59.1
GC1003827_F08_NODE_66_length_9349_cov_5.172631	1	9349	2845	9349	100	41.031	35.4	58.6
GC1003827_F08_NODE_67_length_9310_cov_6.255363	1	9310	3437	9310	100	51.9014	35.4	58.9
GC1003827_F08_NODE_68_length_9268_cov_6.822886	1	9268	3501	9268	100	53.7277	35.6	59.2
GC1003827_F08_NODE_69_length_9229_cov_8.397715	1	9229	4315	9229	100	66.7617	35.6	59.1
GC1003827_F08_NODE_70_length_9122_cov_11.149750	1	9122	5751	9121	99.989	89.8269	35.6	59.2
GC1003827_F08_NODE_71_length_8983_cov_6.504630	1	8983	3230	8983	100	50.9807	35.5	59
GC1003827_F08_NODE_72_length_8952_cov_7.844193	1	8952	3827	8952	100	61.6243	35.6	59.5
GC1003827_F08_NODE_73_length_8902_cov_10.973903	1	8902	5402	8902	100	86.5348	35.5	59.1
GC1003827_F08_NODE_74_length_8782_cov_7.271750	1	8782	3492	8782	100	56.7135	35.5	59.2
GC1003827_F08_NODE_75_length_8763_cov_6.147754	1	8763	2906	8763	100	47.568	35.5	59.4
GC1003827_F08_NODE_76_length_8740_cov_4.230930	1	8740	100415	8731	99.897	611.704	34.7	2.67
GC1003827_F08_NODE_77_length_8699_cov_9.266799	1	8699	4530	8699	100	73.605	35.6	59
GC1003827_F08_NODE_78_length_8696_cov_8.630062	1	8696	4160	8694	99.977	68.1432	35.5	59.1
GC1003827_F08_NODE_79_length_8665_cov_8.107636	1	8665	4180	8665	100	65.2103	35.4	55
GC1003827_F08_NODE_80_length_8620_cov_7.162958	1	8620	3452	8620	100	56.6713	35.5	59.2
GC1003827_F08_NODE_81_length_8566_cov_11.642493	1	8566	5570	8566	100	91.8081	35.6	58.8
GC1003827_F08_NODE_82_length_8550_cov_8.939452	1	8550	4107	8550	100	69.0387	35.5	59.4
GC1003827_F08_NODE_83_length_8534_cov_9.003687	1	8534	4249	8534	100	70.713	35.5	58.9
GC1003827_F08_NODE_84_length_8453_cov_5.976459	1	8453	2814	8453	100	47.0735	35.4	59
GC1003827_F08_NODE_85_length_8375_cov_3.165252	1	8375	1465	8368	99.9164	24.8043	35.6	58.9
GC1003827_F08_NODE_86_length_8173_cov_4.906662	1	8173	2154	8173	100	37.6594	35.6	59.2
GC1003827_F08_NODE_87_length_8167_cov_9.435323	1	8167	4353	8165	99.9755	75.3359	35.6	59
GC1003827_F08_NODE_88_length_8161_cov_6.164924	1	8161	2832	8161	100	49.234	35.6	59
GC1003827_F08_NODE_89_length_8130_cov_4.795827	1	8130	2145	8121	99.8893	37.2989	35.4	58.9
GC1003827_F08_NODE_90_length_8106_cov_5.237122	1	8106	2358	8106	100	41.5164	35.5	59.2
GC1003827_F08_NODE_91_length_8081_cov_5.895901	1	8081	2531	8071	99.8763	44.8748	35.5	59.3
GC1003827_F08_NODE_92_length_8080_cov_3.108261	1	8080	1443	8080	100	24.7197	35.5	57.2
GC1003827_F08_NODE_93_length_7978_cov_5.570373	1	7978	2428	7978	100	43.6378	35.5	59.3
GC1003827_F08_NODE_94_length_7956_cov_6.559075	1	7956	2847	7956	100	51.0273	35.5	59.1
GC1003827_F08_NODE_95_length_7836_cov_6.925023	1	7836	2991	7836	100	54.2919	35.4	59.3
GC1003827_F08_NODE_96_length_7819_cov_7.031851	1	7819	3095	7819	100	55.9533	35.6	59.2
GC1003827_F08_NODE_97_length_7807_cov_8.050781	1	7807	3573	7807	100	65.3219	35.4	59.3
GC1003827_F08_NODE_98_length_7781_cov_5.284296	1	7781	2391	7781	100	43.4402	35.6	59.1
GC1003827_F08_NODE_99_length_7719_cov_8.744600	1	7719	4673	7719	100	79.7598	35.4	56.4
GC1003827_F08_NODE_100_length_7706_cov_4.187888	1	7706	1889	7706	100	33.44	35.5	55.7
GC1003827_F08_NODE_101_length_7660_cov_7.785079	1	7660	3504	7660	100	63.9065	35.5	58.7
GC1003827_F08_NODE_102_length_7635_cov_3.081380	1	7635	1727	7635	100	27.736	35.3	46.9
GC1003827_F08_NODE_103_length_7631_cov_4.843150	1	7631	2057	7631	100	38.4512	35.5	59.5
GC1003827_F08_NODE_104_length_7626_cov_8.800107	1	7626	3784	7626	100	70.313	35.3	59
GC1003827_F08_NODE_105_length_7622_cov_4.471915	1	7622	1879	7620	99.9738	35.1412	35.6	59.1
GC1003827_F08_NODE_106_length_7618_cov_5.726205	1	7618	2264	7614	99.9475	43.1013	35.5	59.6
GC1003827_F08_NODE_107_length_7576_cov_9.066183	1	7576	3836	7576	100	71.7091	35.6	59.2
GC1003827_F08_NODE_108_length_7563_cov_6.596557	1	7563	3196	7563	100	56.6316	35.5	55.7
GC1003827_F08_NODE_109_length_7529_cov_6.537963	1	7529	2707	7528	99.9867	51.1782	35.5	59.1
GC1003827_F08_NODE_110_length_7504_cov_5.481225	1	7504	2357	7504	100	44.4788	35.5	58.9
GC1003827_F08_NODE_111_length_7476_cov_4.733841	1	7476	2125	7475	99.9866	39.7558	35.5	58.7
GC1003827_F08_NODE_112_length_7462_cov_3.949830	1	7462	1549	7462	100	29.9447	35.5	59.3
GC1003827_F08_NODE_113_length_7452_cov_7.598771	1	7452	3200	7452	100	60.2532	35.5	58.4
GC1003827_F08_NODE_114_length_7379_cov_5.255516	1	7379	2463	7379	100	46.1367	35.5	58.3
GC1003827_F08_NODE_115_length_7339_cov_4.911952	1	7339	2225	7339	100	40.4184	35.5	57.7
GC1003827_F08_NODE_116_length_7326_cov_6.988748	1	7326	2904	7326	100	55.752	35.5	58.7
GC1003827_F08_NODE_117_length_7323_cov_7.501390	1	7323	3181	7323	100	60.8032	35.6	58.8
GC1003827_F08_NODE_118_length_7317_cov_9.440334	1	7317	4624	7317	100	84.6526	35.7	57.4
GC1003827_F08_NODE_119_length_7304_cov_6.441131	1	7304	2596	7304	100	50.5005	35.5	59.5
GC1003827_F08_NODE_120_length_7298_cov_4.740622	1	7298	3034	7298	100	47.751	34.9	38.8
GC1003827_F08_NODE_121_length_7285_cov_6.867002	1	7285	3534	7285	100	61.1267	35.5	48.5
GC1003827_F08_NODE_122_length_7274_cov_9.860501	1	7274	4046	7274	100	78.9111	35.5	59.1
GC1003827_F08_NODE_123_length_7230_cov_8.997466	1	7230	4732	7230	100	82.6721	35.4	47.9
GC1003827_F08_NODE_124_length_7221_cov_3.882718	1	7221	1560	7221	100	30.6902	35.6	59.1
GC1003827_F08_NODE_125_length_7220_cov_5.763006	1	7220	2293	7220	100	44.9773	35.5	59.2
GC1003827_F08_NODE_126_length_7219_cov_4.060209	1	7219	1664	7219	100	32.3742	35.5	58.7
GC1003827_F08_NODE_127_length_7190_cov_9.721648	1	7190	4535	7190	100	84.9412	35.6	58.1
GC1003827_F08_NODE_128_length_7190_cov_9.517061	1	7190	4199	7190	100	77.5879	35.4	52.9
GC1003827_F08_NODE_129_length_7160_cov_9.677094	1	7160	3740	7160	100	74.3654	35.6	59.2
GC1003827_F08_NODE_130_length_7124_cov_5.299271	1	7124	2107	7116	99.8877	41.6783	35.5	58.5
GC1003827_F08_NODE_131_length_7118_cov_5.667000	1	7118	2414	7118	100	47.3525	35.5	58.6
GC1003827_F08_NODE_132_length_7079_cov_6.734609	1	7079	2875	7079	100	55.9599	35.5	58.3
GC1003827_F08_NODE_133_length_7077_cov_6.186619	1	7077	2439	7077	100	48.9606	35.4	59.3
GC1003827_F08_NODE_134_length_7066_cov_4.960801	1	7066	2056	7065	99.9858	39.3508	35.4	55.5
GC1003827_F08_NODE_135_length_7013_cov_4.437554	1	7013	2684	7013	100	45.175	35.4	46.2
GC1003827_F08_NODE_136_length_6986_cov_10.450940	1	6986	4366	6986	100	86.7389	35.7	58.7
GC1003827_F08_NODE_137_length_6966_cov_4.241263	1	6966	1580	6957	99.8708	32.6069	35.5	59.1
GC1003827_F08_NODE_138_length_6953_cov_15.009522	1	6953	6553	6944	99.8706	128.17	35.5	56.2
GC1003827_F08_NODE_139_length_6945_cov_5.492226	1	6945	2118	6945	100	43.1758	35.6	59.2
GC1003827_F08_NODE_140_length_6943_cov_4.642459	1	6943	2058	6943	100	39.8756	35.7	56
GC1003827_F08_NODE_141_length_6930_cov_9.318536	1	6930	3515	6922	99.8846	72.4626	35.6	59.2
GC1003827_F08_NODE_142_length_6920_cov_7.931989	1	6920	3101	6920	100	63.2075	35.5	59
GC1003827_F08_NODE_143_length_6898_cov_4.413528	1	6898	1757	6898	100	36.4503	35.6	59.5
GC1003827_F08_NODE_144_length_6873_cov_2.941150	1	6873	1057	6873	100	22.1341	35.6	59.2
GC1003827_F08_NODE_145_length_6840_cov_4.683748	1	6840	1712	6840	100	35.631	35.6	59
GC1003827_F08_NODE_146_length_6787_cov_7.086937	1	6787	2696	6787	100	56.2991	35.6	58.8
GC1003827_F08_NODE_147_length_6722_cov_3.986808	1	6722	1569	6712	99.8512	32.4162	35.5	58
GC1003827_F08_NODE_148_length_6707_cov_12.332979	1	6707	4949	6707	100	101.458	35.5	57.5
GC1003827_F08_NODE_149_length_6647_cov_13.456288	1	6647	5116	6645	99.9699	108.033	35.6	58.5
GC1003827_F08_NODE_150_length_6646_cov_6.595030	1	6646	2489	6646	100	52.8984	35.5	58.8
GC1003827_F08_NODE_151_length_6639_cov_5.805590	1	6639	2910	6639	100	56.358	35.4	55.8
GC1003827_F08_NODE_152_length_6625_cov_5.366728	1	6625	2210	6624	99.9849	44.8685	35.3	53.6
GC1003827_F08_NODE_153_length_6608_cov_3.114643	1	6608	1125	6608	100	24.3413	35.5	59.2
GC1003827_F08_NODE_154_length_6593_cov_7.674451	1	6593	2738	6584	99.8635	59.1617	35.6	59.2
GC1003827_F08_NODE_155_length_6590_cov_5.180876	1	6590	1715	6590	100	38.0162	35.5	59.7
GC1003827_F08_NODE_156_length_6588_cov_3.473920	1	6588	1191	6588	100	25.8118	35.3	59.1
GC1003827_F08_NODE_157_length_6558_cov_7.496968	1	6558	3159	6557	99.9848	65.4642	35.5	57.8
GC1003827_F08_NODE_158_length_6507_cov_5.199060	1	6507	1820	6507	100	39.9035	35.5	58.7
GC1003827_F08_NODE_159_length_6505_cov_8.299780	1	6505	3546	6505	100	74.2274	35.5	57.7
GC1003827_F08_NODE_160_length_6501_cov_4.290242	1	6501	1697	6501	100	36.277	35.8	58.7
GC1003827_F08_NODE_161_length_6481_cov_3.480957	1	6481	1271	6471	99.8457	27.7021	35.4	58.8
GC1003827_F08_NODE_162_length_6474_cov_8.630692	1	6474	3212	6474	100	69.3621	35.6	58.5
GC1003827_F08_NODE_163_length_6464_cov_11.227237	1	6464	4186	6458	99.9072	91.1453	35.6	59
GC1003827_F08_NODE_164_length_6463_cov_10.056660	1	6463	4093	6463	100	86.3563	35.5	57
GC1003827_F08_NODE_165_length_6445_cov_6.074549	1	6445	2145	6445	100	47.5289	35.6	59
GC1003827_F08_NODE_166_length_6444_cov_5.187272	1	6444	2496	6444	100	49.0092	35.6	55
GC1003827_F08_NODE_167_length_6425_cov_9.197841	1	6425	3997	6425	100	82.1978	35.4	55.5
GC1003827_F08_NODE_168_length_6423_cov_9.588945	1	6423	3509	6423	100	77.2293	35.6	59
GC1003827_F08_NODE_169_length_6413_cov_5.728762	1	6413	2274	6413	100	48.3538	35.5	56.4
GC1003827_F08_NODE_170_length_6382_cov_5.996643	1	6382	2165	6382	100	47.9839	35.5	59
GC1003827_F08_NODE_171_length_6375_cov_4.322823	1	6375	1727	6375	100	36.7586	35.5	57.7
GC1003827_F08_NODE_172_length_6363_cov_7.569596	1	6363	2590	6363	100	58.628	35.5	59.5
GC1003827_F08_NODE_173_length_6349_cov_6.815333	1	6349	3478	6349	100	69.6133	35.6	54.8
GC1003827_F08_NODE_174_length_6338_cov_5.450169	1	6338	1887	6338	100	42.4086	35.4	59.2
GC1003827_F08_NODE_175_length_6330_cov_3.537643	1	6330	1175	6330	100	26.8215	35.7	59.2
GC1003827_F08_NODE_176_length_6318_cov_6.531094	1	6318	2323	6318	100	52.6144	35.5	59.3
GC1003827_F08_NODE_177_length_6314_cov_6.870050	1	6314	2566	6314	100	57.1479	35.6	58.9
GC1003827_F08_NODE_178_length_6304_cov_13.075279	1	6304	5661	6304	100	120.755	35.5	56.7
GC1003827_F08_NODE_179_length_6301_cov_5.830256	1	6301	1928	6301	100	44.3836	35.5	59.5
GC1003827_F08_NODE_180_length_6277_cov_7.757398	1	6277	2623	6275	99.9681	59.9562	35.4	59.3
GC1003827_F08_NODE_181_length_6275_cov_3.898341	1	6275	1949	6267	99.8725	36.2038	35.4	43.9
GC1003827_F08_NODE_182_length_6259_cov_6.025277	1	6259	2062	6259	100	47.0427	35.4	59.2
GC1003827_F08_NODE_183_length_6250_cov_8.968153	1	6250	3200	6250	100	71.7472	35.4	58.8
GC1003827_F08_NODE_184_length_6240_cov_6.068379	1	6240	2139	6230	99.8397	47.6688	35.3	57.4
GC1003827_F08_NODE_185_length_6237_cov_3.430442	1	6237	1163	6207	99.519	26.5049	35.5	58.5
GC1003827_F08_NODE_186_length_6225_cov_7.503280	1	6225	2510	6200	99.5984	57.6005	35.5	59.1
GC1003827_F08_NODE_187_length_6214_cov_8.180877	1	6214	2753	6214	100	63.1941	35.6	59.1
GC1003827_F08_NODE_188_length_6212_cov_5.030238	1	6212	1754	6212	100	39.7777	35.5	58.8
GC1003827_F08_NODE_189_length_6181_cov_5.690453	1	6181	1888	6181	100	43.7251	35.5	59.1
GC1003827_F08_NODE_190_length_6150_cov_8.475012	1	6150	3678	6150	100	79.9366	35.4	56.7
GC1003827_F08_NODE_191_length_6148_cov_7.421026	1	6148	2585	6148	100	59.8328	35.5	58.9
GC1003827_F08_NODE_192_length_6143_cov_7.205951	1	6143	2742	6141	99.9674	61.4088	35.6	58.5
GC1003827_F08_NODE_193_length_6118_cov_5.510599	1	6118	1764	6118	100	41.6451	35.6	59.5
GC1003827_F08_NODE_194_length_6115_cov_14.109719	1	6115	5097	6115	100	115.685	35.6	58.5
GC1003827_F08_NODE_195_length_6095_cov_7.922587	1	6095	2953	6094	99.9836	66.7129	35.6	58.5
GC1003827_F08_NODE_196_length_6080_cov_5.531329	1	6080	1950	6070	99.8355	44.2313	35.8	58.5
GC1003827_F08_NODE_197_length_6076_cov_5.049588	1	6076	1719	6076	100	39.6126	35.5	58.8
GC1003827_F08_NODE_198_length_6065_cov_6.709667	1	6065	2258	6065	100	53.0877	35.5	59.3
GC1003827_F08_NODE_199_length_6051_cov_11.288825	1	6051	3910	6051	100	91.1158	35.3	58.8
GC1003827_F08_NODE_200_length_6040_cov_5.485879	1	6040	1721	6040	100	40.9546	35.5	59.5
GC1003827_F08_NODE_201_length_6037_cov_5.555499	1	6037	2406	6037	100	53.0919	35.3	56.3
GC1003827_F08_NODE_202_length_6031_cov_4.800982	1	6031	1581	6031	100	37.394	35.4	59.1
GC1003827_F08_NODE_203_length_6028_cov_6.669886	1	6028	2125	6026	99.9668	50.472	35.5	59.3
GC1003827_F08_NODE_204_length_6025_cov_8.410987	1	6025	3571	6012	99.7842	80.7602	35.5	57.9
GC1003827_F08_NODE_205_length_6017_cov_5.266723	1	6017	1996	6017	100	45.5145	35.5	57.7
GC1003827_F08_NODE_206_length_6010_cov_5.214516	1	6010	1651	6001	99.8502	39.4453	35.4	59.3
GC1003827_F08_NODE_207_length_5998_cov_5.675183	1	5998	2344	5998	100	52.7012	35.5	56.8
GC1003827_F08_NODE_208_length_5984_cov_4.331398	1	5984	1521	5974	99.8329	35.4288	35.5	58.6
GC1003827_F08_NODE_209_length_5963_cov_5.566484	1	5963	1823	5963	100	43.6619	35.5	59.1
GC1003827_F08_NODE_210_length_5961_cov_9.773740	1	5961	3257	5961	100	77.2726	35.4	58.9
GC1003827_F08_NODE_211_length_5957_cov_3.816295	1	5957	1175	5957	100	28.5056	35.4	59.4
GC1003827_F08_NODE_212_length_5946_cov_4.717993	1	5946	1870	5946	100	42.4808	35.4	57.6
GC1003827_F08_NODE_213_length_5942_cov_11.051935	1	5942	4389	5942	100	100.803	35.6	58.3
GC1003827_F08_NODE_214_length_5940_cov_4.318080	1	5940	2270	5940	100	45.0492	35	47.2
GC1003827_F08_NODE_215_length_5931_cov_7.126292	1	5931	2381	5931	100	57.4615	35.4	59.2
GC1003827_F08_NODE_216_length_5912_cov_7.256525	1	5912	3130	5912	100	71.1954	35.3	55.3
GC1003827_F08_NODE_217_length_5912_cov_6.338116	1	5912	2847	5912	100	61.8682	35.3	55.4
GC1003827_F08_NODE_218_length_5907_cov_9.225260	1	5907	3078	5907	100	73.6298	35.5	59
GC1003827_F08_NODE_219_length_5901_cov_5.792518	1	5901	1929	5901	100	46.3071	35.3	59.1
GC1003827_F08_NODE_220_length_5894_cov_5.087394	1	5894	1614	5883	99.8134	39.0412	35.6	59
GC1003827_F08_NODE_221_length_5886_cov_6.283903	1	5886	1957	5886	100	48.1045	35.4	59.4
GC1003827_F08_NODE_222_length_5880_cov_4.848253	1	5880	1500	5880	100	36.7274	35.4	59.4
GC1003827_F08_NODE_223_length_5865_cov_3.781457	1	5865	1221	5865	100	29.5925	35.5	59.2
GC1003827_F08_NODE_224_length_5864_cov_3.934983	1	5864	1462	5863	99.9829	34.7113	35.6	58.6
GC1003827_F08_NODE_225_length_5826_cov_7.230567	1	5826	2284	5826	100	55.959	35.4	59
GC1003827_F08_NODE_226_length_5819_cov_4.932186	1	5819	1521	5819	100	37.3121	35.5	59.3
GC1003827_F08_NODE_227_length_5799_cov_4.275740	1	5799	2298	5799	100	46.7534	35.1	49.8
GC1003827_F08_NODE_228_length_5782_cov_6.776835	1	5782	2083	5782	100	51.4549	35.6	59
GC1003827_F08_NODE_229_length_5780_cov_9.458164	1	5780	2920	5780	100	72.3225	35.6	59.2
GC1003827_F08_NODE_230_length_5748_cov_4.896638	1	5748	1546	5748	100	38.0009	35.6	59.2
GC1003827_F08_NODE_231_length_5743_cov_5.489672	1	5743	1756	5743	100	43.3456	35.5	58.7
GC1003827_F08_NODE_232_length_5737_cov_8.426203	1	5737	2907	5737	100	70.8154	35.4	58.1
GC1003827_F08_NODE_233_length_5723_cov_7.063259	1	5723	2191	5721	99.9651	54.3332	35.6	58.9
GC1003827_F08_NODE_234_length_5695_cov_8.066990	1	5695	2422	5695	100	61.3061	35.5	59.4
GC1003827_F08_NODE_235_length_5692_cov_9.861995	1	5692	3988	5692	100	90.2414	35.3	55.2
GC1003827_F08_NODE_236_length_5690_cov_6.199892	1	5690	2006	5690	100	49.7387	35.4	58.8
GC1003827_F08_NODE_237_length_5680_cov_8.559878	1	5680	2833	5680	100	69.3669	35.6	57.3
GC1003827_F08_NODE_238_length_5669_cov_4.453807	1	5669	1503	5669	100	36.2242	35.6	57.2
GC1003827_F08_NODE_239_length_5666_cov_9.615274	1	5666	3155	5666	100	78.4423	35.5	59.1
GC1003827_F08_NODE_240_length_5664_cov_5.826802	1	5664	1842	5664	100	45.8695	35.4	58.2
GC1003827_F08_NODE_241_length_5647_cov_11.685688	1	5647	4737	5647	100	111.403	35.3	56.9
GC1003827_F08_NODE_242_length_5631_cov_5.498547	1	5631	2028	5631	100	49.2632	35.5	58.6
GC1003827_F08_NODE_243_length_5629_cov_3.714649	1	5629	1262	5619	99.8223	30.9204	35.5	58.3
GC1003827_F08_NODE_244_length_5625_cov_9.070571	1	5625	3919	5625	100	90.7904	35.3	55.7
GC1003827_F08_NODE_245_length_5620_cov_9.038777	1	5620	2629	5620	100	67.6786	35.5	59.3
GC1003827_F08_NODE_246_length_5614_cov_3.807545	1	5614	1131	5614	100	28.682	35.6	58.9
GC1003827_F08_NODE_247_length_5612_cov_7.298450	1	5612	2633	5612	100	64.0807	35.7	58.2
GC1003827_F08_NODE_248_length_5607_cov_8.353102	1	5607	2699	5606	99.9822	68.1336	35.6	59.1
GC1003827_F08_NODE_249_length_5593_cov_3.525430	1	5593	1097	5592	99.9821	27.6151	35.4	58.5
GC1003827_F08_NODE_250_length_5591_cov_10.933748	1	5591	3438	5590	99.9821	86.7153	35.6	58.9
GC1003827_F08_NODE_251_length_5587_cov_9.236081	1	5587	3831	5587	100	90.0383	35.5	57.3
GC1003827_F08_NODE_252_length_5580_cov_7.574546	1	5580	2366	5580	100	60.3332	35.5	58.9
GC1003827_F08_NODE_253_length_5576_cov_6.859240	1	5576	2431	5565	99.8027	59.6973	35.5	58.2
GC1003827_F08_NODE_254_length_5575_cov_2.054515	1	5575	584	5575	100	15.268	35.6	59.9
GC1003827_F08_NODE_255_length_5570_cov_3.868455	1	5570	1661	5570	100	36.3564	35.5	51.8
GC1003827_F08_NODE_256_length_5567_cov_4.820221	1	5567	2274	5564	99.9461	50.9592	35.1	52.9
