#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
P1_53_NODE_24_length_51967_cov_2.546277	1	51967	13811	51967	100	30.8085	36.2	59.7
P1_53_NODE_25_length_50927_cov_22.144665	1	50927	117895	50927	100	267.133	36.1	59.7
P1_53_NODE_26_length_50871_cov_67.567515	1	50871	362852	50871	100	819.064	36.2	59.5
P1_53_NODE_27_length_49755_cov_3.447389	1	49755	17984	49755	100	41.6503	36.1	59.7
P1_53_NODE_28_length_49628_cov_511.796267	1	49628	2348585	49534	99.8106	5789.4	36.1	59.5
P1_53_NODE_29_length_49355_cov_70.716523	1	49355	262657	49355	100	683.878	35.9	59.9
P1_53_NODE_30_length_48424_cov_5.590803	1	48424	21899	48325	99.7956	56.5132	36	59.7
P1_53_NODE_31_length_46867_cov_17.760783	1	46867	91942	46867	100	222.33	36.2	59.6
P1_53_NODE_32_length_44918_cov_29.805519	1	44918	107831	44918	100	301.353	36	59.4
P1_53_NODE_33_length_43461_cov_3.958947	1	43461	14377	43461	100	41.0022	36	59.7
P1_53_NODE_34_length_43171_cov_6.334077	1	43171	22500	43171	100	64.7464	36	59.7
P1_53_NODE_35_length_42738_cov_8.584051	1	42738	28711	42738	100	84.9512	36	59.8
P1_53_NODE_36_length_42688_cov_11.052513	1	42688	36372	42688	100	108.253	36	59.8
P1_53_NODE_37_length_41638_cov_2.336585	1	41638	10033	41638	100	27.9239	36.1	59.4
P1_53_NODE_38_length_41401_cov_8.020279	1	41401	34148	41401	100	95.2266	36.1	58.9
P1_53_NODE_39_length_41185_cov_8.110454	1	41185	35572	41185	100	99.1459	36.2	59.5
P1_53_NODE_40_length_40862_cov_29.764723	1	40862	122857	40862	100	350.861	36.1	59.7
P1_53_NODE_41_length_40479_cov_4.483793	1	40479	14992	40479	100	45.8685	36	59
P1_53_NODE_42_length_40182_cov_4.942679	1	40182	20520	40182	100	58.9998	36.2	59.5
P1_53_NODE_43_length_40144_cov_5.454632	1	40144	18416	40144	100	56.9574	36	58
P1_53_NODE_44_length_40117_cov_21.962791	1	40117	71436	40018	99.7532	222.926	36	59.5
P1_53_NODE_45_length_38828_cov_7.685486	1	38828	28695	38828	100	87.7238	36.1	58
P1_53_NODE_46_length_38706_cov_2.839913	1	38706	9055	38706	100	28.8452	36	58.1
P1_53_NODE_47_length_38485_cov_11.438448	1	38485	35602	38485	100	116.124	36	59.8
P1_53_NODE_48_length_38154_cov_12.075683	1	38154	36362	38154	100	120.331	36	59
P1_53_NODE_49_length_38008_cov_12.267073	1	38008	39876	37910	99.7422	129.072	35.8	57.3
P1_53_NODE_50_length_37857_cov_22.699284	1	37857	65790	37857	100	221.691	35.9	58.4
P1_53_NODE_51_length_37559_cov_19.796885	1	37559	63785	37559	100	209.174	36	59.7
P1_53_NODE_52_length_37465_cov_9.691173	1	37465	28894	37463	99.9947	97.279	36	59.2
P1_53_NODE_53_length_37316_cov_7.020517	1	37316	25585	37219	99.7401	81.3577	36	57.4
P1_53_NODE_54_length_36735_cov_14.122296	1	36735	42450	36735	100	144.109	36	59.9
P1_53_NODE_55_length_36661_cov_8.978951	1	36661	35229	36661	100	109.7	36.2	59.5
P1_53_NODE_56_length_36447_cov_20.161041	1	36447	58523	36447	100	201.9	36	59.8
P1_53_NODE_57_length_36433_cov_6.149590	1	36433	16814	36433	100	58.8257	36	59.6
P1_53_NODE_58_length_36257_cov_6.693856	1	36257	24578	36253	99.989	78.2794	36.1	58.2
P1_53_NODE_59_length_36163_cov_17.915723	1	36163	49882	36163	100	175.458	35.9	59.8
P1_53_NODE_60_length_35244_cov_4.904206	1	35244	17862	35244	100	58.6121	36.2	59.7
P1_53_NODE_61_length_35143_cov_31.867603	1	35143	120511	35143	100	391.187	36.2	59.6
P1_53_NODE_62_length_34974_cov_3.455046	1	34974	14280	34974	100	45.1632	36.2	58.2
P1_53_NODE_63_length_34948_cov_15.842164	1	34948	42659	34948	100	154.703	36	59.8
P1_53_NODE_64_length_34101_cov_2.413081	1	34101	9152	34101	100	30.3442	36.2	59.3
P1_53_NODE_65_length_34072_cov_37.859213	1	34072	102825	34072	100	379.176	36	59
P1_53_NODE_66_length_34017_cov_82.493508	1	34017	290092	34017	100	989.433	36.1	59.6
P1_53_NODE_67_length_33996_cov_4.313354	1	33996	15765	33995	99.9971	53.0015	36.2	59.1
P1_53_NODE_68_length_33837_cov_4.982082	1	33837	17259	33837	100	59.3457	36.1	59.7
P1_53_NODE_69_length_33654_cov_3.546783	1	33654	13130	33654	100	44.2747	36.2	59.7
P1_53_NODE_70_length_33583_cov_14.961292	1	33583	40437	33583	100	151.17	36	59.9
P1_53_NODE_71_length_33522_cov_7.413775	1	33522	25541	33518	99.9881	88.4868	36.1	59.7
P1_53_NODE_72_length_33460_cov_9.769688	1	33460	24536	33460	100	93.7959	36	59.8
P1_53_NODE_73_length_33053_cov_6.676760	1	33053	17939	33045	99.9758	67.8221	36	59.7
P1_53_NODE_74_length_33004_cov_3.786781	1	33004	10062	33004	100	38.0701	36	59.2
P1_53_NODE_75_length_32831_cov_9.066353	1	32831	25027	32734	99.7045	94.4902	35.9	59
P1_53_NODE_76_length_32382_cov_10.595722	1	32382	34996	32382	100	125.47	36.1	59.7
P1_53_NODE_77_length_32193_cov_2.595740	1	32193	8457	32192	99.9969	30.456	36.2	59.2
P1_53_NODE_78_length_32038_cov_9.989471	1	32038	24802	32038	100	98.0587	36	59.8
P1_53_NODE_79_length_31980_cov_4.115594	1	31980	10552	31980	100	41.5408	36	59
P1_53_NODE_80_length_31813_cov_6.030802	1	31813	15728	31813	100	61.6989	36	58.1
P1_53_NODE_81_length_31759_cov_18.735110	1	31759	62559	31759	100	226.161	36.2	59.6
P1_53_NODE_82_length_31570_cov_11.858315	1	31570	32005	31570	100	124.876	36.1	59.9
P1_53_NODE_83_length_31339_cov_4.824651	1	31339	11511	31339	100	46.8164	35.9	59.8
P1_53_NODE_84_length_31300_cov_5.855773	1	31300	19220	31300	100	70.5363	36.2	59.6
P1_53_NODE_85_length_31059_cov_13.858399	1	31059	42782	31059	100	161.377	36.1	59.8
P1_53_NODE_86_length_30562_cov_12.298012	1	30562	29301	30562	100	121.344	36	59.7
P1_53_NODE_87_length_30359_cov_2.211663	1	30359	5498	30359	100	22.5417	36	59.5
P1_53_NODE_88_length_30336_cov_2.205469	1	30336	7154	30336	100	27.0318	36.2	59.6
P1_53_NODE_89_length_29810_cov_2.784793	1	29810	6124	29810	100	26.4589	36	59.8
P1_53_NODE_90_length_29643_cov_8.404662	1	29643	22628	29547	99.6761	93.2915	35.9	57.7
P1_53_NODE_91_length_29352_cov_1.633807	1	29352	4925	29352	100	19.4917	36.2	59.8
P1_53_NODE_92_length_28901_cov_8.633245	1	28901	19250	28901	100	84.4789	36	58.9
P1_53_NODE_93_length_28641_cov_8.312899	1	28641	25321	28641	100	101.247	36.2	58
P1_53_NODE_94_length_28393_cov_24.668188	1	28393	60514	28393	100	261.595	36	59.2
P1_53_NODE_95_length_28300_cov_2.731339	1	28300	6583	28300	100	28.6815	36	59.2
P1_53_NODE_96_length_28186_cov_8.260059	1	28186	21093	28186	100	90.4841	36	59.7
P1_53_NODE_97_length_28101_cov_4.010224	1	28101	12028	28101	100	48.9056	36.2	59.6
P1_53_NODE_98_length_27900_cov_5.533000	1	27900	13152	27900	100	58.0542	36.1	59.1
P1_53_NODE_99_length_27895_cov_2.583261	1	27895	7697	27895	100	31.522	36.2	59.5
P1_53_NODE_100_length_27879_cov_16.213931	1	27879	41999	27879	100	181.178	36.1	59.7
P1_53_NODE_101_length_27810_cov_3.404111	1	27810	7616	27810	100	34.2321	36	59.6
P1_53_NODE_102_length_27750_cov_9.614162	1	27750	21473	27722	99.8991	96.9311	36	59.7
P1_53_NODE_103_length_27647_cov_9.487282	1	27647	22455	27647	100	98.6107	36.1	57.1
P1_53_NODE_104_length_27243_cov_3.091090	1	27243	8866	27243	100	37.4211	36.2	59.7
P1_53_NODE_105_length_27188_cov_4.563616	1	27188	12219	27188	100	52.6208	36.1	59.7
P1_53_NODE_106_length_27079_cov_2.459038	1	27079	6713	27079	100	28.778	36.2	59.6
P1_53_NODE_107_length_27063_cov_28.342590	1	27063	72985	26966	99.6416	320.167	36.1	58.7
P1_53_NODE_108_length_27055_cov_7.225379	1	27055	20611	27055	100	87.4104	36.2	59.6
P1_53_NODE_109_length_26883_cov_10.073591	1	26883	19869	26883	100	83.6048	35.9	36.4
P1_53_NODE_110_length_26334_cov_9.734346	1	26334	20626	26334	100	98.0742	36	59.6
P1_53_NODE_111_length_26196_cov_2.771261	1	26196	6188	26196	100	28.8853	36	58.6
P1_53_NODE_112_length_26169_cov_27.421051	1	26169	73422	26169	100	324.441	36.2	59.6
P1_53_NODE_113_length_26062_cov_3.779140	1	26062	7585	26061	99.9962	36.8665	36	59.5
P1_53_NODE_114_length_25932_cov_4.352994	1	25932	9113	25910	99.9152	43.8997	36	59.7
P1_53_NODE_115_length_25457_cov_5.265495	1	25457	11954	25457	100	56.8047	36.1	59.5
P1_53_NODE_116_length_25400_cov_9.833459	1	25400	24811	25400	100	114.125	36.1	59.5
P1_53_NODE_117_length_25186_cov_2.983519	1	25186	6200	25184	99.9921	30.6332	36	59.8
P1_53_NODE_118_length_25017_cov_3.150623	1	25017	6532	25014	99.988	32.627	36	59.5
P1_53_NODE_119_length_24925_cov_6.768691	1	24925	13114	24925	100	66.5504	36	59.2
P1_53_NODE_120_length_24863_cov_14.153905	1	24863	36394	24863	100	169.174	36.2	59.6
P1_53_NODE_121_length_24813_cov_25.736855	1	24813	54743	24813	100	271.819	36	59.5
P1_53_NODE_122_length_24747_cov_2.743379	1	24747	7192	24747	100	33.4376	36.1	59.8
P1_53_NODE_123_length_24391_cov_4.495137	1	24391	8934	24391	100	45.3061	36	59.5
P1_53_NODE_124_length_24391_cov_2.818785	1	24391	5518	24391	100	28.4728	36	59.7
P1_53_NODE_125_length_24278_cov_2.452693	1	24278	4988	24278	100	25.3978	36.1	59.7
P1_53_NODE_126_length_24229_cov_3.006638	1	24229	6055	24219	99.9587	30.8239	36	59.4
P1_53_NODE_127_length_24132_cov_3.353093	1	24132	7362	24132	100	36.661	35.9	58
P1_53_NODE_128_length_23985_cov_3.471456	1	23985	9305	23985	100	43.8058	36.2	59.6
P1_53_NODE_129_length_23978_cov_6.820217	1	23978	12984	23978	100	67.9336	36.1	59.7
P1_53_NODE_130_length_23912_cov_2.224806	1	23912	5857	23912	100	27.7709	36.3	59.7
P1_53_NODE_131_length_23838_cov_2.851377	1	23838	7104	23838	100	34.15	36.2	59.7
P1_53_NODE_132_length_23822_cov_3.199536	1	23822	40040	23822	100	84.8373	34.2	10.9
P1_53_NODE_133_length_23813_cov_7.377438	1	23813	18742	23813	100	90.3599	36.2	59.5
P1_53_NODE_134_length_23799_cov_11.274037	1	23799	23948	23799	100	121.922	36.1	59.8
P1_53_NODE_135_length_23753_cov_1.877212	1	23753	4495	23753	100	21.9134	36.1	59.7
P1_53_NODE_136_length_23752_cov_10.211852	1	23752	20244	23652	99.579	105.659	36	59
P1_53_NODE_137_length_23598_cov_10.813344	1	23598	20019	23598	100	106.887	36	59.9
P1_53_NODE_138_length_23589_cov_14.730458	1	23589	35097	23589	100	173.664	36.2	59.6
P1_53_NODE_139_length_23588_cov_2.538425	1	23588	4815	23588	100	25.6023	35.9	59.3
P1_53_NODE_140_length_23449_cov_2.071649	1	23449	4051	23449	100	21.3621	35.9	59.6
P1_53_NODE_141_length_23308_cov_24.274923	1	23308	59042	23308	100	291.797	36.1	59.6
P1_53_NODE_142_length_23262_cov_4.309617	1	23262	7658	23262	100	42.0273	36	59.8
P1_53_NODE_143_length_23010_cov_4.165232	1	23010	7578	23010	100	41.2663	35.9	59.6
P1_53_NODE_144_length_22904_cov_3.019142	1	22904	7519	22904	100	37.3174	36.2	59.7
P1_53_NODE_145_length_22824_cov_4.696524	1	22824	10775	22824	100	54.9539	36.1	59.8
P1_53_NODE_146_length_22804_cov_18.737664	1	22804	38621	22804	100	204.663	36.1	59.6
P1_53_NODE_147_length_22759_cov_2.241163	1	22759	5285	22759	100	26.7988	36.1	59.7
P1_53_NODE_148_length_22381_cov_1.867484	1	22381	3686	22381	100	19.9882	36.1	59.3
P1_53_NODE_149_length_22312_cov_3.685463	1	22312	6689	22312	100	37.3413	35.9	58.3
P1_53_NODE_150_length_22149_cov_4.421624	1	22149	7830	22149	100	44.4809	36	59.7
P1_53_NODE_151_length_21963_cov_3.944724	1	21963	9166	21963	100	48.0331	36.1	59.7
P1_53_NODE_152_length_21742_cov_2.691464	1	21742	4996	21741	99.9954	28.2129	36.1	59.9
P1_53_NODE_153_length_21654_cov_5.928926	1	21654	13178	21654	100	70.581	36.2	59.6
P1_53_NODE_154_length_21604_cov_9.867067	1	21604	22913	21604	100	121.299	36.1	59.4
P1_53_NODE_155_length_21507_cov_6.576500	1	21507	13626	21507	100	74.4802	36.1	59.4
P1_53_NODE_156_length_21311_cov_3.011235	1	21311	5361	21307	99.9812	30.8352	36	58.2
P1_53_NODE_157_length_21239_cov_2.640205	1	21239	5828	21239	100	31.5507	36.1	58.9
P1_53_NODE_158_length_21231_cov_1.998342	1	21231	4507	21231	100	24.1346	36.2	59.1
P1_53_NODE_159_length_21132_cov_10.159676	1	21132	22531	21132	100	122.41	36.2	59.4
P1_53_NODE_160_length_21117_cov_23.904955	1	21117	47740	21117	100	249.059	35.8	48.7
P1_53_NODE_161_length_21103_cov_2.070652	1	21103	3810	21103	100	21.9734	36	58.7
P1_53_NODE_162_length_21032_cov_3.109974	1	21032	5044	21032	100	30.6211	36	58.4
P1_53_NODE_163_length_20986_cov_21.298672	1	20986	35413	20986	100	212.54	36	59.5
P1_53_NODE_164_length_20918_cov_2.445674	1	20918	3719	20918	100	23.0252	35.9	59.9
P1_53_NODE_165_length_20869_cov_29.254508	1	20869	45290	20869	100	277.204	36	57.1
P1_53_NODE_166_length_20790_cov_9.652809	1	20790	20495	20790	100	114.274	36.1	59.7
P1_53_NODE_167_length_20784_cov_2.508593	1	20784	4479	20784	100	26.3305	36	59.7
P1_53_NODE_168_length_20682_cov_2.543712	1	20682	4595	20682	100	27.0152	36	59.8
P1_53_NODE_169_length_20657_cov_1.984803	1	20657	4343	20657	100	23.8759	36.2	59.8
P1_53_NODE_170_length_20619_cov_4.790650	1	20619	8178	20619	100	49.4121	36	59.4
P1_53_NODE_171_length_20612_cov_6.020845	1	20612	9892	20612	100	60.2191	36	59.8
P1_53_NODE_172_length_20520_cov_4.836316	1	20520	8393	20520	100	50.2393	36.1	59.7
P1_53_NODE_173_length_20413_cov_72.466310	1	20413	164845	20413	100	910.554	36.3	58.9
P1_53_NODE_174_length_20402_cov_12.355462	1	20402	26059	20402	100	147.201	36.1	59.6
P1_53_NODE_175_length_20256_cov_1.944110	1	20256	3784	20256	100	21.9916	36.1	59.5
P1_53_NODE_176_length_20169_cov_50.837192	1	20169	103911	20169	100	600.128	36.1	58.7
P1_53_NODE_177_length_20064_cov_1.813563	1	20064	2720	20064	100	17.1668	36	59.4
P1_53_NODE_178_length_19825_cov_9.681947	1	19825	16275	19825	100	101.358	36.1	59.9
P1_53_NODE_179_length_19740_cov_8.318156	1	19740	13311	19740	100	84.0887	35.9	59.6
P1_53_NODE_180_length_19705_cov_3.168454	1	19705	6631	19705	100	38.4018	36.1	59.3
P1_53_NODE_181_length_19414_cov_1.756001	1	19414	2533	19414	100	16.6138	35.9	59.2
P1_53_NODE_182_length_19380_cov_1.538669	1	19380	2159	19380	100	14.3175	36	59.9
P1_53_NODE_183_length_19355_cov_3.085500	1	19355	4610	19355	100	30.1012	35.9	59.7
P1_53_NODE_184_length_19323_cov_4.201292	1	19323	6443	19323	100	41.8316	36	59.7
P1_53_NODE_185_length_19084_cov_2.335021	1	19084	3843	19084	100	24.3647	36	59.2
P1_53_NODE_186_length_19042_cov_4.257785	1	19042	7636	19042	100	47.5153	36.2	58.6
P1_53_NODE_187_length_18808_cov_1.923666	1	18808	2939	18808	100	19.3759	35.9	59.2
P1_53_NODE_188_length_18711_cov_8.696190	1	18711	16794	18711	100	103.565	36.1	59.6
P1_53_NODE_189_length_18698_cov_1.588067	1	18698	2315	18698	100	15.6067	35.9	59.1
P1_53_NODE_190_length_18685_cov_3.171409	1	18685	5027	18685	100	33.1015	36	59.9
P1_53_NODE_191_length_18633_cov_6.078137	1	18633	9243	18633	100	61.8333	36	59.8
P1_53_NODE_192_length_18473_cov_13.028017	1	18473	30627	18470	99.9838	156.631	35.8	37.9
P1_53_NODE_193_length_18464_cov_3.914926	1	18464	5536	18462	99.9892	38.0701	35.9	59.7
P1_53_NODE_194_length_18108_cov_2.303320	1	18108	3231	18108	100	22.5226	35.8	59.8
P1_53_NODE_195_length_18055_cov_1.959337	1	18055	3354	18055	100	21.7086	36.1	59.7
P1_53_NODE_196_length_18004_cov_4.501091	1	18004	6501	18004	100	45.0537	36	59.4
P1_53_NODE_197_length_17900_cov_3.218140	1	17900	26605	17900	100	78.6931	34.8	11
P1_53_NODE_198_length_17803_cov_3.980878	1	17803	6431	17803	100	44.2283	36	58
P1_53_NODE_199_length_17654_cov_21.632510	1	17654	30829	17654	100	220.163	36	59.1
P1_53_NODE_200_length_17600_cov_2.556344	1	17600	3495	17600	100	25.1245	36	59.3
P1_53_NODE_201_length_17554_cov_1.812934	1	17554	2700	17554	100	18.9133	35.9	59.8
P1_53_NODE_202_length_17533_cov_3.030219	1	17533	4090	17533	100	29.5771	36	59.9
P1_53_NODE_203_length_17308_cov_3.755544	1	17308	5157	17308	100	38.1081	35.9	58.2
P1_53_NODE_204_length_17260_cov_36.694916	1	17260	66391	17260	100	441.687	36.2	59.7
P1_53_NODE_205_length_17229_cov_2.218805	1	17229	4048	17227	99.9884	26.7667	36.2	59.4
P1_53_NODE_206_length_17181_cov_2.451507	1	17181	3290	17181	100	24.1641	36.1	59.8
P1_53_NODE_207_length_17157_cov_2.698004	1	17157	4654	17157	100	31.5936	36.2	59.3
P1_53_NODE_208_length_17125_cov_2.179668	1	17125	3425	17125	100	23.9752	36.1	59.1
P1_53_NODE_209_length_17105_cov_3.078572	1	17105	5264	17105	100	35.8937	36.2	59.8
P1_53_NODE_210_length_17018_cov_1.521165	1	17018	2633	17018	100	17.8903	36.1	59.4
P1_53_NODE_211_length_16980_cov_6.725509	1	16980	10884	16980	100	76.0128	36.1	59.7
P1_53_NODE_212_length_16979_cov_3.898054	1	16979	5844	16979	100	41.7216	36.1	59.6
P1_53_NODE_213_length_16933_cov_3.888968	1	16933	6909	16933	100	46.7791	36.2	59.6
P1_53_NODE_214_length_16786_cov_7.231106	1	16786	12744	16786	100	87.1295	36.2	59.6
P1_53_NODE_215_length_16737_cov_2.854726	1	16737	4057	16737	100	29.8478	35.9	58.5
P1_53_NODE_216_length_16606_cov_11.315735	1	16606	15970	16606	100	118.635	36	59.6
P1_53_NODE_217_length_16341_cov_2.761564	1	16341	3735	16341	100	28.3339	36	59.2
P1_53_NODE_218_length_16322_cov_2.255387	1	16322	3735	16322	100	26.5004	36.1	58.3
P1_53_NODE_219_length_16310_cov_4.224186	1	16310	5290	16310	100	41.0085	35.9	59.9
P1_53_NODE_220_length_16238_cov_2.548011	1	16238	4368	16238	100	31.1132	36.2	59.4
P1_53_NODE_221_length_16202_cov_3.790793	1	16202	6156	16202	100	44.0137	36.1	59.2
P1_53_NODE_222_length_16191_cov_2.400647	1	16191	3350	16191	100	25.0808	36	58.3
P1_53_NODE_223_length_16099_cov_3.306286	1	16099	5747	16099	100	40.553	36.2	59.4
P1_53_NODE_224_length_16092_cov_3.212841	1	16092	4083	16092	100	31.7302	36	58.9
P1_53_NODE_225_length_15981_cov_5.739687	1	15981	9584	15981	100	68.9431	36.1	59.4
P1_53_NODE_226_length_15839_cov_2.400395	1	15839	2778	15839	100	22.3525	35.9	59.7
P1_53_NODE_227_length_15784_cov_10.570671	1	15784	13849	15784	100	108.55	35.9	58.4
P1_53_NODE_228_length_15751_cov_2.306964	1	15751	3646	15751	100	26.8925	36	59.7
P1_53_NODE_229_length_15739_cov_1.630156	1	15739	1972	15739	100	15.7355	36	59.6
P1_53_NODE_230_length_15628_cov_26.030514	1	15628	37236	15628	100	288.053	36.1	59.9
P1_53_NODE_231_length_15594_cov_2.346609	1	15594	2956	15594	100	23.4677	35.9	59
P1_53_NODE_232_length_15504_cov_5.087533	1	15504	6523	15405	99.3615	52.2505	35.9	58.2
P1_53_NODE_233_length_15480_cov_4.321957	1	15480	6555	15480	100	49.7099	36.1	59.6
P1_53_NODE_234_length_15305_cov_3.793846	1	15305	6363	15305	100	47.1197	36.1	59.7
P1_53_NODE_235_length_15265_cov_2.006606	1	15265	2214	15265	100	18.7045	36.1	59.9
P1_53_NODE_236_length_15216_cov_8.872954	1	15216	13548	15216	100	104.084	36.1	59.6
P1_53_NODE_237_length_15116_cov_1.823137	1	15116	2305	15116	100	18.7181	36.1	59.9
P1_53_NODE_238_length_15077_cov_1.924080	1	15077	2357	15077	100	19.6651	35.9	59.4
P1_53_NODE_239_length_15027_cov_2.029799	1	15027	2440	15027	100	20.196	36	59.1
P1_53_NODE_240_length_14919_cov_2.437669	1	14919	3201	14919	100	25.9902	36.1	58.9
P1_53_NODE_241_length_14861_cov_2.176259	1	14861	2778	14861	100	22.8167	35.9	59.1
P1_53_NODE_242_length_14794_cov_2.414331	1	14794	3094	14793	99.9932	25.5341	36.2	59.8
P1_53_NODE_243_length_14723_cov_2.690258	1	14723	3314	14723	100	27.689	36	59.8
P1_53_NODE_244_length_14701_cov_4.300672	1	14701	7264	14701	100	55.2623	36.2	55.7
P1_53_NODE_245_length_14294_cov_5.386320	1	14294	5712	14281	99.9091	51.45	35.9	58.2
P1_53_NODE_246_length_14176_cov_2.191971	1	14176	2686	14176	100	22.6917	36	58.9
P1_53_NODE_247_length_14049_cov_1.966169	1	14049	2818	14049	100	23.0949	36.1	59.7
P1_53_NODE_248_length_13967_cov_1.393280	1	13967	2215	13967	100	17.8045	36.2	59.5
P1_53_NODE_249_length_13951_cov_5.837746	1	13951	8163	13951	100	68.1993	36.1	59.6
P1_53_NODE_250_length_13902_cov_1.579165	1	13902	1863	13902	100	16.4174	36	59
P1_53_NODE_251_length_13902_cov_1.367187	1	13902	1650	13902	100	14.5818	36.1	59.5
P1_53_NODE_252_length_13885_cov_9.823303	1	13885	14507	13885	100	119.687	36.1	59.4
P1_53_NODE_253_length_13801_cov_3.067208	1	13801	3361	13801	100	30.4807	35.9	59.8
P1_53_NODE_254_length_13773_cov_3.313425	1	13773	3892	13773	100	34.6668	36	59.8
P1_53_NODE_255_length_13733_cov_2.056225	1	13733	2339	13733	100	20.8549	36	59.4
P1_53_NODE_256_length_13710_cov_10.452919	1	13710	15482	13710	100	128.696	36.2	59.5
P1_53_NODE_257_length_13695_cov_2.082621	1	13695	2656	13695	100	22.8583	36.1	59.1
P1_53_NODE_258_length_13691_cov_2.677897	1	13691	4267	13691	100	36.99	36	58.6
P1_53_NODE_259_length_13655_cov_3.575473	1	13655	3847	13655	100	35.4092	36	58.7
P1_53_NODE_260_length_13577_cov_47.958662	1	13577	71088	13577	100	596.15	36.2	57.6
P1_53_NODE_261_length_13534_cov_1.742970	1	13534	2119	13534	100	18.7935	35.9	59.1
P1_53_NODE_262_length_13517_cov_7.250112	1	13517	7392	13426	99.3268	70.645	35.9	55.2
P1_53_NODE_263_length_13498_cov_8.009947	1	13498	8679	13398	99.2591	80.6688	36	58.3
P1_53_NODE_264_length_13487_cov_1.342216	1	13487	1561	13487	100	14.0001	36.1	59.9
P1_53_NODE_265_length_13474_cov_7.978572	1	13474	8492	13474	100	79.3655	35.9	59.8
P1_53_NODE_266_length_13465_cov_3.116959	1	13465	3080	13465	100	29.3178	35.9	59.2
P1_53_NODE_267_length_13271_cov_6.516966	1	13271	8676	13271	100	76.3907	36.1	59.5
P1_53_NODE_268_length_13268_cov_3.393501	1	13268	3911	13268	100	35.89	36.1	59.3
P1_53_NODE_269_length_13108_cov_9.999846	1	13108	10595	13010	99.2524	100.63	36	58.8
P1_53_NODE_270_length_13069_cov_2.023103	1	13069	2240	13069	100	20.993	36	59.8
P1_53_NODE_271_length_12971_cov_2.528107	1	12971	2374	12971	100	23.3957	36	59.8
P1_53_NODE_272_length_12969_cov_1.365597	1	12969	1398	12969	100	13.4923	36.1	59.6
P1_53_NODE_273_length_12951_cov_3.442686	1	12951	3965	12951	100	37.1662	36.1	59.5
P1_53_NODE_274_length_12927_cov_2.537109	1	12927	2527	12927	100	24.7579	35.9	58.3
P1_53_NODE_275_length_12919_cov_2.178862	1	12919	2254	12919	100	21.893	35.9	59.3
P1_53_NODE_276_length_12689_cov_3.376134	1	12689	3912	12689	100	36.6274	36.1	59.2
P1_53_NODE_277_length_12639_cov_1.349584	1	12639	1703	12639	100	15.5057	36.2	59.7
P1_53_NODE_278_length_12455_cov_3.557592	1	12455	4821	12455	100	44.0215	36.1	59.4
P1_53_NODE_279_length_12430_cov_27.519629	1	12430	35116	12430	100	327.421	36.1	59
P1_53_NODE_280_length_12242_cov_9.320264	1	12242	9167	12228	99.8856	93.8423	35.9	59.8
P1_53_NODE_281_length_12219_cov_8.085346	1	12219	10098	12219	100	95.2859	36.2	59.5
P1_53_NODE_282_length_12107_cov_2.717362	1	12107	3346	12107	100	32.2564	35.9	56.9
