#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
P3_86_NODE_43_length_44761_cov_17.729153	1	44761	41704	44761	100	132.36	35.7	60
P3_86_NODE_44_length_44447_cov_9.930686	1	44447	24099	44438	99.9798	76.176	35.9	59.7
P3_86_NODE_45_length_44302_cov_6.953277	1	44302	16200	44302	100	51.842	35.7	59.9
P3_86_NODE_46_length_44217_cov_2.203878	1	44217	5254	44216	99.9977	16.7318	35.7	59.9
P3_86_NODE_47_length_43717_cov_5.414178	1	43717	13735	43717	100	44.2072	35.8	58.5
P3_86_NODE_48_length_43651_cov_7.889371	1	43651	18157	43651	100	58.9905	35.7	59.9
P3_86_NODE_49_length_43540_cov_21.739456	1	43540	51208	43540	100	165.645	35.8	59.8
P3_86_NODE_50_length_43464_cov_2.786280	1	43464	6273	43464	100	20.5353	35.6	59.9
P3_86_NODE_51_length_43081_cov_3.860036	1	43081	8578	43081	100	28.4098	35.6	60
P3_86_NODE_52_length_43002_cov_12.846601	1	43002	28884	43002	100	95.4394	35.6	60
P3_86_NODE_53_length_42776_cov_9.349809	1	42776	21200	42776	100	69.9883	35.7	60
P3_86_NODE_54_length_42636_cov_227.400950	1	42636	535693	42636	100	1771.16	35.9	59.5
P3_86_NODE_55_length_41648_cov_3.765637	1	41648	8056	41648	100	27.6212	35.5	59.9
P3_86_NODE_56_length_40988_cov_3.761753	1	40988	7813	40988	100	27.2675	35.5	59.9
P3_86_NODE_57_length_40790_cov_35.717360	1	40790	77053	40790	100	267.707	35.7	59.7
P3_86_NODE_58_length_39792_cov_30.093306	1	39792	67347	39694	99.7537	236.404	35.8	59.3
P3_86_NODE_59_length_39689_cov_46.306253	1	39689	97272	39689	100	346.373	35.8	59.3
P3_86_NODE_60_length_39583_cov_12.284874	1	39583	25776	39573	99.9747	92.1937	35.8	59.9
P3_86_NODE_61_length_39432_cov_36.008192	1	39432	77834	39432	100	278.721	35.7	57.8
P3_86_NODE_62_length_39352_cov_10.740064	1	39352	22133	39342	99.9746	79.7372	35.8	60
P3_86_NODE_63_length_39273_cov_38.892147	1	39273	83662	39273	100	299.707	35.8	59.6
P3_86_NODE_64_length_39209_cov_92.897139	1	39209	199572	39209	100	719.732	35.7	59.7
P3_86_NODE_65_length_39184_cov_19.156233	1	39184	39720	39184	100	143.296	35.8	60
P3_86_NODE_66_length_39036_cov_50.026678	1	39036	105138	39036	100	379.264	35.8	60
P3_86_NODE_67_length_38648_cov_49.168505	1	38648	106800	38556	99.762	385.78	35.7	58.4
P3_86_NODE_68_length_38523_cov_4.123893	1	38523	8418	38523	100	30.9375	35.7	60
P3_86_NODE_69_length_38208_cov_26.336835	1	38208	53739	38208	100	198.698	35.7	60
P3_86_NODE_70_length_37972_cov_3.275386	1	37972	6943	37969	99.9921	25.4641	35.9	59.2
P3_86_NODE_71_length_37891_cov_10.396542	1	37891	21360	37881	99.9736	79.2716	35.7	59.8
P3_86_NODE_72_length_37804_cov_13.187727	1	37804	25672	37804	100	96.8407	35.7	60
P3_86_NODE_73_length_37472_cov_7.118731	1	37472	14561	37472	100	54.4817	35.8	57.9
P3_86_NODE_74_length_37415_cov_4.289557	1	37415	8360	37415	100	31.7569	35.6	60
P3_86_NODE_75_length_37205_cov_14.513377	1	37205	28754	37189	99.957	109.126	35.7	59.9
P3_86_NODE_76_length_36984_cov_30.748813	1	36984	61301	36984	100	233.282	35.7	59.8
P3_86_NODE_77_length_35989_cov_16.936590	1	35989	31776	35989	100	125.683	35.6	60
P3_86_NODE_78_length_35671_cov_4.916582	1	35671	9244	35671	100	36.5805	35.7	59.9
P3_86_NODE_79_length_35565_cov_2.668858	1	35565	4796	35565	100	19.3716	35.6	59.9
P3_86_NODE_80_length_35439_cov_4.819523	1	35439	9104	35439	100	36.0893	35.8	60
P3_86_NODE_81_length_35419_cov_11.543324	1	35419	22599	35419	100	89.5273	35.8	59.3
P3_86_NODE_82_length_35379_cov_22.040991	1	35379	41380	35379	100	165.542	35.7	59.9
P3_86_NODE_83_length_35200_cov_9.270778	1	35200	17283	35200	100	69.4013	35.7	59.9
P3_86_NODE_84_length_35038_cov_2.865916	1	35038	5009	35029	99.9743	20.5863	35.6	59.9
P3_86_NODE_85_length_34591_cov_224.280525	1	34591	427869	34397	99.4392	1738.95	35.8	59.3
P3_86_NODE_86_length_34342_cov_47.661903	1	34342	89849	34342	100	367.856	35.8	59.7
P3_86_NODE_87_length_34169_cov_42.387316	1	34169	78297	34169	100	320.727	35.9	58.5
P3_86_NODE_88_length_34014_cov_5.767285	1	34014	10138	34005	99.9735	42.4305	35.6	60
P3_86_NODE_89_length_33944_cov_10.011385	1	33944	18756	33934	99.9705	77.452	35.7	59.4
P3_86_NODE_90_length_33868_cov_40.305267	1	33868	73718	33767	99.7018	306.838	35.9	59.7
P3_86_NODE_91_length_33796_cov_2.431703	1	33796	4156	33796	100	17.6856	35.5	60
P3_86_NODE_92_length_33719_cov_15.631460	1	33719	28740	33619	99.7034	119.292	35.8	58.6
P3_86_NODE_93_length_33704_cov_4.740120	1	33704	8571	33704	100	35.7253	35.7	59.9
P3_86_NODE_94_length_33566_cov_3.500523	1	33566	5943	33566	100	25.4289	35.6	59.9
P3_86_NODE_95_length_33517_cov_121.499431	1	33517	218426	33517	100	922.883	35.8	59.9
P3_86_NODE_96_length_33343_cov_11.882647	1	33343	21884	33343	100	92.1031	35.7	58.7
P3_86_NODE_97_length_33269_cov_1.304629	1	33269	2175	33269	100	9.39105	35.5	59.9
P3_86_NODE_98_length_33063_cov_4.889149	1	33063	8766	33063	100	37.1276	35.9	59.8
P3_86_NODE_99_length_32845_cov_3.490984	1	32845	6292	32845	100	26.7137	35.9	58.8
P3_86_NODE_100_length_32699_cov_7.688812	1	32699	13482	32699	100	58.0042	35.8	60
P3_86_NODE_101_length_32663_cov_10.616640	1	32663	19093	32663	100	81.8566	35.8	59.3
P3_86_NODE_102_length_32549_cov_8.878693	1	32549	15669	32545	99.9877	67.5372	35.9	59.3
P3_86_NODE_103_length_32387_cov_16.392963	1	32387	29187	32387	100	126.197	35.7	59.7
P3_86_NODE_104_length_32118_cov_19.086587	1	32118	33160	32118	100	145.189	35.8	58.8
P3_86_NODE_105_length_32087_cov_38.005131	1	32087	65477	31987	99.6883	287.611	35.7	59.9
P3_86_NODE_106_length_32056_cov_9.405775	1	32056	16070	32056	100	70.8154	35.9	59.8
P3_86_NODE_107_length_31795_cov_9.838765	1	31795	16919	31795	100	74.542	35.7	59.2
P3_86_NODE_108_length_31703_cov_5.086268	1	31703	8483	31703	100	37.8604	35.7	59.9
P3_86_NODE_109_length_31626_cov_11.947522	1	31626	19907	31626	100	89.0352	35.8	60
P3_86_NODE_110_length_31563_cov_74.358252	1	31563	126034	31563	100	562.944	35.8	59.8
P3_86_NODE_111_length_31560_cov_10.994369	1	31560	19050	31548	99.962	84.8175	35.7	59.4
P3_86_NODE_112_length_31169_cov_8.674119	1	31169	14999	31157	99.9615	67.1875	35.8	59.4
P3_86_NODE_113_length_31010_cov_7.029401	1	31010	11050	31010	100	51.0491	35.5	59.9
P3_86_NODE_114_length_30978_cov_31.560274	1	30978	52985	30978	100	241.193	35.8	59.9
P3_86_NODE_115_length_30928_cov_25.083147	1	30928	43664	30928	100	197.222	35.8	59.5
P3_86_NODE_116_length_30925_cov_8.348854	1	30925	15491	30638	99.0719	68.8884	35.7	57
P3_86_NODE_117_length_30590_cov_3.114664	1	30590	5413	30590	100	24.3929	35.8	59.4
P3_86_NODE_118_length_30583_cov_25.856777	1	30583	41809	30583	100	193.081	35.8	60
P3_86_NODE_119_length_30529_cov_23.329189	1	30529	38530	30529	100	177.824	35.7	59.5
P3_86_NODE_120_length_30460_cov_5.122606	1	30460	8136	30460	100	37.9193	35.7	59.9
P3_86_NODE_121_length_30351_cov_11.214002	1	30351	17875	30351	100	83.5103	35.8	60
P3_86_NODE_122_length_30343_cov_37.702310	1	30343	62354	30236	99.6474	288.774	35.8	59
P3_86_NODE_123_length_30339_cov_35.303654	1	30339	60918	30339	100	277.277	35.8	59.5
P3_86_NODE_124_length_30283_cov_4.991179	1	30283	7837	30283	100	36.8107	35.6	59.9
P3_86_NODE_125_length_30052_cov_4.461353	1	30052	6979	30042	99.9667	32.9846	35.7	60
P3_86_NODE_126_length_30024_cov_4.046961	1	30024	6205	30024	100	29.5809	35.6	59.9
P3_86_NODE_127_length_29963_cov_11.773328	1	29963	19080	29963	100	89.3169	35.8	60
P3_86_NODE_128_length_29888_cov_4.656530	1	29888	7473	29888	100	35.1239	35.8	59.8
P3_86_NODE_129_length_29407_cov_5.391359	1	29407	8364	29407	100	40.2574	35.8	60
P3_86_NODE_130_length_29305_cov_52.488210	1	29305	84894	29305	100	406.487	35.7	59.7
P3_86_NODE_131_length_29016_cov_35.150265	1	29016	55948	29008	99.9724	270.848	35.9	59.6
P3_86_NODE_132_length_29005_cov_4.528395	1	29005	6954	29005	100	33.9526	35.7	60
P3_86_NODE_133_length_28751_cov_4.441483	1	28751	6923	28751	100	33.6883	35.7	59.1
P3_86_NODE_134_length_28431_cov_12.260175	1	28431	18925	28431	100	93.6512	35.8	59.8
P3_86_NODE_135_length_28345_cov_11.138812	1	28345	17541	28345	100	87.0428	35.8	59.6
P3_86_NODE_136_length_28270_cov_57.135913	1	28270	89260	28270	100	443.667	35.8	58.7
P3_86_NODE_137_length_27990_cov_18.123425	1	27990	28156	27990	100	140.084	35.9	59.9
P3_86_NODE_138_length_27778_cov_14.242161	1	27778	20736	27778	100	105.891	35.7	59.9
P3_86_NODE_139_length_27646_cov_6.174570	1	27646	9678	27646	100	48.6169	35.9	58.1
P3_86_NODE_140_length_27462_cov_3.614304	1	27462	5469	27462	100	27.8374	35.7	59.1
P3_86_NODE_141_length_27437_cov_4.617356	1	27437	7161	27437	100	36.3944	35.7	58.5
P3_86_NODE_142_length_27341_cov_19.556882	1	27341	28009	27341	100	144.984	35.6	56.3
P3_86_NODE_143_length_27226_cov_2.313997	1	27226	3112	27226	100	16.5024	35.6	60
P3_86_NODE_144_length_27217_cov_5.047988	1	27217	7209	27217	100	37.4804	35.7	59.6
P3_86_NODE_145_length_27098_cov_6.550517	1	27098	9279	27091	99.9742	48.7295	35.6	60
P3_86_NODE_146_length_26943_cov_2.268683	1	26943	3058	26943	100	16.326	35.5	59.8
P3_86_NODE_147_length_26827_cov_7.617416	1	26827	11406	26827	100	59.3303	35.8	59.6
P3_86_NODE_148_length_26610_cov_9.654873	1	26610	13542	26610	100	71.9814	35.7	59.9
P3_86_NODE_149_length_26552_cov_5.419830	1	26552	7621	26552	100	40.4805	35.7	59.7
P3_86_NODE_150_length_26487_cov_6.215175	1	26487	8919	26487	100	47.0585	35.7	59.4
P3_86_NODE_151_length_26424_cov_2.548732	1	26424	3492	26424	100	18.8627	35.5	60
P3_86_NODE_152_length_26159_cov_18.369776	1	26159	25562	26159	100	137.581	35.8	59.9
P3_86_NODE_153_length_26094_cov_73.292294	1	26094	104180	26094	100	559.507	35.8	58.8
P3_86_NODE_154_length_26058_cov_34.002160	1	26058	53457	26058	100	290.062	35.9	56.9
P3_86_NODE_155_length_25864_cov_21.987528	1	25864	29875	25864	100	163.595	35.6	60
P3_86_NODE_156_length_25788_cov_7.071587	1	25788	10182	25788	100	55.0062	35.8	59.3
P3_86_NODE_157_length_25715_cov_10.094185	1	25715	14473	25715	100	78.4009	35.7	59.6
P3_86_NODE_158_length_25597_cov_9.639262	1	25597	13244	25597	100	72.7827	35.8	57.7
P3_86_NODE_159_length_25584_cov_1.289704	1	25584	1687	25565	99.9257	9.45098	35.6	60
P3_86_NODE_160_length_25484_cov_5.900067	1	25484	8528	25484	100	46.9448	35.7	57.5
P3_86_NODE_161_length_25434_cov_12.422808	1	25434	17131	25434	100	94.8596	35.9	59.9
P3_86_NODE_162_length_25255_cov_24.749960	1	25255	33257	25255	100	185.992	35.8	59.9
P3_86_NODE_163_length_25158_cov_122.407974	1	25158	168334	25158	100	943.018	35.8	59.7
P3_86_NODE_164_length_25118_cov_9.598455	1	25118	14179	25118	100	77.7572	35.7	58.3
P3_86_NODE_165_length_25053_cov_15.880366	1	25053	20993	24956	99.6128	118.726	35.8	59.7
P3_86_NODE_166_length_24976_cov_17.507505	1	24976	23250	24976	100	131.249	35.7	59.9
P3_86_NODE_167_length_24943_cov_7.275991	1	24943	9769	24943	100	54.88	35.7	58.9
P3_86_NODE_168_length_24904_cov_51.744279	1	24904	68754	24904	100	388.917	35.8	60
P3_86_NODE_169_length_24903_cov_5.902042	1	24903	8164	24903	100	46.0031	35.8	59.3
P3_86_NODE_170_length_24853_cov_6.096902	1	24853	8151	24853	100	45.9339	35.9	58.7
P3_86_NODE_171_length_24711_cov_5.894769	1	24711	8120	24711	100	45.6357	35.9	58.4
P3_86_NODE_172_length_24626_cov_8.121556	1	24626	10955	24626	100	62.4228	35.8	59.6
P3_86_NODE_173_length_24480_cov_5.596600	1	24480	7104	24480	100	41.3332	35.7	60
P3_86_NODE_174_length_24431_cov_10.045219	1	24431	12826	24412	99.9222	74.4322	35.7	60
P3_86_NODE_175_length_24390_cov_2.573260	1	24390	3476	24381	99.9631	19.8046	35.7	59.8
P3_86_NODE_176_length_24345_cov_4.573127	1	24345	5926	24345	100	34.2937	35.7	60
P3_86_NODE_177_length_24322_cov_5.547758	1	24322	7295	24322	100	42.1574	35.9	59.8
P3_86_NODE_178_length_24314_cov_9.234134	1	24314	12317	24314	100	70.9759	35.7	59.3
P3_86_NODE_179_length_24216_cov_25.471003	1	24216	32981	24216	100	191.768	35.8	60
P3_86_NODE_180_length_24164_cov_15.019595	1	24164	19304	24164	100	113.069	35.8	59.7
P3_86_NODE_181_length_24138_cov_2.280371	1	24138	2844	24138	100	16.8067	35.6	59.9
P3_86_NODE_182_length_24050_cov_7.088618	1	24050	9293	24050	100	54.0618	35.9	59.5
P3_86_NODE_183_length_24027_cov_8.595900	1	24027	11295	23931	99.6004	66.0132	35.8	59.6
P3_86_NODE_184_length_23772_cov_41.001088	1	23772	53431	23772	100	315.381	35.7	59.8
P3_86_NODE_185_length_23760_cov_4.171117	1	23760	5537	23760	100	32.4904	35.7	59.6
P3_86_NODE_186_length_23649_cov_8.324207	1	23649	10856	23649	100	64.2967	35.7	59.5
P3_86_NODE_187_length_23627_cov_17.495362	1	23627	22129	23627	100	132.304	35.8	59.8
P3_86_NODE_188_length_23624_cov_6.004767	1	23624	8304	23624	100	48.4461	35.4	52.9
P3_86_NODE_189_length_23595_cov_3.639296	1	23595	4915	23581	99.9407	28.6022	35.9	58
P3_86_NODE_190_length_23588_cov_204.817399	1	23588	279267	23393	99.1733	1656.25	35.7	59.3
P3_86_NODE_191_length_23499_cov_29.194891	1	23499	36486	23499	100	218.955	35.8	60
P3_86_NODE_192_length_23498_cov_28.933037	1	23498	37738	23498	100	225.51	35.7	58.5
P3_86_NODE_193_length_23372_cov_3.292579	1	23372	4653	23372	100	27.5427	35.8	57.9
P3_86_NODE_194_length_23336_cov_15.447930	1	23336	19415	23334	99.9914	116.652	35.7	59.8
P3_86_NODE_195_length_23231_cov_37.811157	1	23231	46521	23231	100	283.395	35.8	60
P3_86_NODE_196_length_23218_cov_3.674765	1	23218	4759	23218	100	28.486	35.9	58.6
P3_86_NODE_197_length_23146_cov_17.172206	1	23146	22345	23146	100	135.7	35.8	59.4
P3_86_NODE_198_length_23125_cov_9.002739	1	23125	11440	23125	100	69.2965	35.7	59.7
P3_86_NODE_199_length_22994_cov_5.048542	1	22994	6609	22899	99.5868	40.7843	35.6	53.9
P3_86_NODE_200_length_22942_cov_1.614070	1	22942	1960	22942	100	12.1047	35.7	59.9
P3_86_NODE_201_length_22919_cov_3.819454	1	22919	5160	22919	100	31.2116	35.7	57.5
P3_86_NODE_202_length_22860_cov_2.078388	1	22860	2416	22860	100	15.1497	35.6	60
P3_86_NODE_203_length_22838_cov_38.493153	1	22838	49044	22647	99.1637	300.658	35.8	58.6
P3_86_NODE_204_length_22832_cov_9.199031	1	22832	11264	22824	99.965	67.9938	35.7	57.9
P3_86_NODE_205_length_22821_cov_8.578082	1	22821	10529	22816	99.9781	64.9282	35.8	59.9
P3_86_NODE_206_length_22801_cov_4.045956	1	22801	5194	22801	100	31.8275	35.9	59.1
P3_86_NODE_207_length_22711_cov_27.383944	1	22711	33275	22711	100	207.252	35.8	59.6
P3_86_NODE_208_length_22589_cov_9.324815	1	22589	11303	22589	100	70.4833	35.8	59.8
P3_86_NODE_209_length_22530_cov_2.152256	1	22530	2567	22530	100	16.0755	35.7	59.8
P3_86_NODE_210_length_22342_cov_1.659329	1	22342	1911	22342	100	12.231	35.4	59.9
P3_86_NODE_211_length_22302_cov_1.872379	1	22302	2094	22294	99.9641	13.4599	35.5	59.9
P3_86_NODE_212_length_22289_cov_1.874244	1	22289	2083	22289	100	13.4207	35.6	59.9
P3_86_NODE_213_length_22149_cov_44.297203	1	22149	52601	22149	100	335.558	35.8	59.9
P3_86_NODE_214_length_22141_cov_9.956936	1	22141	12304	22141	100	77.2884	35.7	59.8
P3_86_NODE_215_length_22133_cov_8.755885	1	22133	10945	22133	100	68.6712	35.8	57.8
P3_86_NODE_216_length_22105_cov_22.490854	1	22105	26951	22105	100	171.356	35.8	57.6
P3_86_NODE_217_length_21947_cov_1.606095	1	21947	1914	21947	100	12.2001	35.9	59.9
P3_86_NODE_218_length_21927_cov_5.244174	1	21927	6604	21927	100	41.6801	35.8	58.5
P3_86_NODE_219_length_21893_cov_10.089727	1	21893	12414	21893	100	78.9139	35.7	58.4
P3_86_NODE_220_length_21842_cov_16.582777	1	21842	20747	21842	100	133.688	35.8	50.5
P3_86_NODE_221_length_21832_cov_11.597927	1	21832	13506	21832	100	86.9943	36	60
P3_86_NODE_222_length_21795_cov_2.586072	1	21795	2823	21795	100	18.5958	35.6	59.9
P3_86_NODE_223_length_21789_cov_8.746053	1	21789	10546	21789	100	67.6679	35.8	59.3
P3_86_NODE_224_length_21749_cov_3.479465	1	21749	4001	21737	99.9448	25.9575	35.8	60
P3_86_NODE_225_length_21603_cov_4.724995	1	21603	5453	21595	99.963	35.5956	35.7	59.9
P3_86_NODE_226_length_21444_cov_9.329127	1	21444	11923	21444	100	77.3322	35.7	57.5
P3_86_NODE_227_length_21426_cov_11.320156	1	21426	12929	21426	100	85.0954	35.8	59.2
P3_86_NODE_228_length_21407_cov_5.576081	1	21407	6427	21407	100	42.0845	35.8	59.9
P3_86_NODE_229_length_21400_cov_6.183519	1	21400	7166	21400	100	47.0497	35.8	59.7
P3_86_NODE_230_length_21368_cov_4.271974	1	21368	5287	21368	100	33.9408	35.8	58.2
P3_86_NODE_231_length_21356_cov_11.863630	1	21356	13567	21356	100	89.4941	35.7	60
P3_86_NODE_232_length_21355_cov_41.373987	1	21355	51088	21355	100	334.908	35.7	59.6
P3_86_NODE_233_length_21274_cov_35.123138	1	21274	40283	21274	100	267.43	35.9	59.8
P3_86_NODE_234_length_21264_cov_12.690259	1	21264	14506	21166	99.5391	95.8476	35.9	59.2
P3_86_NODE_235_length_21245_cov_4.506298	1	21245	5389	21245	100	35.5016	35.9	59.2
P3_86_NODE_236_length_21228_cov_9.012511	1	21228	9782	21228	100	65.0613	35.9	57.8
P3_86_NODE_237_length_21214_cov_2.346090	1	21214	2636	21214	100	17.5191	35.7	59.9
P3_86_NODE_238_length_21103_cov_5.511871	1	21103	6328	21103	100	41.9946	35.8	59.7
P3_86_NODE_239_length_21064_cov_5.425133	1	21064	6052	21064	100	40.6832	35.8	60
P3_86_NODE_240_length_21057_cov_39.580889	1	21057	45059	21057	100	301.312	35.8	59.9
P3_86_NODE_241_length_21032_cov_19.110069	1	21032	21355	21032	100	143.322	35.7	59.8
P3_86_NODE_242_length_21021_cov_1.351967	1	21021	1480	21021	100	9.99215	35.7	59.9
P3_86_NODE_243_length_20990_cov_12.453530	1	20990	14949	20990	100	99.1452	35.8	59.2
P3_86_NODE_244_length_20985_cov_3.099674	1	20985	4151	20985	100	26.6297	35.6	53.6
P3_86_NODE_245_length_20976_cov_38.288167	1	20976	43111	20976	100	290.872	35.8	59.8
P3_86_NODE_246_length_20959_cov_2.332325	1	20959	2689	20959	100	17.9644	35.8	59.8
P3_86_NODE_247_length_20936_cov_3.430247	1	20936	4147	20936	100	27.5153	35.7	58.8
P3_86_NODE_248_length_20878_cov_7.528697	1	20878	9762	20868	99.9521	60.4836	35.8	53.8
P3_86_NODE_249_length_20860_cov_19.841364	1	20860	23853	20860	100	159.651	35.5	57.3
P3_86_NODE_250_length_20840_cov_5.184570	1	20840	5920	20220	97.025	30.152	35.9	0.0231
P3_86_NODE_251_length_20735_cov_1.906056	1	20735	2325	20735	100	15.1314	35.8	58.3
P3_86_NODE_252_length_20672_cov_23.081285	1	20672	29084	20672	100	194.94	35.7	54.8
P3_86_NODE_253_length_20672_cov_12.655926	1	20672	14365	20662	99.9516	97.3936	35.8	59.6
P3_86_NODE_254_length_20669_cov_5.492406	1	20669	6215	20669	100	42.0719	35.7	59.7
P3_86_NODE_255_length_20549_cov_9.601116	1	20549	11281	20453	99.5328	75.6929	35.8	58.1
P3_86_NODE_256_length_20517_cov_9.348798	1	20517	10611	20517	100	71.5103	35.7	55.9
P3_86_NODE_257_length_20440_cov_6.458327	1	20440	7141	20431	99.956	49.0366	35.8	59.9
P3_86_NODE_258_length_20386_cov_3.033763	1	20386	3498	20380	99.9706	24.129	35.8	59.6
P3_86_NODE_259_length_20313_cov_6.524225	1	20313	7620	20313	100	52.4397	35.9	58.9
P3_86_NODE_260_length_20306_cov_11.542891	1	20306	12952	20303	99.9852	89.3252	35.8	59.6
P3_86_NODE_261_length_20303_cov_4.785537	1	20303	5390	20295	99.9606	37.1038	35.9	58.6
P3_86_NODE_262_length_20272_cov_3.748920	1	20272	4442	20272	100	30.4103	35.9	58.8
P3_86_NODE_263_length_20231_cov_14.643156	1	20231	15877	20231	100	110.089	35.9	59.9
P3_86_NODE_264_length_20192_cov_7.381012	1	20192	8460	20192	100	58.5474	35.9	58.4
P3_86_NODE_265_length_20128_cov_1.935703	1	20128	2191	20128	100	15.0064	35.8	57.3
P3_86_NODE_266_length_20112_cov_24.869552	1	20112	28270	20112	100	196.392	35.8	59.8
P3_86_NODE_267_length_20098_cov_6.712683	1	20098	8663	20000	99.5124	59.6876	35.7	58.3
P3_86_NODE_268_length_20087_cov_7.040431	1	20087	8417	20087	100	55.5539	35.7	55.2
P3_86_NODE_269_length_20056_cov_11.111295	1	20056	12323	20056	100	85.412	35.9	59.2
P3_86_NODE_270_length_20038_cov_5.126865	1	20038	5621	20029	99.9551	39.3145	35.8	59.7
P3_86_NODE_271_length_20000_cov_2.667438	1	20000	3086	19990	99.95	21.3824	35.9	59.9
P3_86_NODE_272_length_19980_cov_1.621367	1	19980	1979	19980	100	13.4795	35.6	58.8
P3_86_NODE_273_length_19959_cov_1.558441	1	19959	1614	19959	100	11.3791	35.8	59.9
P3_86_NODE_274_length_19921_cov_7.564009	1	19921	8206	19911	99.9498	57.4349	35.7	58.8
P3_86_NODE_275_length_19777_cov_1.485547	1	19777	1675	19777	100	11.8462	35.8	59.9
P3_86_NODE_276_length_19756_cov_7.564165	1	19756	8082	19658	99.5039	57.1891	35.7	59.4
P3_86_NODE_277_length_19596_cov_18.997843	1	19596	20279	19596	100	145.122	35.9	59.1
P3_86_NODE_278_length_19541_cov_85.325641	1	19541	90836	19541	100	653.969	35.8	59
P3_86_NODE_279_length_19375_cov_15.410848	1	19375	15903	19375	100	115.719	35.7	59.3
