#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
P4_41_NODE_22_length_21147_cov_13.597574	1	21147	17585	21147	100	112.607	35.9	58.8
P4_41_NODE_23_length_20644_cov_3.270069	1	20644	3857	20644	100	25.8276	36	59.8
P4_41_NODE_24_length_20292_cov_4.160526	1	20292	4913	20292	100	33.1572	36	59.6
P4_41_NODE_25_length_19926_cov_4.226779	1	19926	6249	19921	99.9749	37.5481	35.3	50
P4_41_NODE_26_length_19925_cov_11.800030	1	19925	14258	19925	100	97.4196	35.9	59.8
P4_41_NODE_27_length_19026_cov_2.826605	1	19026	3142	19026	100	22.5746	35.9	59.6
P4_41_NODE_28_length_19005_cov_4.849243	1	19005	5133	19005	100	37.4872	36	59.8
P4_41_NODE_29_length_18678_cov_2.684006	1	18678	2999	18678	100	21.9543	36	59.6
P4_41_NODE_30_length_18109_cov_2.112891	1	18109	2309	18109	100	17.2302	35.8	59.6
P4_41_NODE_31_length_18066_cov_2.133285	1	18066	2280	18062	99.9779	17.1389	35.9	59.4
P4_41_NODE_32_length_17775_cov_12.887749	1	17775	14414	17775	100	109.697	35.9	57.6
P4_41_NODE_33_length_17774_cov_7.530005	1	17774	7923	17774	100	60.7389	36	59.7
P4_41_NODE_34_length_17697_cov_1.984804	1	17697	2224	17695	99.9887	16.457	35.8	58.2
P4_41_NODE_35_length_17645_cov_10.522948	1	17645	10597	17641	99.9773	82.5638	36.1	59.9
P4_41_NODE_36_length_17587_cov_7.372852	1	17587	7905	17587	100	59.7467	35.9	57
P4_41_NODE_37_length_17522_cov_41.087151	1	17522	40442	17522	100	321.169	35.9	58.7
P4_41_NODE_38_length_17410_cov_10.125325	1	17410	9928	17410	100	78.0872	36.1	57.3
P4_41_NODE_39_length_16914_cov_3.073390	1	16914	3121	16914	100	25.1198	36	59.7
P4_41_NODE_40_length_16506_cov_3.097869	1	16506	2953	16506	100	24.5981	35.9	59.8
P4_41_NODE_41_length_16503_cov_12.055386	1	16503	11689	16503	100	97.4772	36	58.9
P4_41_NODE_42_length_16500_cov_22.798571	1	16500	22857	16500	100	188.795	35.9	59.8
P4_41_NODE_43_length_16087_cov_5.977381	1	16087	5693	16087	100	48.2334	36	59.6
P4_41_NODE_44_length_16039_cov_4.026269	1	16039	3611	16039	100	31.1326	36.1	59.9
P4_41_NODE_45_length_15904_cov_1.908981	1	15904	3737	15895	99.9434	20.7975	33.1	44.7
P4_41_NODE_46_length_15325_cov_3.054876	1	15325	2702	15325	100	24.1698	35.9	59.8
P4_41_NODE_47_length_14988_cov_15.010834	1	14988	13299	14988	100	121.303	36	59.7
P4_41_NODE_48_length_14786_cov_70.923733	1	14786	79202	14687	99.3304	673.464	35.9	58
P4_41_NODE_49_length_14650_cov_2.195070	1	14650	1920	14650	100	17.6848	35.8	59.3
P4_41_NODE_50_length_14609_cov_2.954910	1	14609	2642	14609	100	24.237	36	59.4
P4_41_NODE_51_length_14553_cov_11.810412	1	14553	10063	14553	100	94.8727	36	59.6
P4_41_NODE_52_length_14454_cov_4.299714	1	14454	3793	14454	100	35.7137	35.9	59.3
P4_41_NODE_53_length_14422_cov_2.819307	1	14422	2446	14422	100	22.8353	35.9	59.5
P4_41_NODE_54_length_14421_cov_2.968938	1	14421	2512	14421	100	23.8372	36	59.4
P4_41_NODE_55_length_14199_cov_2.087621	1	14199	1726	14199	100	16.4264	36.2	59.5
P4_41_NODE_56_length_14122_cov_2.868096	1	14122	2414	14122	100	23.2675	36	59.3
P4_41_NODE_57_length_14103_cov_445.776760	1	14103	365426	14103	100	3589.42	35.9	59.4
P4_41_NODE_58_length_13841_cov_2.400685	1	13841	2052	13841	100	20.2043	35.9	57.9
P4_41_NODE_59_length_13526_cov_10.728114	1	13526	8999	13526	100	90.5708	35.9	58.5
P4_41_NODE_60_length_13431_cov_4.850797	1	13431	3784	13431	100	38.4622	36.1	59.7
P4_41_NODE_61_length_13426_cov_4.794947	1	13426	3756	13426	100	38.0051	36.1	59.6
P4_41_NODE_62_length_13388_cov_2.555991	1	13388	2420	13388	100	23.8265	35.9	58
P4_41_NODE_63_length_13352_cov_8.671531	1	13352	7054	13352	100	72.167	36	58.2
P4_41_NODE_64_length_13172_cov_2.013262	1	13172	1571	13172	100	16.3144	36	59.7
P4_41_NODE_65_length_13168_cov_5.803543	1	13168	4571	13168	100	47.8647	35.9	57.5
P4_41_NODE_66_length_13150_cov_11.033019	1	13150	8420	13150	100	87.8433	36.1	59.6
P4_41_NODE_67_length_13139_cov_4.136259	1	13139	4557	13139	100	37.6396	34.9	43.4
P4_41_NODE_68_length_13019_cov_1.984254	1	13019	4872	13019	100	27.0595	34.8	37.2
P4_41_NODE_69_length_12914_cov_25.675792	1	12914	19517	12914	100	207.585	36	59.9
P4_41_NODE_70_length_12879_cov_1.962594	1	12879	1588	12879	100	16.4792	35.9	59
P4_41_NODE_71_length_12724_cov_1.425657	1	12724	1107	12724	100	11.8002	35.7	58.3
P4_41_NODE_72_length_12496_cov_1.826259	1	12496	1376	12496	100	14.9494	36.1	59.9
P4_41_NODE_73_length_12429_cov_727.234071	1	12429	544987	12429	100	5994.36	36	59.9
P4_41_NODE_74_length_12396_cov_2.035455	1	12396	1437	12396	100	15.9619	36.2	59.6
P4_41_NODE_75_length_12194_cov_3.127206	1	12194	2288	12194	100	25.4792	36	59.2
P4_41_NODE_76_length_12108_cov_1.065687	1	12108	749	12108	100	8.45474	35.9	59.6
P4_41_NODE_77_length_11901_cov_2.489808	1	11901	1647	11901	100	19.2225	35.9	59.5
P4_41_NODE_78_length_11844_cov_3.360331	1	11844	2353	11844	100	26.9561	36	58.6
P4_41_NODE_79_length_11633_cov_4.539197	1	11633	3202	11633	100	37.5063	36.1	59.6
P4_41_NODE_80_length_11573_cov_4.107898	1	11573	2895	11573	100	34.069	35.9	59.6
P4_41_NODE_81_length_11421_cov_2.724810	1	11421	1891	11421	100	22.261	35.8	59
P4_41_NODE_82_length_11415_cov_3.094880	1	11415	2445	11415	100	28.4673	35.7	57.7
P4_41_NODE_83_length_11408_cov_1.736725	1	11408	1163	11408	100	13.9792	36	59.5
P4_41_NODE_84_length_11287_cov_1.272401	1	11287	839	11287	100	10.2055	36.2	59.7
P4_41_NODE_85_length_11270_cov_4.511532	1	11270	2941	11270	100	35.8664	36.1	59.7
P4_41_NODE_86_length_11220_cov_10.400613	1	11220	6817	11220	100	83.1247	36	59.4
P4_41_NODE_87_length_11169_cov_1.636569	1	11169	1087	11169	100	13.2199	36.1	59.8
P4_41_NODE_88_length_11019_cov_2.623944	1	11019	1735	11019	100	21.3029	35.9	59.7
P4_41_NODE_89_length_10911_cov_18.703357	1	10911	12289	10911	100	153.125	36	59.6
P4_41_NODE_90_length_10754_cov_5.128446	1	10754	3358	10754	100	42.1935	35.8	59.7
P4_41_NODE_91_length_10672_cov_1.266572	1	10672	772	10672	100	9.94069	36	59.3
P4_41_NODE_92_length_10652_cov_3.543943	1	10652	727794	10652	100	4219	32	39.5
P4_41_NODE_93_length_10603_cov_6.296583	1	10603	4482	10603	100	57.5051	35.9	57.3
P4_41_NODE_94_length_10466_cov_688.657704	1	10466	434898	10466	100	5665.34	36	59.9
P4_41_NODE_95_length_10446_cov_6.488710	1	10446	4131	10446	100	53.3567	36.1	59.6
P4_41_NODE_96_length_10352_cov_4.120880	1	10352	2512	10352	100	33.1413	36	59.1
P4_41_NODE_97_length_10341_cov_2185.599863	1	10341	1425305	10341	100	19040.7	35.9	59.8
P4_41_NODE_98_length_10228_cov_4.892387	1	10228	3044	10228	100	40.5656	35.9	57.1
P4_41_NODE_99_length_10224_cov_1.576607	1	10224	982	10224	100	12.9384	36	59.4
P4_41_NODE_100_length_10215_cov_8.466990	1	10215	4906	10215	100	66.2341	35.9	57.7
P4_41_NODE_101_length_10149_cov_3.736081	1	10149	2103	10149	100	28.2917	36	57.4
P4_41_NODE_102_length_9991_cov_1.006792	1	9991	815	9991	100	10.1642	36	59.4
P4_41_NODE_103_length_9968_cov_201.347598	1	9968	118652	9968	100	1625.66	36	59.9
P4_41_NODE_104_length_9811_cov_1.659645	1	9811	936	9811	100	12.9902	36	59.4
P4_41_NODE_105_length_9800_cov_1.668769	1	9800	1137	9800	100	14.3161	35.2	52.4
P4_41_NODE_106_length_9608_cov_2.486341	1	9608	1444	9608	100	20.4274	36.2	59.7
P4_41_NODE_107_length_9558_cov_1.536104	1	9558	916	9558	100	12.8398	36.1	59.2
P4_41_NODE_108_length_9479_cov_1.862703	1	9479	1044	9479	100	14.922	36.3	58.5
P4_41_NODE_109_length_9452_cov_2.425308	1	9452	1346	9352	98.942	19.2331	36	58.3
P4_41_NODE_110_length_9364_cov_1.690267	1	9364	964	9364	100	13.8645	35.8	59
P4_41_NODE_111_length_9325_cov_9.003588	1	9325	4959	9325	100	72.7171	36	59.6
P4_41_NODE_112_length_9296_cov_1.375177	1	9296	698	9296	100	10.5138	36.1	59.5
P4_41_NODE_113_length_9295_cov_2.219023	1	9295	1188	9282	99.8601	17.6134	36	59.5
P4_41_NODE_114_length_9167_cov_3.335730	1	9167	1863	9167	100	27.2116	36.1	59
P4_41_NODE_115_length_9157_cov_1.285493	1	9157	685	9157	100	10.163	36.2	59.8
P4_41_NODE_116_length_9073_cov_3.280908	1	9073	1758	9073	100	26.3396	36.1	59.7
P4_41_NODE_117_length_8875_cov_2.633173	1	8875	1359	8875	100	20.729	35.9	59.2
P4_41_NODE_118_length_8872_cov_1.322699	1	8872	688	8872	100	10.4824	36	59.7
P4_41_NODE_119_length_8836_cov_5.265358	1	8836	2788	8836	100	42.5767	35.7	59.2
P4_41_NODE_120_length_8796_cov_3.440766	1	8796	1689	8796	100	25.8269	36.1	56.7
P4_41_NODE_121_length_8759_cov_2.157901	1	8759	1087	8759	100	16.946	36.2	59.2
P4_41_NODE_122_length_8665_cov_1.492036	1	8665	740	8665	100	11.5408	36.1	59.7
P4_41_NODE_123_length_8551_cov_8.569025	1	8551	4360	8551	100	69.179	36.1	59.8
P4_41_NODE_124_length_8467_cov_1.965228	1	8467	974	8467	100	15.7969	35.9	59.7
P4_41_NODE_125_length_8449_cov_1.320236	1	8449	696	8449	100	10.8442	35.9	58.5
P4_41_NODE_126_length_8437_cov_2.355235	1	8437	1215	8437	100	19.573	36.2	57.3
P4_41_NODE_127_length_8399_cov_1.978119	1	8399	1174	8399	100	18.4414	35.8	55
P4_41_NODE_128_length_8338_cov_1.696748	1	8338	759	8338	100	12.6637	36	59.2
P4_41_NODE_129_length_8332_cov_1.047166	1	8332	533	8332	100	8.56097	36	58.9
P4_41_NODE_130_length_8279_cov_2.892542	1	8279	1303	8279	100	22.0413	35.9	59.7
P4_41_NODE_131_length_8260_cov_2.364810	1	8260	1247	8260	100	19.6827	35.8	57.4
P4_41_NODE_132_length_8154_cov_2.057805	1	8154	970	8154	100	16.1366	36.1	59.2
P4_41_NODE_133_length_8047_cov_2.798864	1	8047	1268	8040	99.913	21.5726	36	59.2
P4_41_NODE_134_length_7986_cov_1.286041	1	7986	604	7984	99.975	10.2678	36.1	59.4
P4_41_NODE_135_length_7972_cov_2.969917	1	7972	1384	7972	100	23.7007	36.1	59.4
P4_41_NODE_136_length_7941_cov_2.185820	1	7941	1070	7941	100	18.2753	36.1	58.3
P4_41_NODE_137_length_7806_cov_3.291835	1	7806	1556	7806	100	26.8035	35.9	59.8
P4_41_NODE_138_length_7794_cov_1.483109	1	7794	692	7794	100	11.8791	36	58.1
P4_41_NODE_139_length_7776_cov_1.659825	1	7776	712	7776	100	12.7036	36	59.6
P4_41_NODE_140_length_7767_cov_1.878272	1	7767	832	7767	100	14.7157	35.9	59.9
P4_41_NODE_141_length_7755_cov_7.841243	1	7755	4459	7742	99.8324	77.7511	36	58
P4_41_NODE_142_length_7754_cov_1.767143	1	7754	839	7754	100	14.5992	36	58.4
P4_41_NODE_143_length_7710_cov_2.389687	1	7710	1273	7710	100	21.8026	35.9	57.6
P4_41_NODE_144_length_7687_cov_3.701455	1	7687	2004	7687	100	31.7787	35.2	51.4
P4_41_NODE_145_length_7454_cov_1.242937	1	7454	555	7454	100	9.95385	36.3	59.6
P4_41_NODE_146_length_7430_cov_1.025743	1	7430	423	7430	100	7.87214	36.1	59.8
P4_41_NODE_147_length_7409_cov_1.128536	1	7409	453	7409	100	8.48779	36	59.7
P4_41_NODE_148_length_7401_cov_1.856475	1	7401	757	7401	100	13.9684	36	59.1
P4_41_NODE_149_length_7329_cov_1.659122	1	7329	870	7329	100	13.6278	35.1	47.2
P4_41_NODE_150_length_7217_cov_5.104090	1	7217	2182	7217	100	41.0507	36	59.9
P4_41_NODE_151_length_7216_cov_1.861899	1	7216	863	7195	99.709	15.7749	35.9	59.1
P4_41_NODE_152_length_7214_cov_2.501905	1	7214	1157	7214	100	21.1731	35.8	58
P4_41_NODE_153_length_7166_cov_14.249893	1	7166	6370	7068	98.6324	118.964	36.1	57.6
P4_41_NODE_154_length_7047_cov_4.019220	1	7047	1788	7047	100	35.0996	36	59.2
P4_41_NODE_155_length_7023_cov_5.107889	1	7023	2177	7023	100	41.6546	35.9	59.6
P4_41_NODE_156_length_7015_cov_1.157956	1	7015	448	7015	100	9.02309	36.2	59.4
P4_41_NODE_157_length_6979_cov_1.186369	1	6979	483	6979	100	9.31122	36.1	58.9
P4_41_NODE_158_length_6931_cov_1.771605	1	6931	627	6931	100	12.9642	36.1	60
P4_41_NODE_159_length_6922_cov_1.328182	1	6922	548	6922	100	10.472	36.1	58.2
P4_41_NODE_160_length_6915_cov_0.927372	1	6915	385	6915	100	7.4509	36.2	59.3
P4_41_NODE_161_length_6891_cov_0.977676	1	6891	368	6881	99.8549	7.42389	35.9	59.1
P4_41_NODE_162_length_6841_cov_6.775990	1	6841	2697	6841	100	54.0865	35.9	58.2
P4_41_NODE_163_length_6820_cov_2.981174	1	6820	1379	6820	100	26.0938	36	55.5
P4_41_NODE_164_length_6776_cov_1.695293	1	6776	637	6776	100	12.84	35.9	59.6
P4_41_NODE_165_length_6736_cov_7525.541232	1	6736	3114390	6736	100	63663.5	35.9	59.6
P4_41_NODE_166_length_6721_cov_10.220352	1	6721	6362	6721	100	90.1342	35.8	50.5
P4_41_NODE_167_length_6654_cov_4.864563	1	6654	2191	6654	100	41.6829	35.7	52.8
P4_41_NODE_168_length_6649_cov_1.693652	1	6649	656	6649	100	13.4605	36.1	59.6
P4_41_NODE_169_length_6623_cov_7.947660	1	6623	3034	6623	100	62.8612	36	59.2
P4_41_NODE_170_length_6621_cov_5.237758	1	6621	2635	6621	100	52.0743	36	56.3
P4_41_NODE_171_length_6522_cov_8.784832	1	6522	3673	6522	100	75.6165	35.9	57.2
P4_41_NODE_172_length_6494_cov_1.961520	1	6494	860	6494	100	17.1832	35.5	56.4
P4_41_NODE_173_length_6488_cov_1.331080	1	6488	543	6488	100	11.0185	36	58.4
P4_41_NODE_174_length_6458_cov_9.852544	1	6458	3826	6458	100	79.6629	35.9	59.5
P4_41_NODE_175_length_6451_cov_1.105313	1	6451	450	6451	100	9.2998	35.9	58.5
P4_41_NODE_176_length_6433_cov_3.409768	1	6433	1283	6433	100	27.1589	35.9	59.7
P4_41_NODE_177_length_6433_cov_1.102918	1	6433	422	6433	100	8.78455	36	59.5
P4_41_NODE_178_length_6425_cov_0.893935	1	6425	377	6425	100	7.69089	36	59.3
P4_41_NODE_179_length_6398_cov_1.438208	1	6398	829	6398	100	14.0844	35.9	38.3
P4_41_NODE_180_length_6346_cov_2.856944	1	6346	1109	6346	100	23.2847	35.9	59.6
P4_41_NODE_181_length_6307_cov_1.517961	1	6307	579	6307	100	12.1885	36	59.5
P4_41_NODE_182_length_6295_cov_0.995136	1	6295	415	6295	100	8.24241	35.5	53.5
P4_41_NODE_183_length_6185_cov_1.016672	1	6185	356	6185	100	7.90477	36.1	59.4
P4_41_NODE_184_length_6128_cov_3.233628	1	6128	1594	6128	100	30.5548	35.1	48.6
P4_41_NODE_185_length_6114_cov_1.036579	1	6114	416	6114	100	8.87291	35.8	58.8
P4_41_NODE_186_length_6106_cov_0.877906	1	6106	317	6096	99.8362	7.03112	36	59.8
P4_41_NODE_187_length_6092_cov_1.467728	1	6092	524	6092	100	11.6751	35.8	58.8
P4_41_NODE_188_length_6066_cov_7.828254	1	6066	2860	6066	100	63.2624	35.8	54.1
P4_41_NODE_189_length_6025_cov_5.518205	1	6025	1948	6025	100	44.6928	35.9	58
P4_41_NODE_190_length_6000_cov_2.191384	1	6000	849	6000	100	18.9903	35.9	59.4
P4_41_NODE_191_length_5994_cov_0.914096	1	5994	335	5994	100	7.42593	36.3	59.5
P4_41_NODE_192_length_5984_cov_1.803312	1	5984	697	5984	100	15.5929	36	59.5
P4_41_NODE_193_length_5962_cov_1.307455	1	5962	439	5962	100	10.1598	36.1	59.9
P4_41_NODE_194_length_5914_cov_5.463830	1	5914	1907	5914	100	43.591	36	59.8
P4_41_NODE_195_length_5867_cov_1.014808	1	5867	323	5867	100	7.65212	36.3	60
P4_41_NODE_196_length_5863_cov_2.265516	1	5863	808	5863	100	18.5698	35.8	58.9
P4_41_NODE_197_length_5862_cov_2.910201	1	5862	1122	5862	100	25.3023	35.8	57.7
P4_41_NODE_198_length_5849_cov_1.773331	1	5849	629	5849	100	14.4626	36.2	59.2
P4_41_NODE_199_length_5819_cov_1.822909	1	5819	645	5819	100	14.7878	35.9	58.5
P4_41_NODE_200_length_5765_cov_1.030862	1	5765	548	5765	100	9.7575	35.2	41.4
P4_41_NODE_201_length_5760_cov_2.836144	1	5760	952	5760	100	22.4747	35.8	59.7
P4_41_NODE_202_length_5722_cov_6.368781	1	5722	2078	5722	100	49.5051	36.3	59.9
P4_41_NODE_203_length_5693_cov_1.309378	1	5693	398	5693	100	9.71737	36	59.8
P4_41_NODE_204_length_5597_cov_0.930347	1	5597	291	5597	100	7.16277	36	59
P4_41_NODE_205_length_5588_cov_3.300311	1	5588	1909	5588	100	34.1333	33.5	37.3
P4_41_NODE_206_length_5545_cov_3.341639	1	5545	1094	5545	100	26.8821	36	59.6
P4_41_NODE_207_length_5516_cov_1.439970	1	5516	465	5516	100	11.2217	36	57.4
P4_41_NODE_208_length_5516_cov_1.144183	1	5516	341	5516	100	8.50961	36.2	59.5
P4_41_NODE_209_length_5513_cov_0.858151	1	5513	295	5513	100	7.2641	35.8	59.5
P4_41_NODE_210_length_5465_cov_21.062053	1	5465	6665	5465	100	166.245	36.1	59.9
P4_41_NODE_211_length_5455_cov_1.424737	1	5455	456	5455	100	11.2521	36	59.1
P4_41_NODE_212_length_5447_cov_1.128759	1	5447	367	5447	100	9.08555	36	59.1
P4_41_NODE_213_length_5386_cov_3.414147	1	5386	1081	5375	99.7958	27.3591	36	59.3
P4_41_NODE_214_length_5287_cov_0.963178	1	5287	312	5287	100	7.65935	36	58.2
P4_41_NODE_215_length_5273_cov_1.756510	1	5273	500	5273	100	12.9283	36.1	59.2
P4_41_NODE_216_length_5272_cov_5.141691	1	5272	1673	5272	100	43.5453	35.8	57.6
P4_41_NODE_217_length_5243_cov_2.106724	1	5243	678	5243	100	17.2924	36	59.6
P4_41_NODE_218_length_5239_cov_1.264280	1	5239	378	5223	99.6946	9.63619	36.2	58.4
P4_41_NODE_219_length_5231_cov_5.218064	1	5231	2136	5231	100	47.8734	35.3	49.4
P4_41_NODE_220_length_5229_cov_11.126587	1	5229	3436	5229	100	88.5898	36	59.8
P4_41_NODE_221_length_5221_cov_1.088732	1	5221	322	5221	100	8.31412	36	58.5
P4_41_NODE_222_length_5219_cov_1.169089	1	5219	757	5219	100	12.9084	32.3	33.6
P4_41_NODE_223_length_5201_cov_0.844501	1	5201	243	5201	100	6.41953	35.6	60
P4_41_NODE_224_length_5108_cov_0.829552	1	5108	264	5108	100	6.89859	35.9	59.3
P4_41_NODE_225_length_5098_cov_1.370952	1	5098	432	5098	100	11.2597	36.2	59.6
P4_41_NODE_226_length_5040_cov_1.495827	1	5040	486	5040	100	12.6006	36	58.9
P4_41_NODE_227_length_5027_cov_1.056531	1	5027	298	5027	100	8.06386	35.9	59.3
P4_41_NODE_228_length_5017_cov_1.133742	1	5017	326	5017	100	8.57983	36.1	58.2
P4_41_NODE_229_length_4997_cov_1.409856	1	4997	485	4997	100	12.7819	35.8	57
P4_41_NODE_230_length_4792_cov_0.868167	1	4792	223	4789	99.9374	6.50209	35.9	58.7
P4_41_NODE_231_length_4782_cov_0.841890	1	4782	242	4782	100	6.76725	36.1	58.7
P4_41_NODE_232_length_4742_cov_1.369664	1	4742	350	4742	100	10.3129	35.8	59.7
P4_41_NODE_233_length_4737_cov_2.251627	1	4737	639	4737	100	18.0942	35.9	59.3
P4_41_NODE_234_length_4734_cov_2.712177	1	4734	682	4734	100	20.2015	36	58.8
P4_41_NODE_235_length_4724_cov_1.554275	1	4724	498	4724	100	13.6945	35.7	59.4
P4_41_NODE_236_length_4697_cov_1.130416	1	4697	378	4697	100	8.77305	35.7	45
P4_41_NODE_237_length_4649_cov_1.761389	1	4649	492	4649	100	14.1041	36	59.5
P4_41_NODE_238_length_4643_cov_15.351639	1	4643	4362	4643	100	127.692	35.9	58
P4_41_NODE_239_length_4618_cov_31.970706	1	4618	8855	4618	100	258.524	36.1	59.9
P4_41_NODE_240_length_4617_cov_0.875947	1	4617	266	4617	100	7.68659	36	59.5
P4_41_NODE_241_length_4586_cov_1.222247	1	4586	378	4586	100	10.6873	36	53.6
P4_41_NODE_242_length_4583_cov_0.937163	1	4583	259	4583	100	7.53262	36.1	59
P4_41_NODE_243_length_4576_cov_1.523938	1	4576	388	4576	100	11.8083	36	59.4
P4_41_NODE_244_length_4574_cov_1.142793	1	4574	269	4574	100	8.35286	36	60
P4_41_NODE_245_length_4558_cov_1.565561	1	4558	438	4554	99.9122	12.8058	36	58.5
P4_41_NODE_246_length_4525_cov_1.267622	1	4525	347	4525	100	10.042	35.9	59.2
P4_41_NODE_247_length_4501_cov_0.984225	1	4501	295	4501	100	8.58831	35.9	59.8
P4_41_NODE_248_length_4494_cov_1.760018	1	4494	460	4494	100	13.909	35.9	59.8
P4_41_NODE_249_length_4478_cov_1.090094	1	4478	257	4478	100	8.11076	35.9	59.8
P4_41_NODE_250_length_4426_cov_1.216795	1	4426	299	4426	100	9.20176	36.1	59.6
P4_41_NODE_251_length_4340_cov_5.206741	1	4340	1506	4340	100	46.5424	36	59.4
P4_41_NODE_252_length_4319_cov_6.373807	1	4319	1891	4319	100	59.567	36	58
P4_41_NODE_253_length_4315_cov_1.127985	1	4315	288	4315	100	9.04148	36.1	59.6
P4_41_NODE_254_length_4312_cov_7.959450	1	4312	2032	4312	100	62.8323	35.9	59.8
P4_41_NODE_255_length_4267_cov_1.158696	1	4267	282	4267	100	8.88634	36.3	59.7
P4_41_NODE_256_length_4217_cov_1.447433	1	4217	359	4217	100	11.4776	36.2	59
P4_41_NODE_257_length_4210_cov_1.205976	1	4210	330	4210	100	10.2667	36.2	59.2
P4_41_NODE_258_length_4196_cov_16.173491	1	4196	4172	4196	100	134.436	35.9	59.7
P4_41_NODE_259_length_4173_cov_1.263470	1	4173	296	4173	100	9.61682	36.1	59
P4_41_NODE_260_length_4172_cov_3.075366	1	4172	793	4172	100	25.4605	35.9	59.8
P4_41_NODE_261_length_4169_cov_0.896586	1	4169	231	4147	99.4723	7.29599	35.9	59.2
P4_41_NODE_262_length_4138_cov_1.262029	1	4138	323	4138	100	10.4021	36	59
P4_41_NODE_263_length_4089_cov_1.207723	1	4089	280	4089	100	9.10614	35.9	59.1
P4_41_NODE_264_length_4054_cov_2.350395	1	4054	550	4054	100	18.3315	36	58.6
P4_41_NODE_265_length_4026_cov_1.194665	1	4026	318	4026	100	10.1316	36	50.7
P4_41_NODE_266_length_3979_cov_1.222482	1	3979	294	3979	100	9.98693	35.9	59.9
P4_41_NODE_267_length_3958_cov_1.545810	1	3958	334	3958	100	11.52	36.2	59.2
P4_41_NODE_268_length_3953_cov_0.879509	1	3953	216	3953	100	7.31849	35.9	59.2
P4_41_NODE_269_length_3948_cov_1.080345	1	3948	240	3948	100	8.13779	36.1	58.8
P4_41_NODE_270_length_3944_cov_3.559602	1	3944	776	3944	100	26.8261	35.8	54.1
P4_41_NODE_271_length_3901_cov_1.001325	1	3901	212	3901	100	7.59523	35.8	59.7
P4_41_NODE_272_length_3900_cov_1.141532	1	3900	263	3900	100	8.95513	35.9	59.8
P4_41_NODE_273_length_3865_cov_59.606207	1	3865	13340	3865	100	470.048	36.1	59.8
P4_41_NODE_274_length_3859_cov_0.812701	1	3859	162	3859	100	5.96994	36.2	59.8
P4_41_NODE_275_length_3859_cov_0.727224	1	3859	160	3859	100	5.5092	36.1	58.6
P4_41_NODE_276_length_3854_cov_1.088275	1	3854	242	3854	100	8.43591	36	58
P4_41_NODE_277_length_3821_cov_1.466703	1	3821	339	3821	100	11.8158	36	57.5
P4_41_NODE_278_length_3805_cov_1.106036	1	3805	1622	3805	100	29.6733	27.7	14.5
P4_41_NODE_279_length_3702_cov_1.127273	1	3702	236	3702	100	8.70367	36.2	60
P4_41_NODE_280_length_3692_cov_1.146704	1	3692	269	3692	100	9.5344	35.8	59.7
P4_41_NODE_281_length_3685_cov_0.688027	1	3685	131	3685	100	5.0152	35.8	60
P4_41_NODE_282_length_3678_cov_1.513095	1	3678	395	3678	100	14.3502	36	54.6
P4_41_NODE_283_length_3663_cov_1.166572	1	3663	292	3663	100	10.9031	36.3	57.6
P4_41_NODE_284_length_3661_cov_1.373514	1	3661	310	3661	100	11.5122	36	59.5
P4_41_NODE_285_length_3659_cov_0.899207	1	3659	175	3659	100	6.50506	36.2	59
