#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
P4_54_NODE_52_length_25124_cov_4.330560	1	25124	6454	25124	100	34.3182	35.4	56
P4_54_NODE_53_length_25072_cov_5.483424	1	25072	8271	25063	99.9641	44.2347	35.6	57.7
P4_54_NODE_54_length_24522_cov_27.142324	1	24522	38011	24522	100	214.24	35.8	59.7
P4_54_NODE_55_length_24246_cov_75.099880	1	24246	103792	24232	99.9423	597.399	35.8	59.9
P4_54_NODE_56_length_24065_cov_4.541649	1	24065	6886	23967	99.5928	38.0272	35.5	57.3
P4_54_NODE_57_length_23181_cov_7.909040	1	23181	10495	23181	100	62.2986	35.7	58.9
P4_54_NODE_58_length_23136_cov_49.380069	1	23136	65278	23136	100	391.52	35.7	59.7
P4_54_NODE_59_length_22932_cov_7.633677	1	22932	9873	22932	100	59.2659	35.8	59.2
P4_54_NODE_60_length_22926_cov_52.457608	1	22926	67857	22926	100	411.759	35.8	59.7
P4_54_NODE_61_length_22768_cov_17.457974	1	22768	21973	22768	100	135.164	35.9	59.7
P4_54_NODE_62_length_22730_cov_4.316861	1	22730	5782	22730	100	34.5026	35.7	58.9
P4_54_NODE_63_length_22528_cov_25.404312	1	22528	31754	22528	100	196.559	35.9	59.8
P4_54_NODE_64_length_22504_cov_16.138535	1	22504	21139	22405	99.5601	128.978	35.6	58.7
P4_54_NODE_65_length_22484_cov_5.266091	1	22484	7220	22484	100	43.63	35.8	58.6
P4_54_NODE_66_length_22338_cov_36.290262	1	22338	217863	22338	100	1155.45	35.7	59.6
P4_54_NODE_67_length_22272_cov_33.024294	1	22272	40801	22272	100	250.197	35.8	55.5
P4_54_NODE_68_length_21942_cov_7.249782	1	21942	9509	21942	100	58.992	35.4	58.6
P4_54_NODE_69_length_21911_cov_5.355674	1	21911	6716	21898	99.9407	41.8291	35.8	58.2
P4_54_NODE_70_length_21790_cov_4.254166	1	21790	5101	21790	100	32.5057	35.7	59.5
P4_54_NODE_71_length_21756_cov_47.567063	1	21756	59609	21756	100	379.825	35.8	59.5
P4_54_NODE_72_length_21713_cov_25.897619	1	21713	31671	21713	100	202.522	35.8	59.7
P4_54_NODE_73_length_21606_cov_2.386936	1	21606	3350	21606	100	19.5928	35.5	53.7
P4_54_NODE_74_length_21452_cov_11.221571	1	21452	14274	21354	99.5432	91.7154	35.6	58.5
P4_54_NODE_75_length_21089_cov_6.038546	1	21089	7294	21089	100	47.5645	35.7	58.9
P4_54_NODE_76_length_20984_cov_5.758498	1	20984	7161	20984	100	45.7866	35.8	58.5
P4_54_NODE_77_length_20820_cov_3.099261	1	20820	3627	20820	100	24.0022	35.8	59.1
P4_54_NODE_78_length_20803_cov_2.331979	1	20803	2658	20803	100	17.8762	35.9	59.7
P4_54_NODE_79_length_20777_cov_857.476998	1	20777	1115427	20777	100	7383.04	36	59
P4_54_NODE_80_length_20686_cov_5.028698	1	20686	5902	20686	100	39.442	35.8	59.2
P4_54_NODE_81_length_20673_cov_13.831987	1	20673	15103	20666	99.9661	101.375	35.8	55.8
P4_54_NODE_82_length_20587_cov_6.904643	1	20587	7855	20587	100	52.8335	35.9	59.7
P4_54_NODE_83_length_20562_cov_27.313433	1	20562	31410	20562	100	214.229	35.8	58.6
P4_54_NODE_84_length_20509_cov_11.234619	1	20509	12938	20509	100	87.6058	35.8	59.5
P4_54_NODE_85_length_20433_cov_5.041269	1	20433	5853	20433	100	39.3448	35.7	59.1
P4_54_NODE_86_length_20363_cov_9.134908	1	20363	10372	20363	100	70.9207	35.8	59.7
P4_54_NODE_87_length_20312_cov_13.899827	1	20312	17580	20222	99.5569	116.714	35.8	57.6
P4_54_NODE_88_length_20170_cov_32.080627	1	20170	38565	20170	100	264.117	35.6	59.7
P4_54_NODE_89_length_19568_cov_47.749293	1	19568	51637	19568	100	368.401	35.9	59.9
P4_54_NODE_90_length_19532_cov_3.113270	1	19532	3595	19532	100	25.0198	35.6	59
P4_54_NODE_91_length_19506_cov_306.598534	1	19506	355058	19506	100	2520.75	35.8	59.3
P4_54_NODE_92_length_19217_cov_5.265689	1	19217	6014	19217	100	42.491	35.6	58.9
P4_54_NODE_93_length_19184_cov_92.026132	1	19184	104199	19084	99.4787	746.859	35.9	58.5
P4_54_NODE_94_length_19163_cov_5.405127	1	19163	5906	19158	99.9739	42.1443	35.8	58.6
P4_54_NODE_95_length_18978_cov_15.890616	1	18978	17422	18978	100	126.763	35.7	59.2
P4_54_NODE_96_length_18913_cov_27.699883	1	18913	29630	18913	100	217.892	35.7	59.8
P4_54_NODE_97_length_18629_cov_31.744514	1	18629	32922	18629	100	246.122	35.8	59.7
P4_54_NODE_98_length_18244_cov_5.463046	1	18244	6155	18244	100	44.9778	35.3	57.4
P4_54_NODE_99_length_18244_cov_3.853121	1	18244	3921	18237	99.9616	29.9103	35.7	59.2
P4_54_NODE_100_length_17868_cov_58.712248	1	17868	61275	17868	100	472.667	35.7	59.8
P4_54_NODE_101_length_17767_cov_3.705612	1	17767	3811	17767	100	29.1141	35.7	58.7
P4_54_NODE_102_length_17715_cov_15.724471	1	17715	15282	17715	100	120.001	35.9	59.6
P4_54_NODE_103_length_17523_cov_6.087434	1	17523	6129	17514	99.9486	47.7035	35.7	58.4
P4_54_NODE_104_length_17473_cov_9.735155	1	17473	9526	17473	100	75.3037	35.9	59.1
P4_54_NODE_105_length_17453_cov_3.014891	1	17453	2933	17453	100	23.3214	35.8	59.6
P4_54_NODE_106_length_17348_cov_3.234249	1	17348	3271	17348	100	25.8476	35.8	59.1
P4_54_NODE_107_length_17082_cov_8.381244	1	17082	8196	17082	100	66.2359	35.8	59.4
P4_54_NODE_108_length_17052_cov_29.388360	1	17052	28538	16955	99.4312	230.613	35.8	59.2
P4_54_NODE_109_length_17012_cov_2.155523	1	17012	2248	17012	100	17.6936	35.6	58.2
P4_54_NODE_110_length_16951_cov_13.984011	1	16951	13583	16951	100	110.386	35.7	59.4
P4_54_NODE_111_length_16806_cov_3.346124	1	16806	3217	16806	100	26.3721	35.9	59.8
P4_54_NODE_112_length_16748_cov_74.545274	1	16748	69755	16748	100	584.194	35.9	59.7
P4_54_NODE_113_length_16678_cov_10.776630	1	16678	10111	16678	100	83.7081	35.7	59.3
P4_54_NODE_114_length_16675_cov_50.277737	1	16675	49587	16675	100	407.164	35.7	58.1
P4_54_NODE_115_length_16657_cov_3.553842	1	16657	4547	16649	99.952	31.9515	34.8	48.7
P4_54_NODE_116_length_16642_cov_3.647169	1	16642	3658	16642	100	29.7747	35.4	57.4
P4_54_NODE_117_length_16619_cov_1.388855	1	16619	1329	16619	100	10.9615	35.7	59.2
P4_54_NODE_118_length_16337_cov_4.680938	1	16337	4515	16337	100	37.5025	35.6	58.6
P4_54_NODE_119_length_16323_cov_1.805878	1	16323	1846	16320	99.9816	15.1249	35.9	59.1
P4_54_NODE_120_length_16305_cov_11.122883	1	16305	10392	16305	100	87.9998	35.7	59.3
P4_54_NODE_121_length_16284_cov_16.877267	1	16284	15107	16284	100	129.908	35.8	58.9
P4_54_NODE_122_length_16248_cov_7.186093	1	16248	6604	16240	99.9508	56.3489	35.7	59.8
P4_54_NODE_123_length_16204_cov_3.644088	1	16204	3686	16204	100	29.9596	35.7	57.6
P4_54_NODE_124_length_16177_cov_3.186355	1	16177	2916	16177	100	24.5761	35.7	58
P4_54_NODE_125_length_16081_cov_5.236492	1	16081	8154	16080	99.9938	58.3596	31.9	35.2
P4_54_NODE_126_length_15800_cov_32.629044	1	15800	28675	15800	100	254.231	35.8	59.6
P4_54_NODE_127_length_15716_cov_7.327475	1	15716	7006	15716	100	58.5338	35.5	55.4
P4_54_NODE_128_length_15684_cov_4.341390	1	15684	3972	15684	100	34.6109	35.6	58.9
P4_54_NODE_129_length_15604_cov_26.498223	1	15604	24070	15604	100	214.615	35.8	59
P4_54_NODE_130_length_15509_cov_104.173580	1	15509	93996	15509	100	832.566	36	56.2
P4_54_NODE_131_length_15397_cov_7.441650	1	15397	6602	15397	100	58.9611	35.6	59.6
P4_54_NODE_132_length_15314_cov_7.146836	1	15314	6068	15314	100	54.9907	35.8	59.6
P4_54_NODE_133_length_15280_cov_12.884643	1	15280	11085	15280	100	99.8522	35.7	58.8
P4_54_NODE_134_length_15219_cov_34.190432	1	15219	30955	15219	100	274.652	35.5	56.9
P4_54_NODE_135_length_15214_cov_2.493074	1	15214	2416	15214	100	20.5421	35.4	57.5
P4_54_NODE_136_length_15183_cov_4.562367	1	15183	3898	15183	100	35.4063	35.8	59
P4_54_NODE_137_length_15099_cov_5.116150	1	15099	4518	15099	100	40.6112	35.8	58.9
P4_54_NODE_138_length_14993_cov_2.914301	1	14993	2739	14993	100	24.2527	35.5	57.6
P4_54_NODE_139_length_14935_cov_2.819827	1	14935	2499	14926	99.9397	21.9533	35.6	56
P4_54_NODE_140_length_14741_cov_33.201998	1	14741	27882	14741	100	262.23	35.9	58.3
P4_54_NODE_141_length_14566_cov_6.281737	1	14566	5317	14566	100	49.5301	35.8	59.1
P4_54_NODE_142_length_14518_cov_7.211174	1	14518	5924	14518	100	56.4403	35.8	57.8
P4_54_NODE_143_length_14483_cov_8.194413	1	14483	6409	14483	100	62.098	35.8	59.4
P4_54_NODE_144_length_14351_cov_5.460771	1	14351	4337	14351	100	41.8597	35.8	59.5
P4_54_NODE_145_length_14341_cov_28.583228	1	14341	22855	14341	100	221.913	35.8	59.9
P4_54_NODE_146_length_14332_cov_25.613516	1	14332	20440	14332	100	197.83	35.9	59.1
P4_54_NODE_147_length_14242_cov_5.726107	1	14242	4634	14242	100	44.3139	35.8	58
P4_54_NODE_148_length_14235_cov_1.853133	1	14235	1484	14235	100	14.3603	35.7	59.1
P4_54_NODE_149_length_14139_cov_39.236583	1	14139	32602	14138	99.9929	321.339	35.6	58.7
P4_54_NODE_150_length_13956_cov_4.384410	1	13956	3633	13956	100	35.1349	35.6	57.1
P4_54_NODE_151_length_13951_cov_2.636502	1	13951	2194	13951	100	21.2281	35.5	58.6
P4_54_NODE_152_length_13851_cov_514.106966	1	13851	426610	13655	98.5849	4294.65	35.8	58.8
P4_54_NODE_153_length_13806_cov_3.069596	1	13806	2544	13806	100	24.768	35.6	58.6
P4_54_NODE_154_length_13782_cov_6.907873	1	13782	5920	13782	100	58.2784	35.3	56.5
P4_54_NODE_155_length_13675_cov_123.421391	1	13675	97265	13675	100	987.342	36	59.3
P4_54_NODE_156_length_13670_cov_3.818873	1	13670	3299	13670	100	32.9166	35.5	56.9
P4_54_NODE_157_length_13633_cov_2.969569	1	13633	160249	13633	100	574.779	33.1	4.66
P4_54_NODE_158_length_13548_cov_27.029506	1	13548	20137	13548	100	207.993	35.9	59.2
P4_54_NODE_159_length_13492_cov_2.651553	1	13492	3044	13491	99.9926	25.0964	34.2	47.1
P4_54_NODE_160_length_13447_cov_1.330330	1	13447	1123	13447	100	10.7958	35.6	55.7
P4_54_NODE_161_length_13291_cov_3.482604	1	13291	2775	13291	100	28.0968	35.5	57.8
P4_54_NODE_162_length_13250_cov_3.192563	1	13250	2650	13250	100	26.8884	35.6	55.2
P4_54_NODE_163_length_13142_cov_3.595390	1	13142	2573	13142	100	27.1861	35.8	59.1
P4_54_NODE_164_length_13089_cov_2.234995	1	13089	1859	13089	100	18.6016	35.4	57.3
P4_54_NODE_165_length_13086_cov_1.517710	1	13086	1137	13086	100	11.7957	35.6	58.5
P4_54_NODE_166_length_12949_cov_4.090158	1	12949	3115	12949	100	32.369	35.5	56.7
P4_54_NODE_167_length_12887_cov_2.507053	1	12887	1931	12887	100	20.2558	35.4	58.8
P4_54_NODE_168_length_12884_cov_30.433801	1	12884	22515	12884	100	240.641	35.8	59.8
P4_54_NODE_169_length_12860_cov_1.526035	1	12860	1118	12860	100	11.9267	35.7	59.2
P4_54_NODE_170_length_12716_cov_6.610374	1	12716	6268	12706	99.9214	56.538	35.2	55.8
P4_54_NODE_171_length_12696_cov_5.877079	1	12696	4302	12696	100	46.6945	35.8	59.4
P4_54_NODE_172_length_12524_cov_1.700492	1	12524	1211	12524	100	13.0579	35.7	57.6
P4_54_NODE_173_length_12410_cov_41.782871	1	12410	30567	12410	100	338.929	35.9	58.7
P4_54_NODE_174_length_12393_cov_6.413582	1	12393	5349	12382	99.9112	53.8616	34.8	49.8
P4_54_NODE_175_length_12382_cov_3.420400	1	12382	10892	12382	100	118.092	35.9	50.1
P4_54_NODE_176_length_12381_cov_2.088134	1	12381	1526	12381	100	16.5413	35.8	58.2
P4_54_NODE_177_length_12369_cov_5.736808	1	12369	3893	12345	99.806	43.6384	35.8	59.7
P4_54_NODE_178_length_12363_cov_2.090389	1	12363	3444	12363	100	23.1297	32.6	26.8
P4_54_NODE_179_length_12359_cov_39.695144	1	12359	30790	12359	100	342.819	35.8	57.9
P4_54_NODE_180_length_12347_cov_18.644108	1	12347	12372	12347	100	139.639	35.8	57.2
P4_54_NODE_181_length_12325_cov_15.691937	1	12325	10890	12325	100	122.484	35.9	59.8
P4_54_NODE_182_length_12325_cov_2.901377	1	12325	2045	12316	99.927	22.7804	36	59.2
P4_54_NODE_183_length_12298_cov_1.800756	1	12298	1425	12298	100	15.3669	35.6	56.4
P4_54_NODE_184_length_12225_cov_2.100099	1	12225	1462	12225	100	16.2474	35.8	58.7
P4_54_NODE_185_length_12206_cov_4.543836	1	12206	3106	12206	100	34.8631	35.9	59.3
P4_54_NODE_186_length_12171_cov_6.035121	1	12171	4211	12171	100	47.5141	35.8	57.7
P4_54_NODE_187_length_12151_cov_21.116351	1	12151	15458	12151	100	174.582	35.7	54.1
P4_54_NODE_188_length_12137_cov_6.665445	1	12137	4676	12133	99.967	52.5768	35.7	59.1
P4_54_NODE_189_length_11879_cov_3.995575	1	11879	3004	11879	100	33.3955	35.5	58.3
P4_54_NODE_190_length_11746_cov_8.607712	1	11746	5802	11746	100	67.7856	35.6	58.6
P4_54_NODE_191_length_11699_cov_7.459125	1	11699	4944	11699	100	58.6213	35.8	58.1
P4_54_NODE_192_length_11504_cov_4.100026	1	11504	2897	11504	100	33.739	35.4	58.3
P4_54_NODE_193_length_11407_cov_3.559574	1	11407	2358	11407	100	28.1219	35.6	58.9
P4_54_NODE_194_length_11338_cov_3.104897	1	11338	1943	11338	100	23.9965	36	59.4
P4_54_NODE_195_length_11255_cov_222.090313	1	11255	141995	11255	100	1755.75	35.9	59.8
P4_54_NODE_196_length_11229_cov_76.439679	1	11229	48468	11229	100	599.308	35.8	59.8
P4_54_NODE_197_length_11180_cov_25.760698	1	11180	16548	11180	100	203.741	35.9	59.9
P4_54_NODE_198_length_11166_cov_4.458284	1	11166	2744	11166	100	34.2603	35.7	58.8
P4_54_NODE_199_length_11131_cov_2.182843	1	11131	1450	11131	100	17.4245	35.8	58
P4_54_NODE_200_length_11122_cov_1.529422	1	11122	962	11122	100	11.8471	35.9	58.6
P4_54_NODE_201_length_11107_cov_1.915938	1	11107	1194	11107	100	14.6997	35.9	59.3
P4_54_NODE_202_length_10955_cov_2.154137	1	10955	1364	10955	100	17.021	35.9	59.5
P4_54_NODE_203_length_10940_cov_16.618422	1	10940	10317	10940	100	130.225	35.9	59.3
P4_54_NODE_204_length_10909_cov_1.654517	1	10909	1050	10909	100	13.0538	36	57.4
P4_54_NODE_205_length_10874_cov_541.431841	1	10874	354201	10870	99.9632	4521.47	35.8	59.6
P4_54_NODE_206_length_10838_cov_2.709831	1	10838	1651	10838	100	20.8682	35.8	59
P4_54_NODE_207_length_10739_cov_3.823031	1	10739	2411	10739	100	30.4811	35.5	58.7
P4_54_NODE_208_length_10737_cov_4.512064	1	10737	2945	10737	100	36.8866	35.7	58.4
P4_54_NODE_209_length_10710_cov_1.243787	1	10710	816	10710	100	10.0701	35.7	57.5
P4_54_NODE_210_length_10655_cov_3.313545	1	10655	2069	10655	100	26.5175	35.8	57.2
P4_54_NODE_211_length_10655_cov_1.505034	1	10655	1060	10655	100	13.0633	35.3	58
P4_54_NODE_212_length_10630_cov_7.274398	1	10630	4232	10630	100	55.3925	36	59.9
P4_54_NODE_213_length_10609_cov_50.054303	1	10609	31062	10609	100	404.848	35.6	59.8
P4_54_NODE_214_length_10604_cov_1.722535	1	10604	1048	10604	100	13.0966	35.7	55.5
P4_54_NODE_215_length_10565_cov_2.951715	1	10565	1770	10565	100	23.3358	35.9	58.6
P4_54_NODE_216_length_10564_cov_2.187314	1	10564	1257	10564	100	16.6004	35.8	59.4
P4_54_NODE_217_length_10551_cov_5.339025	1	10551	3342	10551	100	43.0038	35.6	59
P4_54_NODE_218_length_10532_cov_1.341278	1	10532	854	10532	100	10.7084	35.5	56.7
P4_54_NODE_219_length_10501_cov_4.848564	1	10501	3149	10501	100	40.2412	35.6	58
P4_54_NODE_220_length_10457_cov_1.854598	1	10457	1091	10457	100	14.2175	35.9	58.6
P4_54_NODE_221_length_10222_cov_1.388311	1	10222	1563	10222	100	14.3348	32.7	36.2
P4_54_NODE_222_length_10175_cov_2.389928	1	10175	1525	10173	99.9803	19.7157	35.6	57.5
P4_54_NODE_223_length_10164_cov_16.012244	1	10164	9542	10164	100	127.548	35.7	59.8
P4_54_NODE_224_length_10162_cov_2.544993	1	10162	1447	10162	100	19.54	35.8	59.2
P4_54_NODE_225_length_10142_cov_16.429656	1	10142	9517	10142	100	128.484	35.9	59.7
P4_54_NODE_226_length_10114_cov_8.303194	1	10114	5307	10114	100	70.371	35.4	58.8
P4_54_NODE_227_length_10072_cov_4.277225	1	10072	2636	10072	100	35.0918	35.7	54.4
P4_54_NODE_228_length_10039_cov_1.475282	1	10039	872	10039	100	11.4935	35.6	57.2
P4_54_NODE_229_length_10024_cov_2.220976	1	10024	1251	10024	100	16.8858	35.7	58.6
P4_54_NODE_230_length_10006_cov_7.731451	1	10006	4320	10006	100	60.257	35.6	59.3
P4_54_NODE_231_length_10001_cov_4.078388	1	10001	2403	10001	100	32.1183	35.6	56.6
P4_54_NODE_232_length_9986_cov_1.757683	1	9986	970	9983	99.97	13.5476	35.9	59
P4_54_NODE_233_length_9976_cov_1.706062	1	9976	1031	9976	100	14.2589	36	55.8
P4_54_NODE_234_length_9826_cov_2.101660	1	9826	1341	9820	99.9389	17.5625	35.3	54.5
P4_54_NODE_235_length_9794_cov_4.863660	1	9794	2969	9794	100	40.0365	35.5	58.1
P4_54_NODE_236_length_9773_cov_43.458117	1	9773	24202	9773	100	340.531	36	58.9
P4_54_NODE_237_length_9772_cov_3.917159	1	9772	2277	9764	99.9181	31.1769	35.8	58.5
P4_54_NODE_238_length_9741_cov_3.279384	1	9741	2168	9741	100	28.3152	35.2	56.8
P4_54_NODE_239_length_9716_cov_2.881009	1	9716	1731	9716	100	23.5243	35.4	56.2
P4_54_NODE_240_length_9709_cov_149.078376	1	9709	90286	9709	100	1276.1	35.7	59
P4_54_NODE_241_length_9709_cov_1.479649	1	9709	804	9709	100	11.3178	36	59.3
P4_54_NODE_242_length_9670_cov_2.107723	1	9670	1148	9670	100	16.0811	35.7	58.6
P4_54_NODE_243_length_9639_cov_15.063814	1	9639	8633	9639	100	122.036	35.6	59.2
P4_54_NODE_244_length_9535_cov_5.996599	1	9535	3471	9535	100	48.9227	35.6	58.9
P4_54_NODE_245_length_9535_cov_1.813988	1	9535	987	9535	100	14.0547	35.9	58.7
P4_54_NODE_246_length_9513_cov_1.930428	1	9513	1089	9513	100	15.2913	35.7	58
P4_54_NODE_247_length_9477_cov_3.461818	1	9477	4065	9477	100	39.7093	31.7	30.7
P4_54_NODE_248_length_9461_cov_2.860296	1	9461	2305	9461	100	25.1211	34.8	40.8
P4_54_NODE_249_length_9449_cov_2.440356	1	9449	1270	9449	100	18.6402	35.8	59.4
P4_54_NODE_250_length_9446_cov_1.216332	1	9446	657	9441	99.9471	9.45787	35.7	58.6
P4_54_NODE_251_length_9438_cov_30.511975	1	9438	15866	9438	100	234.516	35.8	59.8
P4_54_NODE_252_length_9402_cov_6.224474	1	9402	4548	9402	100	54.2112	35	43.1
P4_54_NODE_253_length_9359_cov_1.816833	1	9359	992	9349	99.8932	14.3922	35.8	58.9
P4_54_NODE_254_length_9344_cov_3.196159	1	9344	1894	9344	100	26.8076	35.5	58.5
P4_54_NODE_255_length_9311_cov_1.486389	1	9311	846	9311	100	12.1559	35.6	57.5
P4_54_NODE_256_length_9291_cov_3.041685	1	9291	1993	9291	100	25.8668	34.7	50.4
P4_54_NODE_257_length_9275_cov_2.785308	1	9275	1591	9274	99.9892	22.7397	35.6	58.4
P4_54_NODE_258_length_9264_cov_3.334355	1	9264	1859	9264	100	26.818	35.7	58.9
P4_54_NODE_259_length_9262_cov_75.133028	1	9262	40285	9262	100	599.929	35.8	59.6
P4_54_NODE_260_length_9191_cov_2.328442	1	9191	1271	9191	100	18.5603	35.6	57.6
P4_54_NODE_261_length_9183_cov_70.719633	1	9183	36680	9183	100	548.506	36.1	56.3
P4_54_NODE_262_length_9098_cov_2.270650	1	9098	1364	9098	100	19.3661	35.5	56.1
P4_54_NODE_263_length_9062_cov_10.501287	1	9062	6091	9062	100	91.3543	35.6	56.2
P4_54_NODE_264_length_8953_cov_1.612735	1	8953	1020	8953	100	14.2471	35.5	54.7
P4_54_NODE_265_length_8908_cov_1.828721	1	8908	991	8908	100	14.9769	35.6	59.2
P4_54_NODE_266_length_8899_cov_1.050274	1	8899	553	8899	100	8.34026	35.7	58.6
P4_54_NODE_267_length_8868_cov_2.249971	1	8868	1146	8868	100	17.7207	35.9	59
P4_54_NODE_268_length_8757_cov_1.308691	1	8757	644	8757	100	10.0982	35.7	59
P4_54_NODE_269_length_8748_cov_1.833430	1	8748	1104	8748	100	15.5671	35.1	55.2
P4_54_NODE_270_length_8736_cov_5.983041	1	8736	3594	8674	99.2903	50.6814	35.5	49.3
P4_54_NODE_271_length_8671_cov_5.029143	1	8671	2650	8671	100	41.0946	35.6	59
P4_54_NODE_272_length_8649_cov_1.698193	1	8649	860	8649	100	13.2474	35.6	57
P4_54_NODE_273_length_8634_cov_12.124838	1	8634	6114	8634	100	96.9161	35.8	59.6
P4_54_NODE_274_length_8555_cov_1.719625	1	8555	857	8555	100	13.6413	35.8	59
P4_54_NODE_275_length_8538_cov_7.209844	1	8538	3449	8538	100	55.56	35.7	59
P4_54_NODE_276_length_8537_cov_4.909869	1	8537	2396	8537	100	38.3732	35.8	58.1
P4_54_NODE_277_length_8531_cov_3.902784	1	8531	1962	8531	100	31.391	35.6	58.7
P4_54_NODE_278_length_8521_cov_28.167091	1	8521	13328	8521	100	217.784	35.9	59.8
P4_54_NODE_279_length_8517_cov_2.350536	1	8517	1202	8517	100	18.6196	35.5	57
